N	2gram	Propp_Isto_2	VelikijI
1	и не	11	20
2	и в	15	16
3	так как	14	9
4	то что	12	9
5	еще не	9	8
6	в истории	1	8
7	что они	10	7
8	на земле	1	7
9	а не	5	7
10	и потому	1	7
11	на себя	1	5
12	но и	14	5
13	по пути	1	5
14	того что	3	5
15	все это	3	5
16	как бы	6	5
17	и есть	5	4
18	говорить о	1	4
19	в его	6	4
20	в этом	11	4
21	что он	24	4
22	потому что	9	4
23	земного и	1	4
24	в нем	7	4
25	так и	5	4
26	что не	1	4
27	как и	2	4
28	что мы	3	4
29	в котором	5	4
30	в ней	4	4
31	о смысле	2	4
32	от этого	1	3
33	и что	6	3
34	за то	1	3
35	же ты	1	3
36	хотя бы	2	3
37	то это	6	3
38	с его	1	3
39	во всех	2	3
40	что и	6	3
41	в том	6	3
42	тот же	1	3
43	но в	6	3
44	по этому	1	3
45	все эти	4	3
46	и они	4	3
47	за ним	1	3
48	их в	2	3
49	в своей	1	3
50	в жизни	2	3
51	ни в	2	3
52	в них	1	3
53	не было	2	3
54	в этих	11	3
55	нет ничего	2	3
56	не в	7	3
57	к чему	2	3
58	но это	4	3
59	никогда не	15	3
60	их от	1	3
61	превращается в	2	3
62	и для	2	3
63	что ты	1	3
64	к тому	5	3
65	что в	12	3
66	и это	3	2
67	того чтобы	2	2
68	и то	2	2
69	и т	19	2
70	можно было	5	2
71	и за	1	2
72	его не	2	2
73	мы не	3	2
74	с ним	1	2
75	и над	1	2
76	вместо того	2	2
77	под этим	1	2
78	мы это	1	2
79	ее и	1	2
80	и во	1	2
81	к нам	1	2
82	вслед за	1	2
83	его к	1	2
84	духа и	1	2
85	только в	6	2
86	в земной	1	2
87	в себя	3	2
88	уже не	1	2
89	не только	18	2
90	на этих	1	2
91	вера в	2	2
92	его и	4	2
93	превращаются в	1	2
94	в прошлом	1	2
95	вот почему	1	2
96	тем что	4	2
97	мы слышим	1	2
98	не будет	1	2
99	это не	2	2
100	т д	18	2
101	а с	2	2
102	прежде всего	5	2
103	для них	1	2
104	с тем	9	2
105	один из	8	2
106	нет еще	2	2
107	не могут	1	2
108	является в	1	2
109	а есть	1	2
110	над ними	1	2
111	что было	1	2
112	да и	2	2
113	с тобой	1	2
114	это дело	1	2
115	одна из	2	2
116	что их	1	2
117	уже на	3	2
118	том что	7	2
119	тот кто	2	2
120	для нас	4	2
121	от него	1	2
122	они и	1	2
123	ее в	2	2
124	до того	1	2
125	а в	12	2
126	но не	2	2
127	могут быть	2	2
128	совсем как	1	1
129	как мы	1	1
130	бы сделать	1	1
131	в виду	2	1
132	источник силы	1	1
133	и говорит	2	1
134	вот ты	1	1
135	роль в	3	1
136	не имеют	1	1
137	то же	10	1
138	и властителем	1	1
139	и могут	1	1
140	их и	1	1
141	на путь	1	1
142	и которые	1	1
143	живет в	2	1
144	из всего	1	1
145	в результате	1	1
146	это только	2	1
147	вопрос о	4	1
148	с радостью	1	1
149	находится в	2	1
150	говорят что	5	1
151	я не	2	1
152	и ее	2	1
153	же что	1	1
154	зависимости от	1	1
155	существами и	1	1
156	в их	3	1
157	и на	4	1
158	он был	3	1
159	не помогают	1	1
160	после того	3	1
161	людей как	1	1
162	со словами	1	1
163	пока они	1	1
164	это желание	1	1
165	все в	1	1
166	к нему	5	1
167	но как	1	1
168	ты теперь	3	1
169	с которыми	1	1
170	тогда как	1	1
171	не просто	2	1
172	так говорит	1	1
173	и можно	1	1
174	его на	2	1
175	как в	5	1
176	и пусть	2	1
177	пути в	2	1
178	все же	9	1
179	но с	2	1
180	д и	2	1
181	сделать это	1	1
182	в двух	1	1
183	идет по	1	1
184	мы видим	8	1
185	с ними	2	1
186	нас они	1	1
187	мы увидим	8	1
188	царство и	3	1
189	своего учителя	1	1
190	из темноты	1	1
191	и так	2	1
192	это очень	1	1
193	со своей	1	1
194	в самом	1	1
195	у них	1	1
196	в которой	2	1
197	что это	6	1
198	в целом	1	1
199	их не	1	1
200	можно вывести	1	1
201	одном образе	1	1
202	в этой	4	1
203	же и	3	1
204	им в	1	1
205	он делает	2	1
206	уже в	2	1
207	и если	2	1
208	говорит что	3	1
209	не того	1	1
210	не будут	1	1
211	они бросают	1	1
212	нам ты	1	1
213	вовсе не	1	1
214	так часто	1	1
215	но что	1	1
216	у него	4	1
217	и по	2	1
218	его хотя	1	1
219	в руки	2	1
220	и вместе	2	1
221	ее на	1	1
222	человека в	2	1
223	на нее	2	1
224	в состоянии	3	1
225	чему же	1	1
226	она к	1	1
227	не были	1	1
228	и с	4	1
229	ней и	1	1
230	с другой	2	1
231	которого не	1	1
232	есть не	1	1
233	в следующих	1	1
234	это одна	1	1
235	миру и	1	1
236	к миру	1	1
237	в высшую	1	1
238	к человеку	1	1
239	них и	1	1
240	формах в	1	1
241	она и	2	1
242	на которых	1	1
243	ничем не	1	1
244	не всегда	1	1
245	жизнь в	1	1
