N	2gram	Medvedev_V_1	DiskursI
1	в себе	6	19
2	в этом	26	16
3	как и	7	16
4	и в	26	16
5	в качестве	11	16
6	может быть	22	16
7	и не	19	15
8	а не	7	14
9	то есть	1	12
10	в частности	11	12
11	но в	2	11
12	но и	10	11
13	не только	25	10
14	том что	8	10
15	так и	5	9
16	не может	17	9
17	как в	1	8
18	в том	15	8
19	а также	1	8
20	но не	2	7
21	в данном	1	7
22	в нем	6	7
23	ни в	1	7
24	не менее	2	7
25	при всей	2	7
26	прежде всего	13	7
27	то же	10	6
28	еще не	2	6
29	с его	3	6
30	данном случае	1	6
31	отнюдь не	3	6
32	все же	5	6
33	в своей	4	6
34	в своих	2	6
35	в своем	8	5
36	в противоположность	3	5
37	в то	6	5
38	с другой	11	5
39	же время	5	5
40	что в	10	5
41	для него	8	5
42	то что	6	5
43	ни к	1	5
44	и то	1	4
45	по отношению	7	4
46	в этой	4	4
47	роль в	4	4
48	человека в	2	4
49	в основе	1	4
50	потому что	1	4
51	этом отношении	13	4
52	о том	10	4
53	в пределах	5	4
54	с одной	2	4
55	в одном	4	4
56	одной стороны	2	4
57	художественного целого	1	4
58	как бы	5	4
59	не является	5	4
60	мира и	3	4
61	точки зрения	3	4
62	к его	2	4
63	к этому	9	4
64	отношению к	7	4
65	можно назвать	1	4
66	также и	2	3
67	например в	3	3
68	и ее	4	3
69	проявляется в	1	3
70	перед нами	4	3
71	и как	3	3
72	и наконец	2	3
73	все эти	6	3
74	из этих	7	3
75	он не	2	3
76	не следует	8	3
77	и может	2	3
78	в другом	2	3
79	его в	3	3
80	это не	7	3
81	однако при	1	3
82	соответствии с	1	3
83	в этих	1	3
84	в котором	3	3
85	не столько	2	3
86	одном из	3	3
87	не в	6	3
88	могут быть	5	3
89	об одном	1	3
90	той или	1	3
91	мысль о	2	3
92	приводит к	5	3
93	еще в	1	3
94	в его	14	3
95	но она	1	3
96	только в	7	3
97	и его	6	3
98	уже не	1	3
99	из них	9	3
100	в них	4	3
101	или иной	2	3
102	не было	7	3
103	мира в	1	3
104	было в	2	3
105	в творчестве	3	3
106	как будто	1	3
107	можно сказать	4	3
108	но это	1	3
109	и все	1	3
110	жизни и	3	3
111	как на	3	3
112	же как	2	2
113	и это	1	2
114	говорить о	2	2
115	в ней	2	2
116	мы имеем	3	2
117	уже как	1	2
118	отношение к	1	2
119	более чем	1	2
120	оказывается не	1	2
121	стороны и	2	2
122	в футляре	1	2
123	в целом	4	2
124	на принципиальную	1	2
125	из анекдота	1	2
126	рассказ о	1	2
127	в классическом	1	2
128	по словам	8	2
129	у пушкина	2	2
130	подобно тому	2	2
131	что ни	2	2
132	является не	4	2
133	заключает в	1	2
134	одно и	1	2
135	личности в	1	2
136	входит в	1	2
137	которого начинается	1	2
138	персонажей и	2	2
139	на почве	1	2
140	диаметрально противоположных	1	2
141	который по	2	2
142	или из	1	2
143	должно быть	2	2
144	все это	10	2
145	в ходе	1	2
146	пока еще	2	2
147	обращение к	1	2
148	их в	6	2
149	никогда не	4	2
150	писателя с	1	2
151	жизни не	1	2
152	собою не	1	2
153	со своим	2	2
154	сводится к	3	2
155	не столь	3	2
156	что на	1	2
157	в области	2	2
158	жизнью и	1	2
159	с ее	1	2
160	здесь не	1	2
161	говорит об	2	2
162	реализуется в	1	2
163	в результате	5	2
164	ситуации и	1	2
165	произведения как	5	2
166	между тем	5	2
167	что и	3	2
168	романа и	1	2
169	есть в	1	2
170	слова не	1	2
171	не о	2	2
172	момент в	3	2
173	не подлежит	2	2
174	анекдота о	1	2
175	именно в	2	2
176	далеко не	2	2
177	что будет	1	2
178	как рассказ	1	2
179	в соответствии	1	2
180	может иметь	1	2
181	вместе с	7	2
182	о чем	2	2
183	в той	1	2
184	или иного	1	2
185	тому как	2	2
186	и для	2	2
187	мой взгляд	1	2
188	а к	1	2
189	а в	3	2
190	другой стороны	8	2
191	что он	4	2
192	это в	1	2
193	как нечто	1	1
194	речь идет	1	1
195	является для	1	1
196	одним из	5	1
197	чтобы не	2	1
198	художественного произведения	6	1
199	а между	1	1
200	самом деле	1	1
201	сил и	3	1
202	это и	6	1
203	другими как	1	1
204	и есть	5	1
205	достоевского в	1	1
206	можно говорить	1	1
207	творческой практике	4	1
208	др в	3	1
209	в году	6	1
210	начинает свой	1	1
211	творческом опыте	2	1
212	вопрос о	1	1
213	сведена к	1	1
214	проявляется не	1	1
215	наличие в	1	1
216	а для	2	1
217	его сложность	1	1
218	как было	1	1
219	но даже	3	1
220	жизни это	1	1
221	это время	1	1
222	об их	1	1
223	а другие	1	1
224	собой в	1	1
225	он был	1	1
226	он сам	2	1
227	в чем	2	1
228	во всех	6	1
229	в ее	4	1
230	если в	2	1
