N	2gram	Losev_Vlad_1	Marksizm
1	может быть	6	28
2	и пр	1	25
3	и в	31	19
4	и не	17	19
5	не может	6	18
6	точки зрения	2	17
7	то же	6	16
8	и его	7	16
9	как мы	9	15
10	в этом	14	15
11	так сказать	1	14
12	таким образом	3	14
13	лишь в	2	14
14	не только	24	13
15	связи с	1	13
16	в нем	4	11
17	если бы	1	11
18	вовсе не	5	11
19	не в	5	10
20	так и	6	10
21	но и	19	10
22	том что	14	10
23	самом деле	1	9
24	при этом	2	9
25	как и	4	9
26	для него	7	9
27	а не	1	9
28	на почве	1	9
29	с его	11	8
30	по отношению	1	8
31	в то	8	8
32	же время	4	8
33	только в	9	8
34	отнюдь не	3	8
35	на самом	1	7
36	и более	1	7
37	одна из	1	7
38	никогда не	9	7
39	в том	11	7
40	прежде всего	1	7
41	в связи	3	7
42	и для	2	7
43	но в	12	7
44	в таком	1	7
45	мы уже	7	6
46	во всех	1	6
47	и как	4	6
48	в самом	2	6
49	ни в	2	6
50	того чтобы	2	6
51	к тому	3	6
52	для того	2	6
53	же самое	1	6
54	мы можем	1	6
55	с помощью	1	6
56	и все	4	6
57	хотя бы	2	6
58	ни было	1	6
59	в свою	1	6
60	того же	6	5
61	и на	3	5
62	все же	3	5
63	выражение в	1	5
64	то ни	1	5
65	в данном	1	5
66	в их	1	5
67	свою очередь	1	5
68	с самого	1	5
69	и здесь	3	5
70	к нему	4	5
71	в его	12	5
72	отношении к	1	5
73	этого слова	1	5
74	и того	1	5
75	тем более	2	5
76	совершенно не	2	5
77	к этому	6	5
78	так же	1	5
79	бы то	1	4
80	вполне понятно	1	4
81	конечно не	2	4
82	только на	3	4
83	в себе	4	4
84	на то	5	4
85	это не	1	4
86	было бы	2	4
87	и тем	1	4
88	тому что	1	4
89	в отношении	3	4
90	ничего не	3	4
91	для себя	2	4
92	того что	2	4
93	в формах	1	4
94	с ними	2	4
95	что он	12	4
96	как раз	7	4
97	влияние на	1	4
98	связь с	1	4
99	смысле этого	1	4
100	в основном	1	4
101	бы в	1	4
102	то что	18	4
103	сказать что	7	4
104	и то	10	3
105	в котором	6	3
106	и до	2	3
107	не имеют	1	3
108	в ней	1	3
109	еще не	2	3
110	столь же	1	3
