N	2gram	Tiupa_Hudo_2	KFilosof
1	может быть	8	43
2	в его	11	39
3	в нем	3	31
4	не может	4	27
5	и не	18	26
6	по отношению	7	25
7	и в	28	22
8	в себе	9	21
9	в котором	6	21
10	отношению к	7	21
11	для меня	1	20
12	и его	5	17
13	в ее	18	17
14	а не	14	17
15	только в	4	16
16	в этом	13	13
17	точки зрения	2	13
18	и это	3	12
19	но не	4	12
20	для него	5	12
21	все эти	1	11
22	в своей	6	11
23	не в	13	11
24	к нему	3	11
25	во всех	1	10
26	в своем	5	10
27	это не	6	10
28	с точки	2	10
29	от себя	1	10
30	все это	3	10
31	из себя	1	10
32	для нее	4	9
33	но и	9	9
34	как бы	5	9
35	и для	2	9
36	и все	7	9
37	лишь в	2	8
38	было бы	3	8
39	если бы	6	8
40	со стороны	3	8
41	не было	6	8
42	жизни и	6	8
43	я должен	1	7
44	то что	6	7
45	в себя	1	7
46	и здесь	1	7
47	что и	4	7
48	себя в	8	7
49	вовсе не	2	7
50	быть только	1	7
51	я не	7	6
52	отношение к	2	6
53	отнюдь не	2	6
54	он не	4	6
55	в мире	7	6
56	этот момент	1	6
57	и только	2	6
58	совершенно не	1	6
59	уже не	10	6
60	но это	1	6
61	в том	15	6
62	мир где	1	5
63	от своей	1	5
64	мы имеем	1	5
65	жизни как	5	5
66	но как	1	5
67	все же	2	5
68	но в	2	5
69	не только	11	5
70	но ведь	1	5
71	то же	6	5
72	но все	1	5
73	его в	2	5
74	как и	11	5
75	что я	2	5
76	от его	1	5
77	никогда не	5	5
78	бытия как	2	5
79	для себя	6	5
80	с ним	7	5
81	именно в	2	5
82	бытия в	1	5
83	там где	1	5
84	в контексте	2	5
85	ее и	1	5
86	в основе	2	5
87	хотя бы	2	5
88	жизни в	7	5
89	не знает	1	5
90	себя а	1	4
91	при этом	11	4
92	не как	2	4
93	здесь мы	1	4
94	место в	2	4
95	тем самым	2	4
96	не по	2	4
97	чем не	1	4
98	о нем	2	4
99	с ними	3	4
100	и т.д	2	4
101	времени и	1	4
102	мира и	1	4
103	места и	1	4
104	между тем	8	4
105	могло бы	1	4
106	в одном	3	4
107	бытие не	1	4
108	том что	19	4
109	для нас	3	4
110	а в	6	4
111	только как	1	4
112	что в	5	4
113	в своих	1	4
114	самом деле	3	3
115	для которого	1	3
116	мы не	1	3
117	что это	5	3
118	в ней	3	3
119	может дать	1	3
120	еще не	3	3
121	и на	3	3
122	не могу	3	3
123	тем как	2	3
124	себе и	1	3
125	нет и	1	3
126	независимо от	1	3
127	бытия только	1	3
128	бы и	4	3
129	бы не	3	3
130	и отношения	1	3
131	для того	4	3
132	в корне	1	3
133	людей и	1	3
134	ее жизни	2	3
135	в каждом	1	3
136	могла бы	2	3
137	в другом	2	3
138	рядом с	5	3
139	не должно	1	3
140	не менее	5	3
141	на язык	1	3
142	ничего не	5	3
143	меня и	1	3
144	здесь не	2	3
145	бытия для	2	3
146	о том	12	3
147	других людей	1	3
148	того или	2	3
149	того что	1	3
150	быть и	1	3
151	а лишь	1	3
152	и тем	1	3
153	тем что	6	3
154	от того	1	3
155	что не	2	3
156	до конца	1	3
157	в момент	1	3
158	вступает в	1	3
159	поскольку он	1	3
160	смысл в	1	3
161	котором он	1	3
162	или иного	2	3
163	в то	6	3
164	чтобы не	3	2
165	не остается	1	2
166	и то	2	2
167	я и	6	2
168	это и	1	2
169	чего не	2	2
170	едва ли	3	2
171	а как	2	2
172	а для	2	2
173	ему в	2	2
174	не нужно	1	2
175	с его	5	2
176	в данном	2	2
177	к которой	1	2
178	свою жизнь	1	2
179	или иное	1	2
180	один и	1	2
181	этих людей	2	2
182	же с	1	2
183	как в	5	2
184	как к	1	2
185	то или	1	2
186	сознания в	1	2
187	от этого	1	2
188	с действительной	1	2
189	себе как	1	2
190	истины и	1	2
191	та же	2	2
192	ни одна	1	2
193	в этой	5	2
194	нами в	1	2
195	и тот	1	2
196	того именно	1	2
197	всей его	1	2
198	человек не	1	2
199	в принципе	2	2
200	в виде	2	2
201	лишь с	1	2
202	ни был	1	2
203	так и	8	2
204	смысле в	1	2
205	то ни	1	2
206	не будет	2	2
207	а по	2	2
208	в жизни	8	2
209	соответствии с	3	2
210	жизни но	1	2
211	бытии и	1	2
212	знает и	2	2
213	тем не	4	2
214	по себе	1	2
215	случае мы	1	2
216	тому что	4	2
217	раз и	1	2
218	она могла	1	2
219	дело не	2	2
220	мышления и	1	2
221	дело в	1	2
222	того чтобы	4	2
223	же время	4	2
224	героя это	1	2
225	и чувство	1	2
226	в области	1	2
227	бытия не	1	2
228	к себе	3	2
229	вокруг него	1	2
230	его с	1	2
231	бы он	1	2
232	той или	1	2
233	оно не	2	2
234	всей своей	1	2
235	говорить о	2	2
236	и когда	1	2
237	это только	1	2
238	жизнь и	1	2
239	постольку поскольку	1	2
240	с этого	1	2
241	сводится к	6	2
242	его жизни	5	2
243	бы то	1	2
244	и просто	2	2
245	смысла этого	1	2
246	и она	1	2
247	мышление и	1	2
248	дело с	2	2
249	что он	8	2
250	а с	3	2
251	именно на	2	2
252	со всеми	1	2
253	значимость и	1	2
254	в качестве	4	2
255	сюда и	1	2
256	мы получим	1	2
257	него и	1	2
258	и других	1	2
259	его и	2	2
260	не о	1	2
261	принципиально не	1	2
262	были бы	1	2
263	или иной	2	2
264	себя и	2	2
265	прежде всего	3	2
266	в соответствии	3	2
267	только по	1	2
268	он и	1	2
269	бы оно	1	2
270	и потому	1	2
271	что за	1	2
272	дело здесь	1	2
273	в это	3	2
274	и смерти	1	2
275	но для	1	2
276	которой он	1	2
277	это уже	2	2
278	человек и	1	2
279	еще более	1	2
280	потому что	2	2
281	отношении к	1	2
282	его к	1	2
283	но ни	1	2
284	и эта	2	2
285	к этому	1	2
286	жизнь человека	1	1
287	также и	1	1
288	истина добро	1	1
289	человека и	3	1
290	функции в	1	1
291	и через	1	1
292	в чужой	2	1
293	бы для	1	1
294	показать что	1	1
295	здесь и	1	1
296	отношения к	1	1
297	бы эта	1	1
298	мы уже	3	1
299	той же	2	1
300	что между	1	1
301	смысле можно	1	1
302	содержания в	1	1
303	не была	1	1
304	ее существо	1	1
305	и ее	3	1
306	выхода в	1	1
307	голубое небо	1	1
308	и он	3	1
309	мысли и	2	1
310	столь же	3	1
311	в различных	1	1
312	в нашем	2	1
313	различия между	2	1
314	а он	1	1
315	него с	1	1
316	с собою	1	1
317	не просто	1	1
318	дня как	1	1
319	не случайной	1	1
320	более чем	2	1
321	его я	1	1
322	такова же	1	1
323	это отнюдь	1	1
324	хотя и	1	1
325	представлен как	1	1
326	и к	2	1
327	в действительности	1	1
328	раскол между	1	1
329	в первом	2	1
330	за собой	1	1
331	в самом	5	1
332	не дано	1	1
333	светом и	1	1
334	в которой	1	1
335	из жизни	1	1
336	ни один	1	1
337	ее как	1	1
338	в мышлении	1	1
339	сама не	1	1
340	его но	1	1
341	в соответствующей	1	1
342	жизнью и	1	1
343	с чем	1	1
344	что она	7	1
345	не следует	1	1
346	сказать в	1	1
347	только себя	1	1
348	нее и	1	1
349	образом и	1	1
350	отношений между	1	1
351	содержит в	1	1
352	их в	1	1
353	чувства в	2	1
354	я с	2	1
355	на этом	2	1
356	значительной степени	1	1
357	том же	1	1
358	а затем	1	1
359	же не	2	1
360	чем я	1	1
361	том случае	1	1
362	об этом	7	1
363	и с	6	1
364	то есть	1	1
365	это было	2	1
366	который и	2	1
367	и иных	1	1
368	то все	1	1
369	я другой	1	1
370	всю свою	1	1
371	к миру	1	1
372	делает его	1	1
373	не любит	1	1
374	и рядом	1	1
375	который по	1	1
376	освободиться от	1	1
377	этого не	1	1
378	а за	2	1
379	всю жизнь	1	1
380	и уже	4	1
381	несмотря на	3	1
382	чем в	1	1
383	и было	2	1
384	в один	1	1
385	не мог	1	1
386	и видит	2	1
387	в этих	3	1
388	от своего	2	1
389	на месте	1	1
390	то для	1	1
391	она в	2	1
392	видение героя	1	1
393	признать что	1	1
394	себе самой	1	1
395	однако он	1	1
396	но он	1	1
397	любви и	3	1
398	центра в	1	1
399	эта картина	1	1
400	она не	5	1
401	что ему	1	1
402	как о	3	1
403	мысли в	1	1
404	здесь лишь	1	1
405	одна из	2	1
406	смысле и	1	1
407	что ей	2	1
408	не могло	1	1
409	для всего	1	1
410	стороны своего	1	1
411	только не	2	1
412	жизни не	2	1
413	автор и	1	1
414	в противоречие	1	1
415	я во	1	1
416	по своей	1	1
417	такая же	1	1
418	отдельного человека	3	1
419	и теперь	1	1
420	следует что	1	1
421	не является	2	1
422	факта что	1	1
423	у меня	1	1
424	не относятся	1	1
425	ряда его	1	1
426	ни о	3	1
427	именно оно	1	1
428	представляется нам	2	1
429	которых он	1	1
430	есть только	1	1
431	во все	1	1
432	и такие	1	1
433	отличается от	1	1
434	всего в	1	1
435	к тому	7	1
436	всего что	1	1
437	так она	1	1
438	и мне	2	1
439	но сама	1	1
440	моя жизнь	1	1
441	и о	4	1
442	с ее	5	1
443	что все	3	1
444	заданности и	1	1
445	человеку в	1	1
446	но при	3	1
447	себя до	1	1
448	не вступает	1	1
449	и от	2	1
450	характер и	2	1
451	мысль о	2	1
452	это небо	1	1
453	но мы	1	1
454	приводит к	2	1
455	на том	1	1
456	и человеческого	1	1
457	только через	1	1
458	с собой	2	1
459	не с	2	1
460	особенно в	1	1
461	участия в	1	1
462	произведения не	2	1
463	его знает	1	1
464	должен иметь	1	1
465	в последней	2	1
466	заданности его	1	1
467	просто с	1	1
468	и всякого	1	1
469	собой и	1	1
470	в настоящее	1	1
471	и даже	1	1
472	сама она	1	1
473	остановимся на	1	1
474	образом в	1	1
475	и смерть	1	1
476	я теперь	1	1
477	а став	1	1
478	настоящее время	1	1
479	можно сказать	6	1
480	казаться что	1	1
481	любви к	2	1
482	в значительной	1	1
483	ни на	1	1
484	в конечном	4	1
485	а во	1	1
486	все в	1	1
487	этого бытия	1	1
488	я а	2	1
489	данность бытия	1	1
490	во втором	2	1
491	нуждается в	2	1
492	даже для	1	1
493	уже во	1	1
494	не знаю	1	1
495	к ней	2	1
496	данного и	1	1
497	известном смысле	1	1
498	один из	2	1
499	но с	1	1
500	вне себя	1	1
501	согласиться с	1	1
502	одной из	3	1
503	и формальных	1	1
504	субъекта в	1	1
505	же я	2	1
506	и так	1	1
507	к смыслу	1	1
508	она лишь	2	1
509	меня самого	1	1
510	бы один	1	1
511	же и	2	1
512	внимание в	1	1
513	только на	5	1
514	только тогда	1	1
515	в душе	8	1
516	конечном счете	3	1
517	только одно	1	1
518	одно из	5	1
519	себе в	2	1
520	ведь это	1	1
521	ценность в	1	1
522	не для	1	1
523	полученный в	1	1
524	так как	1	1
525	может служить	1	1
526	единственного в	1	1
527	и никогда	1	1
528	и моя	1	1
529	как раз	4	1
530	к той	2	1
531	чувствует себя	1	1
532	никогда и	1	1
533	был не	1	1
534	она и	1	1
535	и т.п	1	1
536	в соответствующих	2	1
537	этом пути	1	1
538	на ее	3	1
539	этого человека	1	1
540	а именно	1	1
541	во второй	2	1
542	по всей	1	1
543	противоречие между	2	1
544	превращается в	4	1
545	уже давно	1	1
546	всему что	1	1
547	человеческой жизни	6	1
548	с которым	1	1
549	стороны в	1	1
550	нет ничего	2	1
551	него в	1	1
552	эти слова	1	1
553	вместе с	2	1
554	как одно	1	1
555	противоречие с	3	1
556	места для	1	1
557	себе самому	1	1
558	в духе	2	1
559	этого момента	1	1
560	он будет	2	1
561	когда мы	1	1
562	он предполагает	1	1
563	в точке	1	1
564	своим содержанием	1	1
565	в человеке	3	1
566	лежит в	1	1
567	было ни	1	1
568	слова и	1	1
569	лет она	1	1
570	жизни его	1	1
571	своей жизни	4	1
572	только для	2	1
573	о его	2	1
574	и таким	1	1
575	к двум	1	1
576	же самое	3	1
577	сознания это	1	1
578	слышит и	1	1
579	любовь с	1	1
580	за его	1	1
581	не высшая	1	1
582	и сама	4	1
583	не существует	1	1
584	сама нуждается	1	1
585	что делает	1	1
586	она может	2	1
587	или в	3	1
588	когда он	1	1
589	абсолютно не	1	1
590	в третьем	1	1
591	не более	2	1
592	его бытия	1	1
593	мы ничего	1	1
594	все они	3	1
595	я в	1	1
596	же в	1	1
597	нельзя отказать	1	1
598	за этим	1	1
599	лишь по	1	1
600	между ними	2	1
601	с ней	1	1
602	ней все	1	1
603	была бы	3	1
604	найти себя	1	1
605	жизни а	1	1
606	для героя	1	1
607	я это	2	1
608	первом случае	1	1
609	бы его	1	1
610	самое что	2	1
611	ней в	1	1
612	а я	1	1
613	и протекает	1	1
614	в искусстве	1	1
615	по поводу	3	1
616	это в	1	1
617	который не	1	1
618	гораздо более	2	1
619	все что	3	1
