N	3gram	Losev_Vesc_1	FransuaR
1	в том что	4	6
2	в той или	2	5
3	до сих пор	1	4
4	нужно сказать что	1	4
5	мы уже сказали	1	3
6	с точки зрения	3	3
7	на самом же	1	3
8	в этом отношении	1	3
9	в применении к	1	3
10	даже и в	1	3
11	в новое время	1	3
12	самом же деле	1	3
13	дело в том	2	2
14	как раз и	1	2
15	в основе своей	2	2
16	и в частности	1	2
17	с одной стороны	3	2
18	в свое время	2	2
19	как бы ни	2	2
20	в отрыве от	2	2
21	можно сказать что	3	1
22	по своей природе	1	1
23	для него не	1	1
24	или хотя бы	1	1
25	в чем же	3	1
26	и пр но	1	1
27	одно из самых	1	1
28	в самом деле	4	1
29	одна из основных	1	1
30	и не только	4	1
31	и еще более	1	1
32	сами по себе	3	1
33	можно говорить о	2	1
34	на что не	1	1
35	в собственном смысле	2	1
36	резко отличается от	1	1
37	и здесь мы	1	1
38	и ничего не	1	1
39	не могла бы	1	1
40	может быть только	3	1
41	слово для обозначения	1	1
42	как раз в	1	1
43	в самом начале	1	1
44	тех или иных	1	1
45	не потому что	4	1
46	ни на что	1	1
47	во всяком случае	2	1
48	с другой стороны	2	1
49	не может быть	6	1
50	что мы уже	1	1
51	в нем нет	1	1
52	чем же сущность	1	1
53	то что мы	2	1
54	и новые формы	1	1
55	есть еще и	2	1
56	для того чтобы	2	1
57	на то или	1	1
58	в то же	1	1
59	мы видим что	1	1
60	проник и в	1	1
61	друг с другом	1	1
62	не только в	4	1
63	но самое главное	2	1
64	на этой стадии	1	1
65	все то что	1	1
66	но еще и	3	1
67	как мы говорили	1	1
