N	4gram	Potebnia_M_4	Problema
1	дело в том что	1	3
2	одного и того же	1	2
3	же самое нужно сказать	1	2
4	нужно сказать и о	1	2
5	не что иное как	2	2
6	когда мы говорим что	1	2
7	то же самое нужно	2	2
8	самое нужно сказать и	1	2
9	есть не что иное	1	2
10	и во многих других	1	1
11	между тем и другим	2	1
12	внимание на то что	2	1
13	о том что такое	1	1
14	обратить внимание на то	2	1
15	заключается в том что	1	1
16	тем не менее этот	1	1
17	хотя бы оно и	1	1
18	мы имеем дело не	1	1
19	тем более это нужно	1	1
20	имеем дело не с	1	1
21	потому что то что	1	1
22	а может быть и	1	1
23	одним и тем же	1	1
