N	3gram	Bakhtin_Pr_1	Myslijsy
1	по отношению к	8	8
2	то что я	1	7
3	в том что	6	7
4	в этом случае	1	5
5	по крайней мере	1	5
6	не может быть	4	5
7	само по себе	3	5
8	о том что	1	5
9	то же самое	1	4
10	до сих пор	2	4
11	и т п	3	4
12	и в этом	5	4
13	можно сказать что	1	4
14	для того чтобы	1	4
15	на самом деле	4	3
16	может быть назван	1	3
17	с точки зрения	13	3
18	во всяком случае	3	3
19	и т д	1	3
20	то же время	9	3
21	не только не	1	3
22	в то же	9	3
23	подобно тому как	3	2
24	то и другое	1	2
25	в том и	1	2
26	хотя бы и	2	2
27	до известной степени	1	2
28	сами по себе	3	2
29	между тем как	4	2
30	то что в	1	2
31	на этот вопрос	1	2
32	есть то что	1	2
33	в данном случае	2	2
34	и по отношению	1	2
35	не могут быть	1	2
36	не в том	1	2
37	это не значит	3	2
38	а в том	1	2
39	что и в	1	2
40	в большинстве случаев	2	2
41	и есть то	1	1
42	а следовательно и	1	1
43	хотя и не	1	1
44	что же касается	1	1
45	как и у	1	1
46	мы его не	1	1
47	дело в том	1	1
48	она так же	1	1
49	в настоящее время	1	1
50	же время и	1	1
51	он может быть	2	1
52	бы он ни	2	1
53	исследования но в	1	1
54	но и не	2	1
55	что все эти	1	1
56	не было бы	1	1
57	таким образом все	2	1
58	в этом отношении	3	1
59	что в нем	1	1
60	и не может	2	1
61	но и эта	1	1
62	точно так же	1	1
63	отношения между ними	1	1
64	что я называю	1	1
65	точки зрения нашего	1	1
66	он ни был	2	1
67	может быть только	1	1
68	и потому не	1	1
69	может быть и	1	1
70	крайней мере для	1	1
71	того что он	1	1
72	в нас самих	1	1
73	что может быть	2	1
74	на первый взгляд	1	1
75	если же мы	1	1
76	отношению к нему	1	1
77	положительное в котором	1	1
78	как один из	1	1
79	уже не могут	2	1
80	это не так	1	1
81	слово в процессе	1	1
82	только в нем	1	1
83	бы это было	1	1
84	в свою очередь	1	1
85	а не как	4	1
86	не только к	1	1
87	может сосредоточиться на	1	1
88	друг к другу	1	1
89	до настоящего времени	1	1
90	с другой стороны	3	1
91	но на самом	1	1
92	в мире а	1	1
93	все то что	3	1
94	однако не все	1	1
95	в той же	2	1
96	таким образом в	1	1
97	те же что	1	1
98	этом отношении не	1	1
99	не была бы	1	1
100	заключается в том	1	1
101	в то время	1	1
102	заметить что и	1	1
103	в одном из	1	1
104	с самого начала	1	1
105	том и другом	1	1
106	как бы ни	1	1
107	она так сказать	1	1
108	что это не	1	1
109	кроме того она	1	1
110	и быть не	1	1
111	к тому что	1	1
112	конечно не в	1	1
113	это однако не	1	1
114	иначе и быть	1	1
115	оно и не	1	1
116	быть не может	1	1
117	то же что	3	1
118	в себе в	1	1
119	или лучше сказать	1	1
120	там где она	1	1
121	быть самим собою	1	1
122	перестать быть самим	1	1
123	как бы он	1	1
124	именно в том	1	1
125	же самое слово	1	1
