N	2gram	Bakhtin_Pr_3	Formalny
1	т е	12	34
2	и в	34	24
3	в его	22	23
4	прежде всего	15	22
5	и не	29	20
6	так и	6	18
7	и пр	1	17
8	точки зрения	8	16
9	не может	19	16
10	в этом	16	15
11	в нем	19	14
12	может быть	19	14
13	таким образом	5	13
14	с точки	4	13
15	и т	8	12
16	именно как	1	12
17	в своем	2	11
18	как и	18	11
19	в своей	3	11
20	в их	1	11
21	не менее	3	11
22	должно быть	3	11
23	в ней	3	10
24	то же	14	10
25	вовсе не	11	10
26	и ее	2	10
27	и его	16	10
28	и их	1	10
29	а не	9	10
30	в то	12	9
31	в процессе	1	9
32	социальной действительности	1	9
33	и потому	2	9
34	все это	16	9
35	и на	6	8
36	как в	4	8
37	т д	2	8
38	и с	15	8
39	лишь в	5	8
40	не в	9	8
41	его целом	2	8
42	же время	12	8
43	в ее	3	8
44	то что	11	8
45	в свою	1	8
46	на самом	11	7
47	с ее	3	7
48	не только	10	7
49	жизни и	3	7
50	до конца	3	7
51	и от	5	7
52	но и	12	7
53	отношения к	1	6
54	еще не	4	6
55	самом деле	13	6
56	отнюдь не	2	6
57	в целом	5	6
58	все эти	4	6
59	в этой	1	6
60	как бы	27	6
61	входит в	2	6
62	как таковой	1	6
63	она не	1	6
64	свою очередь	1	6
65	на основе	1	6
66	в пределах	6	6
67	до сих	1	6
68	в том	3	6
69	было бы	2	6
70	художественное произведение	1	6
71	сих пор	1	6
72	и все	19	6
73	а в	5	6
74	бы ни	1	5
75	хотя бы	5	5
76	во всех	2	5
77	но в	16	5
78	в самом	8	5
79	при этом	4	5
80	по себе	3	5
81	и до	1	5
82	должен быть	1	5
83	как мы	7	5
84	того что	5	5
85	только на	4	5
86	с другой	4	5
87	со всею	2	5
88	лишь как	1	5
89	с его	6	4
90	по отношению	5	4
91	является лишь	1	4
92	независимо от	1	4
93	и к	12	4
94	в которой	2	4
95	главным образом	1	4
96	не как	3	4
97	в мире	4	4
98	с другими	4	4
99	и может	1	4
100	друг друга	2	4
101	как на	2	4
102	оно не	1	4
103	никогда не	8	4
104	если бы	4	4
105	для этого	3	4
106	в формах	1	4
107	мы увидим	2	4
108	всяком случае	5	4
109	с одной	1	4
110	конечно не	2	4
111	т п	6	4
112	отношению к	6	4
113	с этой	2	4
114	быть и	2	4
115	что в	7	4
116	так же	8	4
117	во всяком	5	4
118	это и	2	3
119	зависимости от	1	3
120	бы то	4	3
121	но не	4	3
122	со всеми	2	3
123	в общем	4	3
124	отношение к	6	3
125	как к	4	3
126	все же	7	3
127	когда он	2	3
128	и как	3	3
129	и наконец	5	3
130	и отчасти	1	3
131	в себе	6	3
132	жизнь как	1	3
133	не приводит	1	3
134	человек не	1	3
135	так сказать	2	3
136	он не	15	3
137	роли в	1	3
138	литературных произведений	1	3
139	всех этих	2	3
