N	4gram	Voloshinov_2	Problema
1	только по отношению к	1	4
2	в то же время	8	3
3	с точки зрения самого	2	2
4	в коем случае не	1	2
5	бы то ни было	4	2
6	ни в коем случае	2	2
7	дело в том что	1	1
8	конечно не следует что	1	1
9	никогда не может быть	1	1
10	мы можем сказать что	1	1
11	с одной стороны и	2	1
12	не может обойтись без	1	1
13	в таком положении находится	1	1
14	и не может быть	1	1
15	на самом же деле	3	1
16	вообще не имеет дела	1	1
17	отнюдь не может быть	2	1
18	мы здесь не касаемся	1	1
19	ни в какой мере	1	1
20	как бы они ни	1	1
21	не что иное как	1	1
22	одной из важнейших проблем	1	1
23	не говоря уже о	1	1
24	но в то же	5	1
25	не может быть признано	1	1
26	в противном случае оно	1	1
27	в большинстве случаев он	1	1
28	по отношению к нему	1	1
29	несмотря на то что	1	1
30	ни к чему не	1	1
31	бы они ни были	1	1
32	позиции по отношению к	1	1
