N	2gram	Tiupa_Anal_1	Dialekti
1	не есть	8	40
2	и не	21	30
3	по себе	4	25
4	и т	3	21
5	и в	18	18
6	точки зрения	6	17
7	ничего не	1	17
8	может быть	29	17
9	и есть	3	16
10	в нем	3	16
11	ни в	4	15
12	так что	1	15
13	потому что	2	14
14	а не	17	14
15	не только	15	13
16	и даже	1	13
17	то что	6	13
18	что в	5	13
19	в этом	13	12
20	было бы	2	12
21	с точки	4	12
22	если бы	3	12
23	и что	1	12
24	не может	22	12
25	что это	1	11
26	учение о	1	11
27	в себе	11	11
28	что он	3	11
29	так как	2	11
30	как бы	5	11
31	то же	9	10
32	есть нечто	1	10
33	несмотря на	2	10
34	прежде всего	6	10
35	и то	2	9
36	отнюдь не	15	9
37	так и	4	9
38	это не	6	9
39	том что	12	9
40	никогда не	2	9
41	внутреннего и	2	9
42	в том	27	9
43	но это	1	8
44	в каком	1	8
45	к нему	3	8
46	совершенно не	1	8
47	также и	2	7
48	и как	5	7
49	то в	2	7
50	что не	3	7
51	той или	6	7
52	мы находим	1	7
53	вовсе не	2	7
54	не просто	2	7
55	но и	17	7
56	сам по	1	6
57	хотя бы	3	6
58	в чем	1	6
59	но в	8	6
60	с другой	4	6
61	не в	14	6
62	в то	9	6
63	с ним	4	6
64	можно сказать	2	6
65	ни с	3	6
66	не было	1	6
67	ни на	1	6
68	да и	1	6
69	и внешнего	2	6
70	я не	1	5
71	отношение к	2	5
72	все же	4	5
73	в противоположность	2	5
74	и с	2	5
75	что оно	1	5
76	в этих	1	5
77	в отношении	1	5
78	в виду	1	5
79	не с	4	5
80	мы должны	1	5
81	он сам	1	5
82	в особенности	1	5
83	говорит о	1	5
84	она есть	2	5
85	или не	2	5
86	а в	9	5
87	как он	3	4
88	одно и	1	4
89	смысл и	3	4
90	по крайней	1	4
91	и более	4	4
92	есть всегда	1	4
93	же время	6	4
94	не о	2	4
95	к тому	7	4
96	как мы	2	4
97	не могу	2	4
98	быть может	2	4
99	о том	5	4
100	от него	1	4
101	крайней мере	1	4
102	внешнее и	1	4
103	быть и	1	4
104	но не	10	4
105	и жизни	1	4
106	с какой	1	4
107	в котором	3	4
108	не говорит	1	4
109	как раз	1	4
110	как это	1	4
111	хотя и	1	4
112	или другой	1	4
113	собственно говоря	4	4
114	может и	1	4
115	другой стороны	2	4
116	во всяком	1	4
117	отношения к	2	3
118	самом деле	2	3
119	для науки	3	3
120	должна быть	1	3
121	есть не	8	3
122	в ней	1	3
123	на самом	2	3
124	а только	1	3
125	если в	3	3
126	или иное	1	3
127	все равно	1	3
128	то или	1	3
129	более или	1	3
130	в самом	6	3
131	из мифа	1	3
132	та же	1	3
133	он не	3	3
134	всех этих	1	3
135	не значит	1	3
136	что ни	1	3
137	но все	1	3
138	этом смысле	1	3
139	в них	1	3
140	должно быть	2	3
141	или менее	1	3
142	в их	5	3
143	точку зрения	1	3
144	при условии	1	3
145	даже в	3	3
146	тому что	1	3
147	вплоть до	1	3
148	в основе	6	3
