N	3gram	Bakhtin_Fr_6	Myshleni
1	в том что	2	19
2	по отношению к	1	10
3	с точки зрения	2	10
4	для того чтобы	1	8
5	в то время	1	6
6	можно сказать что	1	6
7	в зависимости от	1	5
8	то в чем	1	5
9	заключается в том	1	5
10	и того же	1	4
11	одного и того	1	4
12	до сих пор	3	3
13	в этом отношении	3	3
14	из того что	1	3
15	друг к другу	1	3
16	мы видели что	1	3
17	в первом случае	3	3
18	и в меньшей	1	2
19	общего и частного	1	2
20	и там где	1	2
21	до известной степени	1	2
22	только то что	1	2
23	на этот вопрос	1	2
24	в значительной мере	1	2
25	именно в этом	1	2
26	вместе с тем	1	2
27	и то что	2	2
28	как раз в	1	2
29	в этой области	1	2
30	во втором случае	3	2
31	то что он	1	2
32	с другой стороны	2	2
33	вместо того чтобы	3	2
34	с тем и	1	2
35	в связи с	1	2
36	хотя и в	2	2
37	не может быть	1	2
38	том что в	1	1
39	один и тот	1	1
40	а потому что	1	1
41	она никогда не	1	1
42	в своем собственном	1	1
43	никак не может	2	1
44	о том как	1	1
45	на первый план	3	1
46	как и все	1	1
47	что он может	1	1
48	именно то что	1	1
49	где они будут	1	1
50	увидим в следующей	1	1
51	лишь тогда когда	1	1
52	никакой роли в	1	1
53	возможности объединения в	1	1
54	по самому своему	1	1
55	не столько на	1	1
56	сам по себе	1	1
57	в нем те	1	1
58	не совпадает с	1	1
59	в данном случае	2	1
60	жизнь и жизнь	1	1
61	почву на которой	1	1
62	первый из них	1	1
63	не только в	1	1
64	с одной стороны	4	1
65	во всех трех	1	1
66	и тот же	2	1
67	и по отношению	1	1
68	что именно в	1	1
69	а не как	1	1
70	является одним из	1	1
71	о чем мы	1	1
72	как бы в	1	1
73	потому что они	1	1
74	не могли не	1	1
75	в широком смысле	1	1
76	и как бы	1	1
77	в лучшем случае	1	1
78	к этим вопросам	1	1
79	речью в этом	1	1
80	в самом деле	4	1
81	той или иной	1	1
82	смысле этого слова	1	1
83	таким образом не	1	1
84	после того как	1	1
85	при этом совершенно	1	1
86	того факта что	1	1
87	что и в	1	1
88	в конце концов	1	1
89	в настоящее время	1	1
