N	2gram	Tiupa_Hudo_1	DiskursI
1	в качестве	24	34
2	не только	16	28
3	в том	18	23
4	литературных жанров	1	22
5	а не	9	22
6	то есть	18	20
7	тогда как	13	19
8	том что	8	19
9	представляет собой	10	17
10	может быть	14	17
11	как и	2	16
12	и в	19	16
13	в этом	11	15
14	еще не	3	14
15	коммуникативного события	2	14
16	но и	10	14
17	при этом	13	13
18	и т.п	4	12
19	по своей	7	11
20	но не	11	11
21	прежде всего	4	11
22	и не	15	11
23	как в	2	10
24	далеко не	2	10
25	с другой	7	10
26	по отношению	9	9
27	в нем	5	9
28	не может	7	9
29	состоит в	16	9
30	с одной	2	9
31	одной стороны	2	9
32	в частности	13	9
33	отношению к	9	9
34	отнюдь не	2	8
35	но в	7	8
36	своего рода	5	8
37	о том	2	8
38	так и	11	8
39	а также	5	8
40	не было	1	7
41	в себе	9	7
42	то же	10	7
43	художественного письма	5	7
44	не в	7	7
45	в основе	4	7
46	роль в	1	7
47	со стороны	2	7
48	в его	9	7
49	только в	5	7
50	высказывания в	4	6
51	в своем	2	6
52	литературные жанры	1	6
53	жанр в	1	6
54	и как	3	6
55	ни к	2	6
56	в составе	1	5
57	и на	2	5
58	во всех	3	5
59	отличие от	7	5
60	в рамках	8	5
61	тому же	1	5
62	в силу	1	5
63	в котором	1	5
64	в их	5	5
65	в отличие	7	5
66	литературный жанр	1	5
67	в себя	2	5
68	сводится к	7	5
69	коммуникативное событие	2	5
70	или иной	7	5
71	можно сказать	5	5
72	а с	2	5
73	в данном	4	5
74	как бы	9	5
75	к тому	4	5
76	а в	12	5
77	то что	4	5
78	в своей	5	5
79	и о	3	4
80	с его	6	4
81	в сторону	2	4
82	отношение к	5	4
83	в истории	1	4
84	форма авторства	2	4
85	и к	3	4
86	уже не	4	4
87	в целом	3	4
88	в притче	2	4
89	на его	1	4
90	не как	2	4
91	лишь в	4	4
92	блудном сыне	1	4
93	в них	2	4
94	своей коммуникативной	1	4
95	потому что	3	4
96	могут быть	4	4
97	для себя	2	4
98	по сути	3	4
99	жанра в	1	4
100	о блудном	1	4
101	писал бахтин	1	4
102	и т.д	3	4
103	внимание на	1	4
104	же время	5	4
105	между тем	4	4
106	во втором	4	4
107	как правило	2	4
108	одной из	2	4
109	что он	3	4
110	жанровая форма	2	4
111	для него	4	4
112	в особенности	1	4
113	не обязательно	2	4
114	по своим	1	4
115	что не	1	4
116	связи с	1	4
117	и рецептивной	1	4
118	такого рода	10	4
119	не является	4	4
120	по рассуждению	1	4
121	не предполагает	3	4
122	что в	6	4
123	по бахтину	2	4
124	также и	1	3
125	того же	2	3
126	и потому	2	3
127	значении этого	4	3
128	в первом	1	3
129	эстетическая деятельность	5	3
130	в каждой	1	3
131	во мне	2	3
132	столь же	1	3
133	той или	4	3
134	в одной	1	3
135	перед нами	1	3
136	в самом	5	3
137	из жизни	1	3
138	вследствие этого	1	3
139	заключается в	2	3
140	это не	2	3
141	по мысли	2	3
142	ведет к	1	3
143	и того	2	3
144	точки зрения	10	3
145	в ходе	5	3
146	жанр это	1	3
147	ситуацией высказывания	1	3
148	в своих	1	3
149	однако в	4	3
150	бы быть	1	3
151	по себе	2	3
152	в то	6	3
153	принадлежат к	1	3
154	он мог	1	3
155	таким образом	3	3
156	ли не	1	3
157	в строгом	1	3
158	предметом целью	1	3
159	свою очередь	2	3
160	в ее	5	3
161	в произведении	3	3
162	времени и	2	3
163	не с	2	3
164	и даже	1	3
165	картина мира	5	3
166	определяется предметом	1	3
167	имея в	1	3
168	что и	2	3
169	не сводится	5	3
170	с.с аверинцева	1	3
171	являет собой	3	3
172	различного рода	1	3
173	из них	1	3
174	к ним	1	3
175	тем что	1	3
176	именно в	2	3
177	при всей	1	3
178	имеет место	2	3
179	и составляет	3	3
180	дискурс как	1	3
181	мира в	2	3
182	целого высказывания	1	3
183	в акте	3	3
184	сказания или	1	3
185	по своему	2	3
186	для обозначения	1	3
187	тому как	1	3
188	того что	4	3
189	и ситуацией	1	3
190	один из	2	3
191	литературного произведения	10	3
192	мира которая	1	3
193	эстетической деятельности	2	3
194	как уже	2	3
195	целью и	1	3
196	в свою	3	3
197	на смену	1	3
198	сказать что	4	3
199	другой стороны	5	3
200	в действительности	1	3
201	отношения к	2	2
202	одним из	1	2
203	например в	3	2
204	е годы	1	2
205	и есть	1	2
206	к другому	1	2
207	едва ли	1	2
208	в году	2	2
209	как способ	1	2
210	мы имеем	6	2
211	первом значении	1	2
212	в сущности	1	2
213	совпадает с	2	2
214	этого термина	2	2
215	в виду	5	2
216	в е	1	2
217	между собой	2	2
218	текст не	1	2
219	в различных	1	2
220	события в	1	2
221	служит для	1	2
222	но как	2	2
