N	3gram	Bakhtin_Pr_2	Komedia
1	до сих пор	2	9
2	в том что	4	9
3	в самом деле	3	6
4	для того чтобы	1	6
5	в то же	3	4
6	о том что	3	4
7	то же время	3	4
8	с самого начала	1	4
9	к тому же	1	4
10	по отношению к	8	3
11	с точки зрения	9	3
12	и в самом	2	3
13	тем не менее	1	3
14	хотя и не	1	2
15	в этом случае	1	2
16	по сравнению с	2	2
17	что он не	1	2
18	он и не	2	2
19	в этом отношении	2	2
20	то время как	1	2
21	в конце концов	3	2
22	с другой стороны	1	2
23	в то время	1	2
24	но все же	2	2
25	именно потому что	1	2
26	от альфы до	1	1
27	сам он не	1	1
28	и в своей	1	1
29	более или менее	1	1
30	в нем только	3	1
31	имеем в виду	2	1
32	потому что по	1	1
33	подобно тому как	2	1
34	в том числе	2	1
35	до начала действия	1	1
36	сих пор еще	1	1
37	мы еще вернемся	1	1
38	в зависимости от	3	1
39	с ним а	2	1
40	в отличие от	1	1
41	независимо от того	1	1
42	что человек не	1	1
43	и не может	2	1
44	на то что	2	1
45	каждом из них	2	1
46	может быть только	2	1
47	по крайней мере	2	1
48	не менее и	1	1
49	же что и	1	1
50	одним из прототипов	1	1
51	и не дает	1	1
52	в самом начале	3	1
53	человека от ответственности	1	1
54	далеко не всегда	1	1
55	по самой своей	1	1
56	один из них	1	1
57	том что человек	1	1
58	никогда не решится	1	1
59	имеет ничего общего	1	1
60	и в пределах	1	1
61	линии в развитии	1	1
62	не давая ему	1	1
63	то что он	1	1
64	все равно что	1	1
65	к нему в	1	1
66	из них не	1	1
67	и ничем не	1	1
68	со стороны его	1	1
69	как бы в	2	1
70	всю свою жизнь	1	1
71	этой точки зрения	2	1
72	мы можем судить	1	1
73	нет ни одного	2	1
74	можно сказать что	2	1
75	и не хочет	1	1
76	ничего общего с	1	1
77	что у него	1	1
78	и не удалось	1	1
79	отца с сыном	1	1
80	мы имеем в	2	1
81	в самом его	1	1
82	самой своей природе	1	1
83	в каждом из	2	1
84	друг от друга	2	1
85	друг с другом	2	1
86	и в этом	6	1
87	и в его	3	1
88	вовсе не является	1	1
89	лицом к лицу	1	1
90	друг друга и	1	1
91	человека и его	2	1
92	так как он	1	1
93	не имеет ничего	1	1
94	том числе и	2	1
95	в свое время	2	1
