N	4gram	Vygotskiy__5	KulturaY
1	одного и того же	3	2
2	один и тот же	3	2
3	той мере в какой	2	1
4	одной и той же	1	1
5	письменной речи в письменной	1	1
6	в собственном смысле слова	1	1
7	и вместе с тем	1	1
8	с этой точки зрения	4	1
9	не то что он	1	1
10	то же самое что	2	1
11	в том смысле что	1	1
12	но в той мере	1	1
13	а с другой стороны	1	1
14	уже по одному тому	1	1
15	что он в своем	1	1
16	что для того чтобы	1	1
17	по отношению к синтаксису	1	1
18	заключается в том что	4	1
19	в той мере в	3	1
20	по одному тому что	1	1
21	в тех случаях когда	1	1
