N	2gram	Vinokur_Vv_1	Myslijsy
1	потому что	14	46
2	в том	31	32
3	и в	27	30
4	может быть	24	28
5	то же	8	23
6	не только	21	21
7	только в	13	21
8	но и	5	19
9	того что	12	18
10	том что	26	18
11	то что	17	18
12	не есть	4	17
13	что в	11	17
14	в себе	4	16
15	по себе	9	16
16	и не	13	15
17	не в	8	15
18	а не	3	15
19	таким образом	19	14
20	что и	3	13
21	так как	13	13
22	если бы	2	12
23	вместе с	6	12
24	а в	5	12
25	точно так	2	12
26	так и	1	11
27	что оно	2	11
28	этого слова	2	11
29	как в	1	10
30	в этом	34	10
31	как и	5	10
32	в то	5	10
33	и что	4	10
34	мы не	2	9
35	только тогда	1	9
36	из этих	5	9
37	в нем	13	9
38	было бы	5	9
39	тогда когда	3	9
40	между тем	8	9
41	для него	1	9
42	и то	5	8
43	в ней	3	8
44	в самом	12	8
45	от того	3	8
46	что не	5	8
47	что мы	2	8
48	только что	4	8
49	есть не	3	7
50	с одной	4	7
51	но не	7	7
52	с тем	6	7
53	и без	2	7
54	тем что	6	7
55	как мы	9	7
56	так что	5	7
57	слова в	1	7
58	в языке	1	7
59	вовсе не	6	7
60	с другой	8	7
61	смысле этого	8	7
62	к тому	4	7
63	например в	2	6
64	то это	3	6
65	с этим	2	6
66	с ним	1	6
67	не имеет	4	6
68	что он	4	6
69	уже не	5	6
70	из них	3	6
71	а потому	3	6
72	зависит от	3	6
73	не может	13	6
74	но это	1	6
75	человека и	1	5
76	сам по	1	5
77	на деле	1	5
78	и т	43	5
79	слово не	1	5
80	еще не	4	5
81	по отношению	4	5
82	независимо от	3	5
83	в своем	3	5
84	и как	9	5
85	не следует	2	5
86	заключает в	1	5
87	одно и	1	5
88	с другими	1	5
89	и тем	5	5
90	в них	4	5
91	что содержание	1	5
92	по крайней	4	5
93	же время	5	5
94	как на	11	5
95	в каком	1	5
96	языка в	4	5
97	не могут	5	5
98	не менее	8	5
99	по тому	1	5
100	крайней мере	4	5
101	уже в	5	5
102	одно из	5	5
103	только по	3	5
104	очевидно что	1	5
105	есть только	2	5
106	тому как	1	5
107	отношению к	4	5
108	должно быть	2	5
109	слова и	1	5
110	сказать что	5	5
111	только как	6	5
112	в действительности	1	5
113	или же	3	4
114	в каждой	2	4
115	что именно	2	4
116	от нашего	1	4
117	не было	1	4
118	что это	3	4
119	перестает быть	1	4
120	не к	2	4
121	но вместе	2	4
122	одной и	2	4
123	и наоборот	2	4
124	мы видели	2	4
125	и при	2	4
126	себе не	1	4
127	в котором	4	4
128	есть нечто	1	4
129	того как	3	4
130	и его	5	4
131	до того	2	4
132	по поводу	1	4
133	для того	21	4
134	оно не	1	4
135	и это	6	4
136	об отношении	2	4
137	по мере	4	4
138	в его	10	4
139	один из	6	4
140	что даже	2	4
141	а и	1	4
142	все равно	1	4
143	если не	1	4
144	все это	6	4
145	этот образ	1	4
146	и от	1	4
147	тем более	2	4
148	мы должны	1	4
149	слово в	1	4
150	другой стороны	5	4
151	все что	1	4
152	я и	1	3
153	только потому	1	3
154	и есть	3	3
155	в первом	5	3
156	действительности и	1	3
157	говорить о	3	3
158	и на	3	3
159	в чем	4	3
160	а только	8	3
161	не то	1	3
162	ответ на	3	3
163	дает нам	1	3
164	весь круг	1	3
165	в целом	5	3
166	что она	3	3
167	при этом	3	3
168	смотреть как	1	3
169	т д	37	3
170	в силу	3	3
171	мысли как	1	3
172	возможно только	1	3
