N	2gram	Bakhtin_Pr_1	TeoriaLi
1	в мире	7	24
2	не только	13	18
3	в качестве	1	17
4	тогда как	1	16
5	и не	34	16
6	я в	1	16
7	а в	7	14
8	и в	23	13
9	в частности	1	13
10	то есть	24	12
11	так и	10	12
12	может быть	21	12
13	в этом	25	11
14	при этом	3	11
15	в том	11	11
16	но не	8	10
17	и его	13	10
18	а не	20	10
19	то же	10	9
20	в его	24	9
21	по отношению	11	8
22	такого рода	1	8
23	своего рода	1	8
24	но и	11	8
25	отношению к	11	8
26	что в	8	8
27	отличие от	2	7
28	в себе	5	7
29	том что	9	7
30	точки зрения	21	7
31	в отличие	2	7
32	в то	10	7
33	по своей	1	7
34	во второй	1	7
35	только в	8	7
36	себя в	3	7
37	в данном	2	7
38	еще не	5	6
39	с его	6	6
40	но в	4	6
41	в первой	2	6
42	лишь в	3	6
43	место в	1	6
44	в русской	1	6
45	же время	7	6
46	как бы	28	6
47	жизни как	1	5
48	данном случае	2	5
49	в рамках	2	5
50	в своем	8	5
51	в самом	8	5
52	он не	4	5
53	того или	1	5
54	как и	8	5
55	не в	6	5
56	однако в	2	5
57	тем самым	1	5
58	в нем	20	5
59	в ее	1	5
60	в пределах	9	5
61	между тем	5	5
62	и одновременно	3	5
63	уже не	8	5
64	с другой	2	5
65	как в	6	5
66	или иного	1	5
67	в искусстве	2	5
68	между ними	2	5
69	героя и	5	5
70	по преимуществу	3	4
71	говорить о	2	4
72	как правило	1	4
73	а и	1	4
74	отношение к	1	4
75	хотя и	1	4
76	то что	18	4
77	порядка в	2	4
78	ни в	3	4
79	в своей	11	4
80	в их	3	4
81	не столько	3	4
82	художественного мира	5	4
83	не менее	1	4
84	личности в	4	4
85	приводит к	3	4
86	можно сказать	2	4
87	в форме	6	4
88	художественного восприятия	1	4
89	за пределами	1	4
90	но он	2	4
91	и т.п	3	4
92	мира и	7	4
93	личности и	1	4
94	не знает	1	4
95	сказать что	5	4
96	не может	11	4
97	и то	1	3
98	например в	3	3
99	совпадает с	2	3
100	иного рода	1	3
101	а только	1	3
102	не все	1	3
103	в художественном	2	3
104	перед нами	4	3
105	и к	4	3
106	в противоположность	3	3
107	со своей	1	3
108	все эти	8	3
109	в нашем	1	3
110	в этой	4	3
111	он должен	1	3
112	и вот	2	3
113	и по	2	3
114	его в	4	3
115	этом смысле	9	3
116	авторской позиции	3	3
117	литературных произведений	1	3
118	и сам	2	3
119	в этих	2	3
120	художественного творчества	2	3
121	в отношении	2	3
122	и внешней	1	3
123	никогда не	5	3
124	как раз	4	3
125	потому что	12	3
126	другой стороны	2	3
127	в произведении	1	3
128	и что	1	3
129	входит в	2	3
130	того что	2	3
131	а с	1	3
132	во времени	3	3
133	для него	15	3
134	с ее	2	3
135	на почве	1	3
136	именно в	6	3
137	нового времени	1	3
138	прежде всего	7	3
139	может выступать	1	3
140	и потому	3	3
141	этого слова	2	3
142	мира в	6	3
143	к которому	1	3
144	таким образом	11	3
145	в основе	5	3
146	отношении к	2	3
147	была бы	2	2
148	отношения к	2	2
149	и это	5	2
150	это и	9	2
151	тех или	1	2
152	и больше	1	2
153	собою в	1	2
154	принадлежит к	1	2
155	на себя	3	2
156	я не	3	2
157	в целом	4	2
158	во мне	1	2
159	в чем	1	2
160	и мира	1	2
161	чем это	1	2
162	но как	3	2
163	у него	6	2
164	за пределы	6	2
165	что они	1	2
166	как к	1	2
167	в противном	1	2
168	и как	8	2
169	это тоже	1	2
170	видения мира	1	2
171	в которой	4	2
172	образом и	1	2
173	но на	1	2
174	противном случае	1	2
175	к герою	1	2
176	к одному	1	2
177	в году	1	2
178	или иных	1	2
179	одно и	1	2
180	не следует	1	2
181	здесь мы	2	2
182	об этом	1	2
183	это не	10	2
184	и тем	2	2
185	вовсе не	8	2
186	нас самих	1	2
187	с точки	15	2
188	от себя	1	2
189	их в	2	2
190	зрения и	2	2
191	по себе	7	2
192	даже в	2	2
193	автора и	5	2
194	и притом	2	2
195	не могло	1	2
196	только не	1	2
197	казалось бы	1	2
198	как будто	3	2
199	и для	3	2
200	для такого	1	2
201	и о	3	2
202	здесь не	1	2
203	самим собою	2	2
204	в себя	3	2
205	роль в	2	2
206	что может	2	2
207	к его	1	2
208	между внутренней	1	2
209	если бы	10	2
210	и здесь	3	2
211	о том	2	2
212	что каждый	1	2
213	времени в	1	2
214	это было	1	2
215	к нему	3	2
216	во всех	5	2
217	во втором	1	2
218	вслед за	1	2
219	как художественное	1	2
220	в литературе	3	2
221	в аспекте	1	2
222	в большинстве	2	2
223	или иным	1	2
224	слова не	1	2
225	позиция автора	1	2
226	в конце	5	2
227	повесть о	1	2
228	во всей	2	2
229	в структуре	1	2
230	автора как	3	2
231	и даже	3	2
232	со стороны	2	2
233	в области	3	2
234	а именно	1	2
235	себя и	2	2
236	а на	1	2
237	не на	3	2
238	человеческой жизни	2	2
239	одну из	1	2
240	о себе	9	2
241	вместе с	2	2
242	так же	6	2
243	даже самая	1	2
244	из которых	2	2
245	в той	6	2
246	могут быть	1	2
247	внешнего мира	3	2
248	при условии	1	2
249	к тому	1	2
250	совершенно иной	1	2
251	в художественной	2	2
252	жизни в	1	2
253	одной из	1	2
254	о своем	1	2
255	в романе	11	2
256	что он	10	2
257	художественном произведении	1	1
258	только к	1	1
259	можно говорить	2	1
260	также что	1	1
261	те же	1	1
262	неотделима от	1	1
263	в сфере	2	1
264	кругозоров в	1	1
265	переходит к	1	1
266	и души	2	1
267	е годы	2	1
268	идет о	3	1
269	между всеми	1	1
270	же по	2	1
271	и есть	5	1
272	этого мира	4	1
273	тем же	1	1
274	к другому	2	1
275	отношения между	2	1
276	и до	1	1
277	из его	3	1
278	едва ли	1	1
279	общественных отношений	1	1
280	сливается с	2	1
281	одним из	8	1
282	со всех	1	1
283	что даже	1	1
284	первой и	1	1
285	той же	6	1
286	же как	1	1
287	на первом	1	1
288	не во	3	1
289	вопрос о	4	1
290	единство и	1	1
291	героя но	1	1
292	в каждый	1	1
293	но чтобы	1	1
294	и со	1	1
295	не от	1	1
296	и на	10	1
297	на их	1	1
298	бы то	3	1
299	события в	1	1
300	является таким	1	1
301	роман и	1	1
302	тем как	4	1
303	внешней среды	1	1
304	совсем не	1	1
305	не входит	1	1
306	для других	2	1
307	ивана карамазова	5	1
308	с собою	2	1
309	значение для	1	1
310	замысла и	1	1
311	или к	2	1
312	в е	2	1
313	к автору	1	1
314	в истории	2	1
315	мире герой	1	1
316	что касается	1	1
317	не хозяин	1	1
318	чего нет	1	1
319	глубже чем	1	1
320	сознания в	2	1
321	могли бы	3	1
322	как уже	1	1
323	и внутреннюю	1	1
324	а перед	1	1
325	зрения как	1	1
326	то в	1	1
327	в условиях	2	1
328	плоскости их	2	1
329	что это	1	1
330	тон в	1	1
331	что достоевский	3	1
332	момент его	2	1
333	европейского романа	4	1
334	он в	2	1
335	из этих	2	1
336	тоже не	1	1
337	в известном	1	1
338	с их	5	1
339	художественный мир	1	1
340	позицию в	2	1
341	на рынок	1	1
342	ее как	2	1
343	всей его	2	1
344	героя к	1	1
345	вследствие этого	1	1
346	материал его	2	1
347	на его	2	1
348	исходит из	3	1
349	что она	2	1
350	время и	1	1
351	он ни	1	1
352	но именно	4	1
353	на одну	1	1
354	романе достоевского	9	1
355	в объективную	1	1
356	человеческого духа	2	1
357	по ту	1	1
358	введенное в	1	1
359	по существу	4	1
360	его сознание	1	1
361	в первом	2	1
362	не друг	1	1
363	ни были	1	1
364	к собственному	1	1
365	чтобы в	1	1
366	можно даже	1	1
367	внутренней свободой	1	1
368	подобно тому	3	1
369	образа и	1	1
370	является не	3	1
371	основе его	1	1
372	ни был	1	1
373	то ни	3	1
374	не будет	1	1
375	что все	3	1
376	и внутренняя	1	1
377	сознание не	1	1
378	времени и	1	1
379	большинстве случаев	2	1
380	художественный образ	1	1
381	его личности	2	1
382	толстого в	1	1
383	быть настоящим	1	1
384	было бы	6	1
385	но их	1	1
386	весь мир	1	1
387	делает его	1	1
388	в них	3	1
389	нет в	1	1
390	рядом с	13	1
391	и автором	1	1
392	даже сказать	1	1
393	мира где	1	1
394	он и	5	1
395	с не	1	1
396	ведет к	1	1
397	остается в	2	1
398	диалогической природы	1	1
399	на раскрытие	1	1
400	голосов в	3	1
401	или точнее	1	1
402	таким же	2	1
403	свою речь	1	1
404	не становится	5	1
405	в котором	2	1
406	вот он	1	1
407	на свою	1	1
408	себе а	1	1
409	не как	12	1
410	стоит в	1	1
411	вопрос кто	3	1
412	не путем	1	1
413	и внутренних	1	1
414	но эта	4	1
415	но во	1	1
416	друг другу	2	1
417	субъективного порядка	1	1
418	и более	1	1
419	том и	1	1
420	произведения в	1	1
421	свобода и	1	1
422	между несколькими	1	1
423	и достоевского	1	1
424	между людьми	1	1
425	и против	1	1
426	до известной	1	1
427	завершающая его	1	1
428	с которой	4	1
429	другом но	1	1
430	по крайней	2	1
431	дело в	1	1
432	одна из	2	1
433	на себе	2	1
434	к этим	1	1
435	которого он	1	1
436	бытия и	1	1
437	героев и	6	1
438	себе самом	6	1
439	того и	1	1
440	в самой	7	1
441	ничто не	1	1
442	комизм и	1	1
443	внутренней жизни	1	1
444	и делает	1	1
445	нести в	1	1
446	и оценки	1	1
447	основой художественного	1	1
448	бы несколько	1	1
449	в каком	1	1
450	ему не	2	1
451	у нас	1	1
452	о чем-то	1	1
453	в момент	1	1
454	воспринимать ее	1	1
455	опоры вне	1	1
456	не могут	6	1
457	и заключается	1	1
458	во внешних	1	1
459	героя о	3	1
460	значительной степени	1	1
461	его с	1	1
462	всего что	1	1
463	в каждом	8	1
464	оно не	2	1
465	на это	1	1
466	быть назван	1	1
467	она не	5	1
468	говорит о	1	1
469	в каждой	2	1
470	должен быть	1	1
471	из всего	2	1
472	как мы	5	1
473	у себя	3	1
474	того чтобы	4	1
475	с кругозором	1	1
476	та или	1	1
477	людей в	1	1
478	имеет значение	2	1
479	только при	2	1
480	они ни	1	1
481	достигается не	1	1
482	чтобы быть	1	1
483	философской эстетики	1	1
484	только то	3	1
485	то время	2	1
486	художественного мышления	2	1
487	не возникает	2	1
488	условии что	1	1
489	или иная	1	1
490	ведется рассказчиком	1	1
491	значение в	1	1
492	мире он	1	1
493	переход к	1	1
494	можно было	3	1
495	сознаний в	5	1
496	здесь как	1	1
497	с самим	1	1
498	начала и	1	1
499	в плоскости	4	1
500	руках и	1	1
501	наташи ростовой	1	1
502	в новую	1	1
503	с героем	1	1
504	является в	1	1
505	для этого	1	1
506	с ним	6	1
507	мире в	3	1
508	различных художественных	1	1
509	герой из	1	1
510	именно потому	2	1
511	первом случае	1	1
512	искусства и	1	1
513	на вопрос	2	1
514	то во	1	1
515	никак не	2	1
516	но внутренне	1	1
517	героя не	5	1
518	один голос	1	1
519	мира а	1	1
520	могут нести	1	1
521	в сущности	5	1
522	и многих	1	1
523	в значительной	1	1
524	данного художественного	1	1
525	от автора	3	1
526	первой главе	1	1
527	в драме	5	1
528	по типу	1	1
529	их взаимная	1	1
530	делает в	1	1
531	ним и	4	1
532	художников слова	1	1
533	героев в	2	1
534	только такие	1	1
535	и только	1	1
536	крайней мере	2	1
537	в другой	3	1
538	и создал	1	1
539	наконец в	2	1
540	перед тем	1	1
541	с чужим	1	1
542	статье о	1	1
543	и е	1	1
544	не совпадает	1	1
545	на которой	1	1
546	свобода его	1	1
547	один из	2	1
548	но с	1	1
549	оно и	1	1
550	тот же	2	1
551	одного сознания	4	1
552	в какой	1	1
553	и является	1	1
554	тем или	1	1
555	целого и	1	1
556	позиции и	1	1
557	даже если	1	1
558	и приобретает	1	1
559	к миру	1	1
560	или его	1	1
561	на мир	8	1
562	который в	1	1
563	со всеми	1	1
564	так что	1	1
565	же и	1	1
566	есть в	3	1
567	если мы	1	1
568	в единстве	7	1
569	но самое	1	1
570	не дает	3	1
571	или даже	2	1
572	из них	2	1
573	за ним	2	1
574	одно из	1	1
575	и их	2	1
576	ведь это	2	1
577	в одном	9	1
578	в пространстве	3	1
579	части и	1	1
580	так как	7	1
581	к явлениям	1	1
582	ту сторону	1	1
583	может служить	1	1
584	входят в	2	1
585	случае не	1	1
586	и несет	2	1
587	личности ее	1	1
588	как такового	1	1
589	ее на	1	1
590	лишь один	1	1
591	себя наше	1	1
592	но из	1	1
593	для того	2	1
594	не появляется	1	1
595	представляют собой	1	1
596	бывает в	1	1
597	точек зрения	3	1
598	как у	2	1
599	на ее	1	1
600	по своим	2	1
601	завершенность и	1	1
602	предположить в	1	1
603	что для	2	1
604	к более	2	1
605	и пр	1	1
606	напротив мы	1	1
607	внешних и	1	1
608	превращается в	1	1
609	не было	3	1
610	это мир	1	1
611	стремится к	1	1
612	отношения в	1	1
613	более того	3	1
614	в произведениях	2	1
615	жизнь в	1	1
616	же точно	1	1
617	из участников	1	1
618	и исторической	1	1
619	художественной формы	5	1
620	в бытии	1	1
621	что из	2	1
622	и слово	1	1
623	его как	5	1
624	в одно	1	1
625	ивана ильича	2	1
626	не способна	1	1
627	в одной	4	1
628	становится сама	1	1
629	не оставляющей	1	1
630	каждая из	1	1
631	к своему	1	1
632	быть это	1	1
633	целом ряде	1	1
634	но вы	1	1
635	тому как	3	1
636	типа как	1	1
637	выбора в	1	1
638	реальность и	1	1
639	в мир	3	1
640	да и	2	1
