N	2gram	Propp_Morf_1	Hudozhes
1	том что	4	16
2	и в	13	14
3	так и	6	13
4	не только	4	12
5	при этом	1	12
6	о том	2	12
7	в том	6	12
8	а не	11	12
9	и т	41	11
10	в себе	1	11
11	в этом	14	11
12	прежде всего	9	11
13	в рассказе	1	11
14	в своей	1	10
15	для него	1	10
16	то же	7	9
17	как и	3	9
18	что он	4	9
19	в качестве	5	9
20	у него	1	9
21	по отношению	4	8
22	в этой	2	8
23	как в	3	8
24	то что	8	8
25	ничего не	4	8
26	в его	1	8
27	между тем	5	8
28	отношению к	4	8
29	в то	3	8
30	еще не	3	7
31	тогда как	2	7
32	это не	6	7
33	не в	3	7
34	к тому	4	7
35	уже не	2	7
36	не может	14	7
37	как бы	3	7
38	а в	7	7
39	в первой	1	6
40	было бы	3	6
41	читателя в	1	6
42	что в	8	6
43	самом деле	4	5
44	с его	2	5
45	перед нами	10	5
46	но в	2	5
47	об этом	4	5
48	ни в	1	5
49	точки зрения	2	5
50	не менее	5	5
51	и его	1	5
52	потому что	3	5
53	можно было	2	5
54	только в	2	5
55	друг друга	3	5
56	может быть	52	5
57	но и	4	5
58	в частности	2	5
59	в этих	13	5
60	мы уже	1	4
61	и к	4	4
62	то в	3	4
63	та же	2	4
64	на то	2	4
65	что она	2	4
66	он не	3	4
67	и с	1	4
68	несмотря на	4	4
69	этой связи	1	4
70	тем не	5	4
71	тому что	4	4
72	она не	2	4
73	в русской	1	4
74	связи с	10	4
75	как будто	2	4
76	можно сказать	2	4
77	того что	3	4
78	один из	5	4
79	себя в	1	4
80	из них	3	4
81	как раз	1	4
82	и все	1	4
83	только что	2	4
84	т е	21	4
85	с точки	2	3
86	видит в	1	3
87	говорить о	3	3
88	и на	1	3
89	в б	1	3
90	все же	7	3
91	но он	1	3
92	т д	39	3
93	и по	2	3
94	на этом	3	3
95	его в	2	3
96	с этим	11	3
97	даже в	1	3
98	такой же	1	3
99	в ходе	4	3
100	она в	2	3
101	все эти	2	3
102	тем что	4	3
103	этом отношении	1	3
104	что при	2	3
105	как мы	6	3
106	того чтобы	3	3
107	в пределах	3	3
108	приводит к	2	3
109	и когда	1	3
110	еще в	1	3
111	том как	1	3
112	если бы	2	3
113	а также	4	3
114	в лице	1	3
115	же в	2	3
116	но не	4	3
117	как его	1	3
118	и даже	1	3
119	со стороны	3	3
120	однако и	1	3
121	в связи	9	3
122	по своему	2	3
123	в следующей	1	3
124	и для	2	3
125	от него	1	3
126	или не	3	3
127	может и	1	3
128	в таком	1	3
129	к этой	1	3
130	например в	2	2
131	начинается с	3	2
132	на самом	4	2
133	момент когда	2	2
134	мы не	8	2
135	вопрос о	7	2
136	вместо того	1	2
137	героев в	1	2
138	но как	2	2
139	если в	5	2
140	в е	1	2
141	в одной	1	2
142	в рамках	1	2
143	хотя и	3	2
144	в целом	3	2
145	только на	1	2
146	на его	4	2
147	по-видимому не	1	2
148	однако в	2	2
149	же касается	1	2
150	в другом	2	2
151	ясно что	5	2
152	того или	1	2
153	д с	1	2
154	одной из	1	2
155	должно быть	1	2
156	состоит в	2	2
157	не столько	1	2
158	сих пор	1	2
159	для нее	1	2
160	как все	1	2
161	они не	1	2
162	и герой	1	2
163	бы на	1	2
164	а а	2	2
165	он говорил	1	2
166	не имеет	2	2
167	одна из	4	2
168	заметить что	8	2
169	на него	3	2
170	все еще	3	2
171	с ее	1	2
172	здесь не	2	2
173	причина этого	1	2
174	как по	1	2
175	и каждый	1	2
176	остановимся на	1	2
177	на вопрос	2	2
178	и что	2	2
179	до сих	1	2
180	с того	3	2
181	там же	1	2
182	героя при	1	2
183	в форме	6	2
184	деле в	1	2
185	тот момент	1	2
186	в него	1	2
187	то героем	2	2
188	но с	1	2
189	с ними	1	2
190	с другим	1	2
191	так что	1	2
192	в начале	3	2
193	за ним	1	2
194	а и	3	2
195	а то	3	2
196	у нее	1	2
197	представляют собой	11	2
198	действующих лиц	11	2
199	а с	2	2
200	себя и	2	2
201	что не	1	2
202	в данной	1	2
203	не означает	1	2
204	или с	3	2
205	что же	2	2
206	в тот	1	2
207	в это	1	2
208	и не	12	2
209	с этой	1	2
210	еще раз	1	2
211	только для	1	2
212	видно что	1	2
213	в результате	7	2
214	о котором	1	2
215	своих героев	1	2
216	ни к	2	2
217	его жизнь	1	2
218	в море	5	2
219	всего мира	1	2
220	не знает	1	2
221	этот момент	3	2
222	героя в	4	2
223	это так	2	2
224	новое лицо	2	2
225	которая не	1	2
226	может или	1	1
227	смысле слова	4	1
228	ли мы	1	1
229	можно говорить	1	1
230	таком случае	1	1
231	связана с	3	1
232	и то	1	1
233	и др	10	1
234	тех же	4	1
235	многих отношениях	1	1
236	это и	2	1
237	всего это	1	1
238	в иных	4	1
239	в первом	3	1
240	было более	1	1
241	и до	1	1
242	из его	2	1
243	под которым	1	1
244	ведь и	1	1
245	высшей степени	1	1
246	и за	2	1
247	по его	1	1
248	также и	4	1
249	его не	1	1
250	ответить на	1	1
251	не слишком	2	1
252	героев можно	2	1
253	есть нечто	3	1
254	всего о	1	1
255	форме рассказа	1	1
256	в сущности	3	1
257	но она	1	1
258	как во	1	1
259	хотя бы	4	1
260	ему в	1	1
261	это время	1	1
262	с письмом	1	1
263	что его	2	1
264	в чем	1	1
265	не требует	1	1
266	мы еще	1	1
267	иных случаях	2	1
268	чем это	2	1
269	совсем не	3	1
270	явлений и	1	1
271	же она	2	1
272	не все	6	1
273	ответ на	1	1
274	отношение к	1	1
275	уже отмечалось	1	1
276	чем же	1	1
277	первый взгляд	3	1
278	что именно	1	1
279	решительно все	1	1
280	вот как	1	1
281	не ощущается	1	1
282	дает нам	1	1
283	вот мы	2	1
284	о жизни	1	1
285	что касается	1	1
286	в полном	1	1
287	и как	5	1
288	по пути	1	1
289	в этот	1	1
290	есть на	1	1
291	к чему	3	1
292	в которой	3	1
293	точку зрения	1	1
294	не упоминается	3	1
295	герой возвращается	1	1
296	бы не	1	1
297	всей своей	1	1
298	из этих	1	1
299	за героем	1	1
300	вопрос что	2	1
301	ни одна	4	1
302	и тот	1	1
303	в плену	1	1
304	только один	1	1
305	во многих	1	1
306	но ведь	1	1
307	но на	1	1
308	их действия	1	1
309	вообще не	1	1
310	три года	3	1
311	главным образом	4	1
312	и одна	1	1
313	к герою	3	1
314	одному из	3	1
315	он должен	2	1
316	его самого	4	1
317	в силу	1	1
318	и вот	1	1
319	чтобы в	1	1
320	волшебная сказка	1	1
321	генерал или	1	1
322	и этот	1	1
323	все с	1	1
324	в нее	1	1
325	то ни	3	1
326	тем в	1	1
327	том случае	1	1
328	из третьей	1	1
329	входит в	2	1
330	по ночам	2	1
331	отличать от	1	1
332	и тем	2	1
333	за ней	2	1
334	в итоге	2	1
335	которым он	1	1
336	но мы	3	1
337	самые простые	1	1
338	то один	1	1
339	в высшей	1	1
340	отказываться от	1	1
341	далеко не	5	1
342	для описания	1	1
343	этого не	2	1
344	с тем	2	1
345	этим и	1	1
346	между собою	2	1
347	или три	1	1
348	как таковой	2	1
349	нисколько не	1	1
350	когда в	1	1
351	в саду	1	1
352	является его	1	1
353	на первый	3	1
354	или менее	2	1
355	в г	1	1
356	имеет ничего	1	1
357	на других	1	1
358	еще недостаточно	1	1
359	ли можно	1	1
360	он вдруг	1	1
361	о герое	3	1
362	это делает	1	1
363	имеется и	1	1
364	в которых	2	1
365	из земли	1	1
366	помощь и	1	1
367	и уж	1	1
368	нельзя было	2	1
369	в одном	1	1
370	не будем	4	1
371	где герой	1	1
372	по ее	1	1
373	и более	1	1
374	их в	1	1
375	и наоборот	4	1
376	не должно	1	1
377	что этот	1	1
378	на работу	2	1
379	бы быть	1	1
380	между прочим	1	1
381	не любит	1	1
382	собаку и	1	1
383	сам он	3	1
384	вовсе не	4	1
385	так как	16	1
386	вплоть до	1	1
387	но они	1	1
388	до известной	1	1
389	уходит из	1	1
390	что эта	2	1
391	самого начала	1	1
392	дело в	1	1
393	у кого	1	1
394	в основе	1	1
395	не вызывает	1	1
396	в самых	2	1
397	нельзя ли	1	1
398	это еще	1	1
399	или как	1	1
400	его целует	1	1
401	собой то	1	1
402	с но	1	1
403	же он	1	1
404	не потому	1	1
405	с другом	1	1
406	перед ним	1	1
407	еще резче	1	1
408	к отдельным	2	1
409	с любовью	1	1
410	не могут	4	1
411	когда мы	1	1
412	могут быть	16	1
413	же самое	1	1
414	уже было	1	1
415	в поле	4	1
416	не противоречит	1	1
417	невеста и	1	1
418	кстати что	1	1
419	если же	5	1
420	ничего общего	1	1
421	то во	1	1
422	приходит к	1	1
423	не делает	1	1
424	в деревне	1	1
425	в виду	1	1
426	е все	1	1
427	же не	1	1
428	данном случае	1	1
429	в в	2	1
430	от изучения	1	1
431	и говорит	1	1
432	с самого	1	1
433	встреча с	1	1
434	на свой	1	1
435	вспомнить о	1	1
436	можно заметить	2	1
437	в образе	4	1
438	раз он	1	1
439	здесь нет	1	1
440	мог бы	1	1
441	других и	1	1
442	он сам	1	1
443	означает что	2	1
444	даже не	3	1
445	но здесь	1	1
446	находится в	1	1
447	взгляд все	1	1
448	может не	1	1
449	обращается к	1	1
450	самому себе	1	1
451	много ли	1	1
452	для нас	2	1
453	с другой	8	1
454	как было	1	1
455	нет это	1	1
456	а во	1	1
457	во всех	4	1
458	путь к	2	1
459	во втором	3	1
460	и хорошо	1	1
461	на одном	1	1
462	не интересуясь	1	1
463	в другой	1	1
464	что бы	1	1
465	как функция	1	1
466	к концу	1	1
467	и она	1	1
468	как вообще	1	1
469	но так	1	1
470	как объект	1	1
471	эти детали	1	1
472	как например	2	1
473	сразу же	2	1
474	в какой	3	1
475	верно и	1	1
476	всяком случае	2	1
477	он действует	2	1
478	сказки в	2	1
479	и ее	3	1
480	с одной	1	1
481	нечто иное	1	1
482	с какой	1	1
483	более или	2	1
484	и у	1	1
485	же из	1	1
486	действующего лица	1	1
487	не дает	1	1
488	то чего	1	1
489	связывается с	2	1
490	его и	2	1
491	но для	2	1
492	их как	2	1
493	характерно что	1	1
494	одно из	1	1
495	могло бы	1	1
496	ее не	1	1
497	в выборе	1	1
498	из нее	1	1
499	и никогда	1	1
500	отличие от	1	1
501	герой и	3	1
502	что они	2	1
503	в особенности	1	1
504	из двух	2	1
505	живой и	2	1
506	дочь в	1	1
507	сюда же	3	1
508	вслед за	5	1
509	эти две	1	1
510	человека а	1	1
511	еще и	1	1
512	можно назвать	3	1
513	и своего	1	1
514	одной стороны	1	1
515	из наиболее	1	1
516	не на	2	1
517	вторая половина	2	1
518	ссылка на	1	1
519	там где	5	1
520	живет у	1	1
