N	2gram	Nazirov_Tr_1	FransuaR
1	и в	18	40
2	то есть	3	18
3	и его	6	17
4	прежде всего	4	16
5	в этом	9	15
6	в романе	10	15
7	не только	8	13
8	в его	3	13
9	и не	7	13
10	что в	4	12
11	как и	5	11
12	но и	4	11
13	таким образом	1	10
14	как мы	1	10
15	он не	2	9
16	в них	1	9
17	может быть	7	9
18	и все	4	9
19	и до	2	8
20	той же	1	8
21	и на	7	8
22	отношение к	2	8
23	все эти	3	8
24	и с	7	8
25	в эпоху	1	8
26	в том	2	8
27	у него	6	8
28	но в	6	8
29	то же	5	7
30	в своем	3	7
31	он и	2	7
32	в виду	1	7
33	в одном	2	7
34	и др	1	7
35	в духе	1	7
36	этот образ	4	7
37	во всех	1	6
38	в самом	2	6
39	в то	5	6
40	же время	6	6
41	связи с	1	6
42	в образах	1	6
43	до конца	2	6
44	в той	1	6
45	в своей	1	6
46	в году	9	5
47	в нем	4	5
48	так сказать	1	5
49	xx века	1	5
50	в особенности	1	5
51	начала и	1	5
52	в литературе	1	5
53	мы видим	1	5
54	для него	3	5
55	то что	4	5
56	не было	1	5
57	а не	1	5
58	в связи	1	5
59	в ней	1	4
60	xix века	1	4
61	в истории	1	4
62	жизнью и	2	4
63	в мире	3	4
64	с начала	1	4
65	ни в	2	4
66	том что	4	4
67	страха и	1	4
68	того чтобы	1	4
69	в области	1	4
70	мы встречаем	1	4
71	о том	2	4
72	вы не	1	4
73	и о	1	4
74	роль в	1	4
75	и здесь	2	4
76	а также	1	4
77	один из	3	4
78	только на	1	4
79	за этим	1	4
80	и даже	4	4
81	и потому	1	4
82	в данном	2	4
83	в основном	3	4
84	все это	4	4
85	xvii века	1	3
86	самом деле	1	3
87	и есть	1	3
88	поэтому он	1	3
89	он был	2	3
90	с его	2	3
91	отличие от	2	3
92	в этой	4	3
93	и как	3	3
94	и наконец	1	3
95	всего необходимо	1	3
96	в себе	4	3
97	при этом	3	3
98	заявляет что	1	3
99	для понимания	1	3
100	об этом	4	3
101	мировой литературы	1	3
102	в отличие	2	3
103	не понимает	1	3
104	вплоть до	1	3
105	одна из	2	3
106	во всем	1	3
107	о нем	1	3
108	но все	2	3
109	в ее	2	3
110	можно было	1	3
111	еще в	2	3
112	в другом	1	3
113	связь между	1	3
114	между тем	1	3
115	нуждается в	1	3
116	что и	2	3
117	еще не	4	3
118	только в	1	3
119	так и	5	3
120	все образы	1	3
121	одно из	1	3
122	не так	2	3
123	в конце	3	3
124	тем что	2	3
125	характерны для	1	3
126	в частности	2	3
127	не может	5	3
128	вместе с	1	3
129	ко всем	1	3
130	как в	3	3
131	как бы	7	3
132	и от	1	3
133	жив и	1	3
134	но это	4	3
135	к этой	1	3
136	одним из	1	2
137	например в	1	2
138	он считает	1	2
139	наших дней	1	2
140	это и	1	2
141	из самых	2	2
142	века в	1	2
143	хотя бы	1	2
144	на них	1	2
145	быть в	1	2
146	не был	2	2
147	но не	1	2
148	эпизод с	3	2
149	тут же	2	2
150	его романа	1	2
151	это самое	1	2
152	вот как	1	2
153	что он	6	2
154	все же	5	2
155	имеет в	2	2
156	в которой	1	2
157	в целом	4	2
158	он в	1	2
159	к образу	1	2
160	в дальнейшем	5	2
161	и если	1	2
162	как он	1	2
163	и еще	1	2
164	не к	1	2
165	страдания и	1	2
166	и вот	1	2
167	свидетельствует о	1	2
168	на этом	1	2
169	здесь мы	1	2
170	для характеристики	1	2
171	лишь в	1	2
172	года и	1	2
173	этой теме	1	2
174	бранью и	1	2
175	в котором	1	2
176	представление о	1	2
177	в условиях	1	2
178	своего рода	3	2
179	одном из	2	2
180	но он	1	2
181	не менее	1	2
182	века а	1	2
183	не раз	1	2
184	ее не	1	2
185	считает что	1	2
186	связан и	1	2
187	значение этого	1	2
188	он с	1	2
189	связь и	1	2
190	и далее	1	2
191	и это	2	2
192	данном случае	2	2
193	и сам	3	2
194	по сравнению	1	2
195	своей книге	1	2
196	особое значение	1	2
197	с того	1	2
198	это не	5	2
199	говорит он	1	2
200	к нему	3	2
201	как нечто	1	2
202	который в	2	2
203	но как	1	2
204	и ее	2	2
205	уже в	3	2
206	слова в	1	2
207	как его	1	2
208	в форме	1	2
209	рядом с	1	2
210	именно в	1	2
211	к роману	1	2
212	чем он	2	2
213	была и	1	2
214	романа в	1	2
215	о чем	3	2
216	с помощью	1	2
217	к жизни	5	2
218	сравнению с	1	2
219	вот я	1	2
220	есть и	1	2
221	этого слова	1	2
222	такой образ	1	2
223	в книге	1	2
224	упоминает в	1	2
225	потому что	2	2
226	гораздо больше	1	2
227	ко всему	1	2
228	всегда была	1	2
229	это в	1	2
230	этого романа	2	1
231	к людям	3	1
232	ли мы	1	1
233	и т	1	1
234	не думает	1	1
235	рассказ об	1	1
236	с жизнью	1	1
237	что образ	3	1
238	цинизма и	1	1
239	вряд ли	2	1
240	последней главе	1	1
241	от самого	1	1
242	исходит из	1	1
243	высшей степени	1	1
244	объясняется и	1	1
245	он заявляет	1	1
246	что уже	1	1
247	в аналогичных	1	1
248	и новые	1	1
249	вместо того	1	1
250	начала в	1	1
251	за два	1	1
252	подчеркнуть что	1	1
253	и он	3	1
254	черты его	1	1
255	в xix	1	1
256	литературы и	1	1
257	и высокое	1	1
258	между собой	1	1
259	за свое	1	1
260	не исчерпываются	1	1
261	свою жизнь	1	1
262	в общем	1	1
263	в комментариях	1	1
264	знал и	1	1
265	его произведение	1	1
266	самого рассказчика	1	1
267	даже некоторые	1	1
268	и я	2	1
269	эта связь	1	1
270	перед нами	2	1
271	смысле этого	1	1
272	говорит что	2	1
273	но несмотря	1	1
274	характер ее	1	1
275	них он	1	1
276	отнесены к	1	1
277	именно эта	1	1
278	со своей	1	1
279	бы и	2	1
280	что это	5	1
281	призывом к	1	1
282	представляет собой	1	1
283	право на	1	1
284	это тот	1	1
285	не понимал	1	1
286	проблематики романа	1	1
287	этого образа	1	1
288	если он	1	1
289	не могла	1	1
290	чтобы установить	1	1
291	зла в	2	1
292	по словам	2	1
293	этом свидетельствует	1	1
294	не как	1	1
295	речи в	1	1
296	душу и	1	1
297	в первом	2	1
298	так часто	1	1
299	еще сохраняется	1	1
300	и по	1	1
301	в образе	6	1
302	ее жизни	2	1
303	я вам	1	1
304	а затем	1	1
305	распространяется на	1	1
306	самого автора	1	1
307	на все	1	1
308	а как	2	1
309	его в	2	1
310	это было	1	1
311	заключается в	1	1
312	виктора гюго	1	1
313	и презрение	1	1
314	по улицам	1	1
315	из первых	1	1
316	века ту	1	1
317	в высшей	1	1
318	рассказывает в	1	1
319	тот самый	1	1
320	этого не	1	1
321	с тем	2	1
322	эту тему	1	1
323	несмотря на	5	1
324	с такой	1	1
325	в развитии	1	1
326	очень важный	1	1
327	должно быть	3	1
328	и прямо	1	1
329	и ко	1	1
330	этом случае	1	1
331	и при	1	1
332	и их	1	1
333	игры в	1	1
334	этой связи	1	1
335	во времена	1	1
336	к одному	1	1
337	и посвящена	1	1
338	на образе	2	1
339	но эта	2	1
340	права на	2	1
341	не в	2	1
342	не могли	1	1
343	что сам	1	1
344	что этот	2	1
345	возвращается к	1	1
346	по себе	1	1
347	тому что	1	1
348	раз и	2	1
349	особым образом	1	1
350	но они	2	1
351	романа на	1	1
352	тем самым	3	1
353	впадает в	1	1
354	самого начала	1	1
355	этими двумя	2	1
356	стоящая на	1	1
357	ничего не	2	1
358	и притом	1	1
359	но только	1	1
360	только не	1	1
361	никогда не	2	1
362	судя по	1	1
363	этого описания	1	1
364	по своей	1	1
365	литературы от	1	1
366	современное значение	1	1
367	xix веке	2	1
368	был так	1	1
369	входят в	1	1
370	как будто	3	1
371	что на	1	1
372	в стиле	1	1
373	мы узнаем	1	1
374	сходство с	1	1
375	что оно	1	1
376	за что	1	1
377	части романа	1	1
378	художественное открытие	1	1
379	для отрицания	1	1
380	время он	1	1
381	где он	1	1
382	был даже	1	1
383	в применении	1	1
384	с образом	1	1
385	образы и	1	1
386	нас от	1	1
387	и тонкие	1	1
388	и образ	1	1
389	людей в	1	1
390	с каким	1	1
391	такие как	1	1
392	с самого	1	1
393	говорили что	1	1
394	к смерти	1	1
395	особенно поразил	1	1
396	на нее	1	1
397	за то	1	1
398	видит что	1	1
399	было в	2	1
400	эта книга	1	1
401	в последующих	1	1
402	живости и	1	1
403	во многом	1	1
404	жизнь и	3	1
405	понятно что	1	1
406	с ним	3	1
407	на уровне	1	1
408	является по	1	1
409	году и	1	1
410	вас сюда	1	1
411	но этого	2	1
412	и что	4	1
413	она всегда	1	1
414	нет это	1	1
415	что эта	1	1
416	отметить что	1	1
417	есть с	1	1
418	чтобы превратить	1	1
419	если за	1	1
420	всего этого	1	1
421	все время	1	1
422	и она	1	1
423	говорит в	1	1
424	того что	1	1
425	наблюдать и	1	1
426	только он	1	1
427	он стал	1	1
428	согласиться с	1	1
429	дело с	1	1
430	что даже	1	1
431	вступил в	1	1
432	не имеет	2	1
433	это очень	5	1
434	между этими	2	1
435	что ж	1	1
436	вопрос об	1	1
437	с одной	1	1
438	устной речи	1	1
439	лишь бы	1	1
440	так что	2	1
441	за мной	1	1
442	чтобы он	1	1
443	в виде	2	1
444	характерно что	1	1
445	смысл жизни	3	1
446	всяком случае	1	1
447	его речь	1	1
448	не для	1	1
449	с этими	1	1
450	ту сторону	1	1
451	и вместе	1	1
452	с другим	1	1
453	близок к	1	1
454	как же	2	1
455	в большую	1	1
456	что не	1	1
457	только к	2	1
