N	2gram	Bakhtin_Pr_4	PoTuStor
1	может быть	23	17
2	и в	46	16
3	и пр	2	12
4	в этом	16	9
5	таким образом	4	9
6	и только	3	9
7	мы можем	4	9
8	прежде всего	9	9
9	и с	7	8
10	точки зрения	11	8
11	и его	6	8
12	не может	19	8
13	совершенно не	4	8
14	с его	5	7
15	не только	14	7
16	сказать что	2	7
17	я и	1	6
18	самом деле	4	6
19	конечно не	8	6
20	при этом	5	6
21	с точки	9	6
22	и это	3	6
23	для него	2	6
24	и к	9	6
25	еще не	7	5
26	отношение к	3	5
27	все эти	4	5
28	сознание и	1	5
29	что такое	2	5
30	ни в	6	5
31	в него	6	5
32	как бы	19	5
33	на самом	1	4
34	и на	11	4
35	и наконец	4	4
36	но в	6	4
37	в этой	3	4
38	в нем	17	4
39	его в	1	4
40	в один	1	4
41	мысли и	2	4
42	все это	6	4
43	самого начала	1	4
44	как мы	12	4
45	с ее	3	4
46	с самого	1	4
47	так и	4	4
48	можно сказать	4	4
49	в его	9	4
50	только в	6	4
51	и их	3	4
52	так как	5	4
53	и даже	3	4
54	но и	12	4
55	и не	27	4
56	и все	9	4
57	хотя бы	2	4
58	все что	2	4
59	отношения к	2	3
60	во всех	5	3
61	в общем	2	3
62	и есть	1	3
63	и как	2	3
64	и художественного	1	3
65	учение о	1	3
66	с их	1	3
67	и вот	1	3
68	их в	3	3
69	на этом	3	3
70	с сознанием	1	3
71	на этой	1	3
72	этом смысле	2	3
73	реальности и	1	3
74	том что	4	3
75	во время	1	3
76	сих пор	8	3
77	в одном	11	3
78	и притом	1	3
79	до сих	8	3
80	к себе	6	3
81	те же	2	3
82	мира и	1	3
83	по сравнению	1	3
84	и она	1	3
85	в том	9	3
86	в большинстве	9	3
87	только на	3	3
88	большинстве случаев	8	3
89	мы знаем	1	3
90	всяком случае	1	3
91	даже не	1	3
92	в области	1	3
93	и др	1	3
94	вместе с	2	3
95	и потому	1	3
96	как это	1	3
97	сравнению с	1	3
98	могут быть	2	3
99	что в	4	3
100	в этих	4	3
101	а в	2	3
102	то что	4	3
103	между ними	10	3
104	жизни и	5	3
105	во всяком	2	3
106	ту же	2	2
107	же как	2	2
108	нам кажется	5	2
109	в самом	9	2
110	мы уже	3	2
111	мы не	4	2
112	и о	3	2
113	того же	3	2
114	и говорить	2	2
115	между собой	1	2
116	из этих	3	2
117	но как	1	2
118	друг на	2	2
119	нет и	2	2
120	за пределы	5	2
121	с этим	2	2
122	что это	1	2
123	и через	2	2
124	но ведь	2	2
125	он не	4	2
126	и по	2	2
127	то же	6	2
128	связанных с	1	2
129	и мы	1	2
130	было бы	3	2
131	в жизни	5	2
132	кажется что	3	2
133	в них	1	2
134	как и	12	2
135	между собою	1	2
136	в своей	3	2
137	почти не	2	2
138	все и	1	2
139	рождение и	1	2
140	находится на	1	2
141	войти в	3	2
142	и вся	1	2
143	этих трех	2	2
144	не менее	2	2
145	никогда не	6	2
146	только и	2	2
147	на два	3	2
148	и лишь	1	2
149	что на	1	2
150	не могут	3	2
151	на границе	4	2
152	как не	1	2
153	и этим	3	2
154	в пределах	10	2
155	для этого	2	2
156	и вообще	1	2
157	с ним	2	2
158	о том	5	2
159	для нас	2	2
160	что и	3	2
161	может иметь	1	2
162	один из	1	2
163	оно и	2	2
164	образов и	2	2
165	мы видим	1	2
166	что он	6	2
167	и так	2	2
168	поэтому и	2	2
169	всех его	3	2
170	со всеми	1	2
171	есть в	6	2
172	с нею	2	2
173	да еще	2	2
174	если мы	5	2
175	можно определить	1	2
176	и других	4	2
177	к ним	4	2
178	при всей	1	2
179	у него	5	2
180	и т.п	14	2
181	себя и	3	2
182	что не	1	2
183	на друга	2	2
184	не на	1	2
185	что мы	2	2
186	в одно	2	2
187	с помощью	3	2
188	в частности	1	2
189	так же	3	2
190	в мир	1	2
191	в свое	2	2
192	своей жизни	1	2
193	но это	6	2
194	это последнее	1	2
195	к другим	2	2
196	и для	3	2
197	сознания и	2	2
198	но зато	1	2
199	ни было	1	2
200	не есть	1	2
201	все остальные	1	2
202	не знает	4	2
203	есть и	2	2
204	а может	1	2
205	к этому	1	2
206	во сне	2	2
207	можно назвать	1	2
208	они не	2	2
209	так подробно	1	1
210	человека и	3	1
211	мы здесь	2	1
212	и то	1	1
213	сам язык	1	1
214	он может	1	1
215	или к	2	1
216	самый предмет	2	1
217	далее и	1	1
218	и чрезвычайно	1	1
219	смерть в	1	1
220	высшей степени	1	1
221	и могут	1	1
222	всей ее	1	1
223	хорошо и	1	1
224	для достижения	1	1
225	до времени	1	1
226	мы имеем	3	1
227	что если	1	1
228	вопрос о	2	1
229	выходит из	1	1
230	так чтобы	3	1
231	из того	1	1
232	конечно и	3	1
233	первого и	1	1
234	в ней	1	1
235	как один	1	1
236	не был	1	1
237	одним словом	1	1
238	но не	4	1
239	не входит	2	1
240	менее всего	1	1
241	данная нами	1	1
242	вступают в	1	1
243	и органическим	1	1
244	к сожалению	1	1
245	в центре	3	1
246	в особом	2	1
247	она как	1	1
248	как нам	2	1
249	все же	4	1
250	однако не	1	1
251	хотя и	6	1
252	когда он	2	1
253	его специфической	1	1
254	не являются	1	1
255	его к	2	1
256	всего как	1	1
257	увидим что	2	1
258	от этого	2	1
259	тон и	3	1
260	уже не	4	1
261	та же	1	1
262	точку зрения	1	1
263	сказать о	1	1
264	в нашем	1	1
265	не предрешает	1	1
266	на некоторых	2	1
267	знаем в	1	1
268	сознания с	1	1
269	мы чувствуем	2	1
270	как он	3	1
271	самым существенным	1	1
272	имеем в	3	1
273	во многих	1	1
274	человек не	1	1
275	на его	1	1
276	что она	1	1
277	что было	1	1
278	время и	2	1
279	но именно	3	1
280	наконец мы	1	1
281	и социальной	1	1
282	именно и	1	1
283	образом и	3	1
284	отношений между	1	1
285	в корне	2	1
286	свое время	2	1
287	и единство	1	1
288	мы говорили	1	1
289	последнее слово	1	1
290	человека в	1	1
291	от нее	1	1
292	а то	3	1
293	в мире	3	1
294	не должна	1	1
295	той же	3	1
296	на все	2	1
297	лишь в	2	1
298	входит в	1	1
299	может стать	2	1
300	на почве	2	1
301	свою противоположность	1	1
302	мы сказали	3	1
303	неизбежно должен	1	1
304	за ней	1	1
305	и социально	1	1
306	он является	1	1
307	термин катарсис	1	1
308	несмотря на	1	1
309	друга в	1	1
310	жизни но	1	1
311	и еще	1	1
312	взаимоотношение двух	1	1
313	но если	3	1
314	от своего	1	1
315	вот она	1	1
316	и благодаря	1	1
317	уже здесь	1	1
318	нею и	1	1
319	что до	1	1
320	свой смысл	1	1
321	что я	6	1
322	значение для	3	1
323	нами до	1	1
324	но эта	1	1
325	не будем	1	1
326	которые в	2	1
327	друг другу	1	1
328	однако в	1	1
329	на всю	1	1
330	любовь к	4	1
331	человека но	1	1
332	освободиться от	1	1
333	вернемся к	2	1
334	в атмосфере	2	1
335	и внешней	1	1
336	или что	1	1
337	есть прежде	1	1
338	с теми	1	1
339	в эпоху	1	1
340	быть очень	1	1
