N	2gram	Propp_Isto_2	KulturaY
1	т е	29	38
2	и т	19	33
3	в том	6	30
4	и в	15	24
5	потому что	9	23
6	том что	7	21
7	что в	12	17
8	того чтобы	2	17
9	было бы	5	15
10	и пр	7	15
11	в этом	11	14
12	т д	18	14
13	может быть	17	13
14	все же	9	12
15	таким образом	7	12
16	и не	11	12
17	в его	6	12
18	не в	7	11
19	только в	6	11
20	хотя бы	2	10
21	в самом	1	10
22	не только	18	10
23	в силу	2	10
24	у нас	1	10
25	вовсе не	1	10
26	самом деле	2	9
27	так как	14	9
28	о том	3	9
29	того что	3	9
30	отношению к	3	9
31	прежде всего	5	9
32	то что	12	9
33	а только	1	8
34	по отношению	3	8
35	уже не	1	8
36	то же	10	8
37	тем что	4	8
38	а не	5	8
39	не может	5	7
40	это не	2	7
41	в них	1	7
42	не менее	1	7
43	связи с	8	7
44	так и	5	7
45	в качестве	3	7
46	с другой	2	7
47	как бы	6	7
48	вместе с	7	7
49	мы имеем	15	6
50	зависимости от	1	6
51	в ней	4	6
52	однако не	1	6
53	в которой	2	6
54	все эти	4	6
55	при этом	4	6
56	в которых	2	6
57	можно было	5	6
58	что он	24	6
59	в какой	1	6
60	но и	14	6
61	именно в	2	6
62	что же	1	6
63	все это	3	6
64	этого рода	1	6
65	другой стороны	2	6
66	что такое	1	6
67	например в	2	5
68	в зависимости	1	5
69	еще не	9	5
70	xix века	1	5
71	но не	2	5
72	не просто	2	5
73	что это	6	5
74	и с	4	5
75	но уже	1	5
76	с тем	9	5
77	так сказать	2	5
78	и его	3	5
79	к тому	5	5
80	в виду	2	5
81	с ним	1	5
82	и что	6	5
83	что не	1	5
84	в той	1	5
85	в результате	1	5
86	а в	12	5
87	это и	1	4
88	что эти	4	4
89	и на	4	4
90	с его	1	4
91	что они	10	4
92	как в	5	4
93	в целом	1	4
94	из этих	3	4
95	роль в	3	4
96	на то	3	4
97	в нем	7	4
98	тем не	1	4
99	стоит в	3	4
100	тем самым	2	4
101	в таких	2	4
