N	3gram	Vygotskiy__6	Dialekti
1	с точки зрения	10	9
2	в том что	19	9
3	что иное как	1	8
4	не что иное	1	8
5	не может быть	2	6
6	есть не что	1	5
7	для того чтобы	8	5
8	в этом смысле	2	4
9	того что он	2	4
10	подобно тому как	1	4
11	только тогда когда	1	4
12	и той же	3	3
13	выйти за пределы	1	3
14	в чем заключается	1	3
15	одной и той	3	3
16	не говорит о	1	3
17	и в этом	1	3
18	на то что	4	3
19	о том как	1	2
20	как и все	1	2
21	мы не имеем	1	2
22	сам по себе	1	2
23	есть в сущности	1	2
24	в собственном смысле	1	2
25	точно так же	1	2
26	с этой точки	1	2
27	то и другое	1	2
28	ничего общего с	1	2
29	этой точки зрения	1	2
30	по сравнению с	14	2
31	от того что	6	2
32	то что мы	2	2
33	в свою очередь	1	2
34	что оно не	1	2
35	не по типу	1	2
36	тем не менее	1	2
37	для всех этих	1	1
38	что он упал	1	1
39	не может не	1	1
40	в силу этого	1	1
41	всего нашего исследования	1	1
42	мы имеем дело	2	1
43	на том же	1	1
44	вопрос в каком	1	1
45	в основе ее	1	1
46	а эти последние	1	1
47	того как в	1	1
48	в силу того	5	1
49	же как и	1	1
50	он не может	1	1
51	на первый план	1	1
52	не могли быть	1	1
53	и то в	1	1
54	в лучшем случае	1	1
55	именно в этом	2	1
56	в зависимости от	5	1
57	и что с	1	1
58	от частного к	2	1
59	в отличие от	1	1
60	так как мы	1	1
61	можно сказать что	6	1
62	и именно в	1	1
63	мы видим в	2	1
64	с тем что	2	1
65	то что я	1	1
66	в свете этого	1	1
67	что если бы	1	1
68	частного к общему	2	1
69	это и значит	1	1
70	это не имеет	1	1
71	то в чем	5	1
72	и то что	2	1
73	выражено бесконечным количеством	1	1
74	только в силу	2	1
75	основе ее лежит	1	1
76	во внимание что	1	1
77	что то что	2	1
78	содержит в себе	1	1
79	в данном случае	1	1
80	мы видели уже	1	1
81	не только в	1	1
82	не просто как	1	1
83	и не по	1	1
84	в конце концов	1	1
85	он сам не	1	1
86	ясно что в	1	1
87	и как бы	1	1
88	прежде всего нам	1	1
89	перед нами самая	1	1
90	в связи с	2	1
91	а не как	1	1
92	быть выражена и	1	1
93	это возможно только	1	1
94	в обратном в	1	1
95	что содержится в	1	1
96	как бы в	1	1
97	как функционирует эта	1	1
98	обратном в том	1	1
99	то обстоятельство что	1	1
100	вполне совпадает с	2	1
101	в этом случае	2	1
102	связи с этим	1	1
103	которое может быть	1	1
104	самым не только	1	1
105	не только не	2	1
106	а это и	1	1
107	и не может	2	1
108	вопрос о том	1	1
109	в этой сфере	1	1
110	не может уже	1	1
111	включает в себя	1	1
112	то что ребенок	6	1
113	может быть выражено	3	1
114	с другой стороны	2	1
115	друг от друга	1	1
116	которые могут быть	1	1
117	совершенно очевидно что	2	1
118	быть выражено бесконечным	1	1
119	после того как	1	1
120	допустим что мы	1	1
121	в каком отношении	1	1
122	не значит что	1	1
123	тех или иных	1	1
124	может быть в	1	1
125	ничего принципиально нового	1	1
126	из того что	3	1
127	той или иной	1	1
