N	2gram	Vinokur_Ku_2	Narrotol
1	не только	20	32
2	может быть	15	25
3	но и	7	23
4	в качестве	8	21
5	и не	16	20
6	и в	23	19
7	в том	19	18
8	в этом	18	17
9	не в	8	14
10	в частности	2	14
11	том что	11	14
12	состоит в	2	13
13	в рамках	1	12
14	своего рода	4	12
15	а не	10	12
16	то что	9	11
17	а в	3	11
18	точки зрения	14	10
19	не может	9	10
20	при этом	2	9
21	так и	4	9
22	в его	5	9
23	со стороны	4	9
24	в себе	1	8
25	с другой	8	8
26	еще не	5	7
27	по отношению	1	7
28	как в	3	7
29	все же	7	7
30	в случае	1	7
31	как и	2	7
32	к тому	4	7
33	а также	3	7
34	с одной	2	7
35	одной стороны	1	7
36	такого рода	1	7
37	с его	1	6
38	но не	6	6
39	в той	2	6
40	то в	1	6
41	на протяжении	1	6
42	тем самым	2	6
43	в себя	1	6
44	о том	1	6
45	что он	5	6
46	именно в	3	6
47	как это	5	6
48	но в	11	6
49	не все	3	5
50	отличие от	2	5
51	отнюдь не	4	5
52	и как	1	5
53	уже не	8	5
54	в этой	6	5
55	тому же	1	5
56	далеко не	1	5
57	в отличие	2	5
58	по себе	10	5
59	и его	3	5
60	к нему	2	5
61	нуждается в	2	5
62	в форме	3	5
63	или иной	1	5
64	в данном	4	5
65	можно сказать	4	5
66	не предполагает	1	5
67	речь идет	2	4
68	данном случае	2	4
69	все те	1	4
70	то же	6	4
71	из которых	3	4
72	здесь не	3	4
73	как правило	1	4
74	перед нами	4	4
75	за собой	2	4
76	в нем	4	4
77	в принципе	1	4
78	в силу	7	4
79	но все	4	4
80	и с	7	4
81	было бы	15	4
82	и тем	5	4
83	не мог	1	4
84	теперь как	1	4
85	точку зрения	1	4
86	связи с	3	4
87	имеет место	1	4
88	те же	3	4
89	одного из	2	4
90	же время	3	4
91	вслед за	1	4
92	только в	5	4
93	хотя бы	9	4
94	у него	3	4
95	в особенности	4	4
96	что не	6	4
97	прежде всего	8	4
98	если не	1	4
99	как бы	4	4
100	да и	6	4
101	читателя или	1	4
102	отличается от	3	4
103	же в	3	4
104	одной из	1	4
105	сказать что	4	4
106	другой стороны	7	4
107	это и	3	3
108	же как	2	3
109	в сущности	9	3
110	и он	1	3
111	в ней	3	3
112	и на	6	3
113	бы то	1	3
114	в ее	1	3
115	что они	2	3
116	хотя и	4	3
117	когда он	1	3
118	что это	7	3
119	уже в	3	3
120	из этих	1	3
121	не есть	1	3
122	он не	3	3
123	то ни	1	3
124	не будет	1	3
125	который по	1	3
126	ни в	4	3
127	тем не	6	3
128	бы быть	1	3
129	не менее	7	3
130	различного рода	1	3
131	в то	4	3
132	тем что	3	3
133	одна из	1	3
134	никогда не	2	3
135	этом отношении	3	3
136	могут быть	4	3
137	как мы	3	3
138	с ее	1	3
139	свою очередь	2	3
140	сводится к	3	3
141	то или	3	3
142	на том	2	3
143	не с	1	3
144	мог бы	1	3
145	столь же	1	3
146	в конечном	2	3
147	между тем	6	3
148	а именно	2	3
149	один из	5	3
150	и даже	2	3
151	или иначе	3	3
152	в свою	2	3
