N	3gram	Bakhtin_Fr_3	Narrotol
1	в данном случае	2	8
2	в том что	1	5
3	то же время	6	4
4	той или иной	2	4
5	в то же	6	4
6	не может быть	2	4
7	по отношению к	2	3
8	подобно тому как	1	3
9	в этом отношении	2	3
10	для того чтобы	3	3
11	в первом случае	1	3
12	о том что	2	2
13	до сих пор	4	2
14	в отличие от	3	2
15	но и в	2	2
16	как раз в	2	2
17	войне и мире	1	2
18	в связи с	4	2
19	дело в том	1	2
20	во всяком случае	1	2
21	в свою очередь	1	2
22	можно сказать что	2	2
23	что иное как	1	1
24	же в этой	1	1
25	какой бы то	1	1
26	об этом свидетельствует	1	1
27	жизни то есть	1	1
28	большей или меньшей	3	1
29	в том числе	3	1
30	границы между ними	1	1
31	сих пор еще	1	1
32	с другой стороны	1	1
33	с точки зрения	1	1
34	и не может	1	1
35	как и все	3	1
36	в той же	4	1
37	жизни и смерти	2	1
38	бы то ни	1	1
39	как мы увидим	1	1
40	он и не	1	1
41	только то что	1	1
42	рода ключом к	1	1
43	об этом в	1	1
44	но и самого	1	1
45	прежде всего тем	1	1
46	и придает ему	1	1
47	мы еще вернемся	4	1
48	к жизни и	1	1
49	может быть и	1	1
50	еще вернемся к	1	1
51	имеет дело не	1	1
52	все что было	1	1
53	в особенности в	1	1
54	как и в	2	1
55	дело не с	1	1
56	то ни было	1	1
57	из них мы	1	1
58	в значительной степени	2	1
59	всего тем что	1	1
60	но это вовсе	1	1
61	в большей или	2	1
62	в той или	2	1
63	первом случае мы	1	1
64	связи с этим	1	1
65	до нас в	1	1
66	в том именно	1	1
67	имея в виду	1	1
68	само по себе	1	1
69	и в самом	1	1
70	и т.п это	1	1
71	том числе и	2	1
72	но все же	1	1
73	но и не	1	1
74	во втором случае	1	1
75	не подлежит сомнению	1	1
76	на самом деле	3	1
77	или иной степени	1	1
78	быть и не	1	1
79	внешнего и внутреннего	1	1
80	с большей или	1	1
81	в отрыве от	1	1
82	в целом как	1	1
83	своего рода ключом	1	1
84	как мы видели	2	1
