N	3gram	Tiupa_Anal_2	Istorich
1	с другой стороны	2	8
2	с одной стороны	4	7
3	в этом случае	4	6
4	в том что	6	5
5	не только в	2	4
6	о том что	6	4
7	в данном случае	5	3
8	в тех случаях	1	3
9	тех случаях когда	1	3
10	не может быть	1	3
11	но и в	1	2
12	только то что	1	2
13	точно так же	1	2
14	по отношению к	4	2
15	можно было бы	2	2
16	как и в	3	2
17	что иное как	1	1
18	при встрече с	1	1
19	не столько о	1	1
20	в обоих случаях	2	1
21	более или менее	1	1
22	одно из значений	1	1
23	как бы с	1	1
24	в частности в	2	1
25	одну из его	1	1
26	то и другое	1	1
27	в таком случае	2	1
28	в этих случаях	1	1
29	на этот вопрос	1	1
30	со всех сторон	1	1
31	с этой точки	1	1
32	вместе с ними	1	1
33	и то что	2	1
34	как и вся	1	1
35	одно и то	1	1
36	в этом месте	1	1
37	в противоречие с	1	1
38	еще ничего не	1	1
39	ничего не означает	1	1
40	но и на	1	1
41	и то же	1	1
42	как один из	1	1
43	так или иначе	1	1
44	то что все	1	1
45	в том смысле	1	1
46	в свое время	1	1
47	этой точки зрения	1	1
48	есть не что	1	1
49	могут быть только	1	1
50	все того же	1	1
51	в борьбе с	2	1
52	том смысле что	1	1
53	жизнью и смертью	1	1
54	и тем самым	2	1
55	и те же	1	1
56	подобно тому как	3	1
57	речь идет о	1	1
58	не менее в	1	1
59	можно сказать что	1	1
60	на то что	2	1
61	не что иное	1	1
62	тем не менее	3	1
63	друг с другом	1	1
64	в себе не	1	1
