N	2gram	Bakhtin_sl_2	FransuaR
1	и в	39	49
2	то есть	26	32
3	прежде всего	8	19
4	в его	7	18
5	и на	4	17
6	не только	24	17
7	и его	33	17
8	в этом	16	15
9	и не	22	15
10	в них	6	13
11	только в	5	13
12	но и	21	13
13	как и	6	11
14	xvii веке	1	11
15	и т.п	2	11
16	как бы	7	11
17	в этой	1	10
18	в xvii	2	10
19	вовсе не	10	10
20	xvii века	2	9
21	в средние	1	9
22	в нем	19	9
23	для него	7	9
24	и др	4	9
25	все это	16	9
26	в романе	46	9
27	в сущности	6	8
28	отношение к	4	8
29	до нас	1	8
30	во франции	2	8
31	средние века	1	8
32	то же	4	7
33	все же	6	7
34	все эти	6	7
35	таким образом	8	7
36	на протяжении	2	7
37	как мы	7	7
38	один из	5	7
39	не может	20	7
40	жизни и	6	7
41	мы уже	2	6
42	именно в	2	6
43	во всех	12	6
44	в истории	11	6
45	с их	3	6
46	так и	15	6
47	и с	9	6
48	рядом с	3	6
49	точки зрения	8	6
50	но он	2	6
51	xviii века	1	6
52	в то	4	6
53	же время	4	6
54	в себя	2	6
55	в литературе	1	6
56	то что	2	6
57	здесь в	3	6
58	так как	4	6
59	сказать что	3	6
60	с точки	3	5
61	с его	7	5
62	но не	6	5
63	в своем	6	5
64	выражение в	1	5
65	при этом	7	5
66	в эту	1	5
67	в своей	1	5
68	никогда не	7	5
69	уже говорили	1	5
70	роль в	2	5
71	уже в	2	5
72	может быть	37	5
73	xvii и	1	5
74	протяжении всего	1	5
75	в особенности	3	5
76	пародии на	1	5
77	и потому	7	5
78	в основном	4	5
79	отношения к	4	4
80	и до	1	4
81	и к	6	4
82	но в	6	4
83	в себе	2	4
84	этот процесс	1	4
85	но все	5	4
86	лишь в	3	4
87	в этих	7	4
88	и более	2	4
89	с ним	7	4
90	одна из	4	4
91	в области	2	4
92	характер и	1	4
93	с другой	5	4
94	и мировоззрения	1	4
95	и чисто	2	4
96	в известной	1	4
97	мы находим	1	4
98	а в	4	4
99	тем что	1	4
100	в форме	2	4
101	до сих	2	4
102	и образов	1	4
103	не было	2	4
104	там где	6	4
105	и о	1	4
106	сих пор	2	4
107	том что	5	4
108	в духе	1	4
109	в своих	1	4
110	значение в	2	4
111	также и	2	3
112	человека и	3	3
113	в самом	1	3
114	место в	1	3
115	почти все	2	3
116	и со	1	3
117	не был	2	3
118	точка зрения	2	3
119	менее всего	2	3
120	для которого	1	3
121	да и	1	3
122	но именно	1	3
123	всех этих	4	3
124	но прежде	2	3
125	в плане	5	3
126	на все	1	3
127	и других	4	3
128	ни в	4	3
129	далеко не	2	3
130	несмотря на	1	3
131	мы видели	2	3
132	во всем	4	3
133	направлен на	1	3
134	в одном	2	3
135	даже в	2	3
136	его целом	1	3
137	лиц и	1	3
138	только с	2	3
139	и это	1	3
140	с ее	2	3
141	существенное значение	1	3
142	в собственном	3	3
143	культуры и	1	3
144	так в	2	3
145	но здесь	4	3
146	в виду	1	3
147	века на	1	3
148	о том	2	3
149	другими словами	1	3
150	в значительной	6	3
151	к нему	3	3
152	наконец в	4	3
153	века и	1	3
154	же в	1	3
155	людей с	2	3
156	большей или	1	3
157	что он	2	3
158	с одной	5	3
159	этого процесса	3	3
160	этом отношении	3	3
161	и особенно	2	3
162	связан с	3	3
163	или меньшей	1	3
164	превращается в	1	3
165	нужно сказать	1	3
166	одной стороны	5	3
167	например у	2	3
168	и все	5	3
169	в том	5	3
170	жизни в	2	3
171	другой стороны	1	3
172	как известно	1	2
173	одним из	2	2
174	по преимуществу	1	2
175	собственном смысле	3	2
176	и значение	1	2
177	на материале	2	2
178	он как	1	2
179	на мир	2	2
180	в ней	3	2
181	литературы и	1	2
182	меньше чем	2	2
183	еще не	7	2
184	это и	2	2
185	за пределы	2	2
186	как к	3	2
187	целый ряд	1	2
188	что слово	1	2
189	та же	1	2
190	в нашем	2	2
191	на то	1	2
192	мы наблюдаем	2	2
193	на его	2	2
194	над романом	1	2
195	и еще	1	2
196	и за	1	2
197	значительной степени	6	2
198	связанные с	4	2
199	в мире	1	2
200	на этой	1	2
201	зрения на	2	2
202	свободного и	1	2
203	пародии и	1	2
204	должен был	1	2
205	в низких	1	2
206	и идеологии	1	2
207	автора и	2	2
208	смысл и	2	2
209	в отношении	4	2
210	наших дней	1	2
211	и без	1	2
212	в их	2	2
213	его современников	1	2
214	на фоне	4	2
215	в условиях	1	2
216	точку зрения	3	2
217	на языке	1	2
218	что в	3	2
219	диалога в	1	2
220	эти формы	4	2
221	того как	2	2
222	того чтобы	2	2
223	ничего не	1	2
224	к ней	2	2
225	связи с	3	2
226	могут быть	7	2
227	здесь не	4	2
228	без всякого	2	2
229	сочетается с	1	2
230	в пределах	13	2
231	в дальнейшем	2	2
232	притом в	2	2
233	особенно в	2	2
234	еще в	1	2
235	не были	1	2
236	громадное значение	2	2
237	связанная с	1	2
238	в другом	2	2
239	можно сказать	1	2
240	во все	1	2
241	нуждается в	2	2
242	всего что	1	2
243	в ту	1	2
244	и следовательно	1	2
245	и интерпретации	3	2
246	в формах	1	2
247	одной из	1	2
248	проникнуть в	1	2
249	всяком случае	2	2
250	здесь с	1	2
251	именно на	2	2
252	со всеми	2	2
253	в качестве	1	2
254	в новое	4	2
255	за счет	1	2
256	характерно что	1	2
257	в конце	1	2
258	мы можем	1	2
259	у него	3	2
260	даже и	4	2
261	эти явления	1	2
262	и даже	7	2
263	и произведения	1	2
264	мы еще	1	2
265	связано с	3	2
266	смысла и	3	2
267	до конца	17	2
268	человек в	6	2
269	в связи	2	2
270	вместе с	2	2
271	в него	7	2
272	xix века	4	2
273	срастается с	1	2
274	вокруг себя	1	2
275	для понимания	1	2
276	своего времени	1	2
277	мы сказали	2	2
278	но это	3	2
279	в смысле	4	2
280	пределах одной	1	2
281	и становится	1	2
282	на новый	1	2
283	сознания и	1	2
284	еще раз	3	2
285	хотя и	2	2
286	в дон-кихоте	2	2
287	и смысл	1	2
288	и могли	1	2
289	и другие	2	2
290	всех других	1	2
291	и xviii	1	2
292	ко всему	1	2
293	включает в	2	2
294	во всяком	3	2
295	все что	2	2
296	еще слишком	2	2
297	символы этой	1	1
298	и шире	1	1
299	например в	5	1
300	поэтому даже	1	1
301	покупается ценою	1	1
302	новое время	2	1
303	он может	1	1
304	силы и	1	1
305	xvi веков	1	1
306	произведение которое	1	1
307	мировоззрения и	1	1
308	проникает в	2	1
309	должна быть	3	1
310	и этот	1	1
311	и литературы	1	1
312	той же	3	1
313	есть не	1	1
314	литературы но	1	1
315	был конечно	1	1
316	и xv	1	1
317	характер его	1	1
318	единство и	3	1
319	время от	1	1
320	и стиль	1	1
321	о формах	2	1
322	для раскрытия	1	1
323	но она	2	1
324	роман в	3	1
325	все здесь	1	1
326	конечно и	2	1
327	того же	1	1
328	всех сторон	2	1
329	и быта	1	1
330	для выражения	1	1
331	на них	2	1
332	и зачатки	1	1
333	в чем	3	1
334	за свое	1	1
335	основном на	1	1
336	бы она	1	1
337	в создании	1	1
338	иной характер	1	1
339	видели что	1	1
340	конечно от	1	1
341	в противовес	2	1
342	почти до	2	1
343	значение и	1	1
344	возрастов и	1	1
345	по отношению	4	1
346	вступают в	1	1
347	и речи	2	1
348	связи и	2	1
349	жанрах и	1	1
350	чем же	1	1
351	и ложь	1	1
352	в одной	1	1
353	независимо от	2	1
354	как в	13	1
355	процесс формирования	1	1
356	этой власти	1	1
357	стороны и	3	1
358	повсюду здесь	1	1
359	более и	1	1
360	один только	1	1
361	однако не	1	1
362	перед нами	3	1
363	стилем в	1	1
364	и наконец	5	1
365	бытового диалога	1	1
366	определили и	1	1
367	конечно не	5	1
368	на символ	1	1
369	к иной	2	1
370	для второй	1	1
371	с самого	1	1
372	в целом	1	1
373	сливается с	4	1
374	он в	1	1
375	без учета	1	1
376	сущности и	1	1
377	с диалогической	1	1
378	явлений не	1	1
379	нами в	1	1
380	на важнейшие	1	1
381	эпохи и	2	1
382	от необходимости	1	1
383	и те	1	1
384	играет и	1	1
385	так сказать	6	1
386	например вольтера	1	1
387	быть только	1	1
388	оно было	2	1
389	он не	2	1
390	и художественно	2	1
391	которая является	1	1
392	в корне	1	1
393	покаяния и	1	1
394	кажется нам	2	1
395	влияние на	2	1
396	из него	2	1
397	его от	3	1
398	века это	1	1
399	и по	1	1
400	на этом	3	1
401	всех своих	1	1
402	людей и	2	1
403	заложенную в	1	1
404	в нее	2	1
405	резко отличает	1	1
406	смысле в	1	1
407	сознание и	3	1
408	и дальше	3	1
409	нем есть	1	1
410	об этом	1	1
411	говорить не	1	1
412	его в	4	1
413	входит в	4	1
414	как особый	2	1
415	это не	5	1
416	особое отношение	1	1
417	о которых	1	1
418	соединение в	1	1
419	восприятие и	1	1
420	разобранные нами	1	1
421	в самую	1	1
422	но лишь	2	1
423	не всегда	2	1
424	всегда и	1	1
425	основные линии	1	1
426	все условия	1	1
427	как сказано	1	1
428	его слова	7	1
429	в один	1	1
430	его нельзя	1	1
431	роман этот	1	1
432	в такой	1	1
433	идеологической жизни	1	1
434	к абстрактному	1	1
435	в кавычки	1	1
436	мы говорили	1	1
437	от времени	1	1
438	свой смысл	2	1
439	франции в	2	1
440	должны были	1	1
441	не менее	4	1
442	силу и	1	1
443	исключительно на	1	1
444	не в	9	1
445	с разложением	1	1
446	своего расцвета	1	1
447	есть именно	1	1
448	уже сказали	1	1
449	и единого	1	1
450	в историческом	2	1
451	освободиться от	1	1
452	можем сказать	1	1
453	и вся	1	1
454	и есть	1	1
455	она не	6	1
456	благодаря этой	2	1
457	себя момент	1	1
458	до известной	1	1
459	можно понимать	1	1
460	как о	2	1
461	тогда когда	2	1
462	дело в	2	1
463	и отдельных	1	1
464	и имеет	1	1
465	чтобы стать	1	1
466	для всего	1	1
467	только не	1	1
468	текста и	1	1
469	от эпохи	1	1
470	на тему	1	1
471	или как	4	1
472	таким путем	1	1
473	двусмысленности и	1	1
474	нам важно	1	1
475	же он	1	1
476	шире и	1	1
477	на самой	1	1
478	входят в	2	1
479	не столь	1	1
480	достаточно напомнить	1	1
481	острое ощущение	1	1
482	есть к	1	1
483	конечно по	1	1
484	стиль и	1	1
485	к себе	1	1
486	не могут	5	1
487	с исключительной	1	1
488	и сам	1	1
489	xiv и	1	1
490	для развития	1	1
491	вокруг него	2	1
492	и другим	2	1
493	что уже	1	1
494	вырождается в	2	1
495	всего о	1	1
496	слова с	4	1
497	для того	2	1
498	отношении он	1	1
499	оно не	8	1
500	жанров и	1	1
501	с образом	1	1
502	должен быть	2	1
503	значение это	1	1
504	правда не	1	1
505	некоторой степени	1	1
506	говорят на	1	1
507	то она	1	1
508	как не	1	1
509	всем этим	2	1
510	языка и	9	1
511	романе в	3	1
512	него самого	1	1
513	совершался в	1	1
514	например о	1	1
515	понимание и	1	1
516	и которые	1	1
517	во второй	1	1
518	все остальные	1	1
519	слово и	5	1
520	поэтому в	1	1
521	для этого	4	1
522	путем перевода	1	1
523	образом в	1	1
524	о нем	2	1
525	и здесь	2	1
526	и оценке	2	1
527	или на	2	1
528	в различных	2	1
529	из образов	1	1
530	чтобы добиться	1	1
531	знает что	1	1
532	должно было	1	1
533	того или	1	1
534	а во	1	1
535	своим предметом	2	1
536	резче и	1	1
537	в две	1	1
538	что и	3	1
539	например те	1	1
540	у сервантеса	1	1
541	отметить что	3	1
542	во всей	1	1
543	лишь к	1	1
544	этот последний	1	1
545	в бытовой	3	1
546	ее представители	1	1
547	в художественной	1	1
548	литературных и	1	1
549	представления о	1	1
550	в свете	3	1
551	сразу в	1	1
552	знания и	1	1
553	и она	1	1
554	все формы	2	1
555	того что	1	1
556	таких произведений	1	1
557	стал основным	1	1
558	как например	2	1
559	хотя бы	3	1
560	в какой	1	1
561	целом ряде	1	1
562	таких моментов	1	1
563	линию развития	1	1
564	и действительно	1	1
565	правда и	2	1
566	поэтому и	4	1
567	проявляется в	1	1
568	моментов как	1	1
569	всех его	3	1
570	никак нельзя	1	1
571	и ее	1	1
572	и идеологических	1	1
573	романа но	2	1
574	всего xvii	1	1
575	все они	2	1
576	из которого	1	1
577	есть чисто	1	1
578	с нею	1	1
579	идеологии и	1	1
580	в большинстве	6	1
581	всем его	2	1
582	борьбы с	3	1
583	себя и	4	1
584	в виде	2	1
585	но самое	1	1
586	а это	1	1
587	большинстве случаев	5	1
588	за ним	1	1
589	всех сферах	1	1
590	одно из	1	1
591	и их	5	1
592	эти три	1	1
593	слова в	13	1
594	в прошлом	2	1
595	к ним	1	1
596	не о	1	1
597	до некоторой	1	1
598	романом но	1	1
599	свое выражение	1	1
600	жизни на	1	1
601	как раз	1	1
602	и оценки	1	1
603	чтобы оно	1	1
604	характерны для	1	1
605	конца в	1	1
606	с традицией	1	1
