N	4gram	Losev_Dial_3	Problema
1	и тем не менее	2	3
2	ни в коем случае	3	3
3	или по крайней мере	1	2
4	а это значит что	1	2
5	не что иное как	6	2
6	в то время как	4	2
7	уж во всяком случае	1	2
8	ни в каком смысле	3	2
9	не чем иным как	1	2
10	в каком смысле не	1	2
11	есть не что иное	3	2
12	т д и т	5	1
13	по крайней мере в	3	1
14	мы имеем в виду	1	1
15	и у меня в	1	1
16	д и т д	5	1
17	в коем случае не	3	1
18	мы вовсе не имеем	1	1
19	при помощи того или	1	1
20	и т д и	6	1
21	и в то же	1	1
22	даже и не просто	1	1
23	это значит что мы	3	1
24	в том смысле что	1	1
25	это значит что его	1	1
26	несмотря ни на какую	1	1
27	ничего не говорит о	2	1
28	бы то ни было	1	1
29	с этой точки зрения	2	1
30	тем не менее в	1	1
31	это не значит что	1	1
32	только на то что	2	1
33	не содержит в себе	1	1
34	и уж тем более	1	1
35	не тем что оно	1	1
36	так же как и	1	1
37	необходимо категорически утверждать что	1	1
38	т е есть ничто	1	1
39	помощи того или иного	1	1
40	то это значит что	3	1
41	не говоря уже о	2	1
42	если иметь в виду	2	1
