N	4gram	Voloshinov_1	PoTuStor
1	фрейд и его ученики	3	3
2	ни в чем не	2	3
3	протяжении всей жизни человека	3	2
4	с его все позволено	2	2
5	к матери и к	1	2
6	только в переводе на	1	2
7	матери и к отцу	1	2
8	испытание с точки зрения	2	2
9	мир по ту сторону	1	2
10	сущность его сводится к	1	2
11	на протяжении всей жизни	4	2
12	пережитый рай внутриутробного состояния	1	1
13	эти компромиссы сознания с	1	1
14	организм а три основных	1	1
15	прошла в угол и	1	1
16	идеи т.е вся область	1	1
17	есть прежде всего животное	1	1
18	ними уже не может	1	1
19	друг на друга в	1	1
20	смеющемся союзника и этим	1	1
21	облачившись в форму остроты	1	1
22	и ссылаются только друг	1	1
23	сопротивления компромиссные образования т.е	1	1
24	и входит в высшую	1	1
25	libido рассеяно по всему	1	1
26	наименее понятен ребенку именно	1	1
27	науки о психическом к	1	1
28	привязанность не соединимых на	1	1
29	еще не стали организующим	1	1
30	под прикрытием художественной формы	1	1
31	ее поступка она ответила	1	1
32	выполнил в ранний инфантильный	1	1
33	ним фрейд понимает бессознательное	1	1
34	с недозволенным но всегда	1	1
35	на друга в более	1	1
36	в психоаналитической теории и	1	1
37	при сосании anus или	1	1
38	сейчас же заметим что	1	1
39	врачу полутемный кабинет в	1	1
40	свирепый характер своим врагам	1	1
41	с ужасом рождается и	1	1
42	реальность освободить от серьезности	1	1
43	процессом и органическим ощущением	1	1
44	страх рождения становится первым	1	1
45	в науке фрейд и	1	1
46	брейер пользовались гипнозом полным	1	1
47	широко пользуется этой привилегией	1	1
48	органически влечет к инцесту	1	1
49	хорошая шутка нуждается в	1	1
50	оживляющую предмет застывший в	1	1
51	к вытесненному влечению законы	1	1
52	к возвращению назад в	1	1
53	полового удовлетворения непристойность рассчитана	1	1
54	внутри организма показатель достигнутого	1	1
55	приятно оживляющую предмет застывший	1	1
56	когда фрейд и его	1	1
57	человека в мир травматично	1	1
58	дело в том что	1	1
59	цельного человека ни одно	1	1
60	те же законы которые	1	1
61	связанные с погребением обряды	1	1
62	прочными ассоциативными нитями с	1	1
63	объективного физиологического анализа травмы	1	1
64	разыгрываем возврат в материнское	1	1
65	начинает навязчиво повторять и	1	1
66	пользовались гипнозом полным или	1	1
67	быть ничего общего не	1	1
68	рождения больной должен освободиться	1	1
69	общем можно сказать что	1	1
70	свою тенденцию делает ее	1	1
71	другому человеку инфантильное самодовление	1	1
72	в материнском чреве носит	1	1
73	ее присутствие хотя бы	1	1
74	и принужден покинуть арену	1	1
75	в мир травматично организм	1	1
76	события взрослой жизни заимствуют	1	1
77	как изживанием и преодолением	1	1
78	вытесненным инфантильным влечениям сексуальным	1	1
79	образы художественного творчества философские	1	1
80	этим скрытым мыслям т.е	1	1
81	поверхностным головным не захватывающим	1	1
82	психические образования не доходящие	1	1
83	мир для них почти	1	1
84	психического всей остальной психологии	1	1
85	лады и со всеми	1	1
86	иногда и первую эрекцию	1	1
87	которые созидают формальную структуру	1	1
88	был предоставлен чистому принципу	1	1
89	то нам кажется что	1	1
90	символов замещающих объекты вытесненного	1	1
91	по смыслу образов перенесением	1	1
92	образов сна стали классическими	1	1
93	изживанием и преодолением на	1	1
94	инфантильный рай с его	1	1
95	с ними разнообразных чувств	1	1
96	человеке абстрактно выделяется и	1	1
97	может соединиться с любым	1	1
98	рождения является по ранку	1	1
99	знаменует преодоление травмы греки	1	1
100	от тесных ассоциативных связей	1	1
101	влечения они являются только	1	1
102	только себя и ссылаются	1	1
103	и философов о психофизическом	1	1
104	как некое чужеродное тело	1	1
105	только одним принципом принципом	1	1
106	браку на которые переносится	1	1
107	сна превращением аффектов в	1	1
108	стали классическими и образцовыми	1	1
109	человек не может во	1	1
110	зрения каждого из этих	1	1
111	к врачу полутемный кабинет	1	1
112	назад в этот uterus	1	1
113	снова разыгрываем это состояние	1	1
114	инфантильный период жизни когда	1	1
115	и через класс становится	1	1
116	дозволенного с недозволенным но	1	1
117	два момента явное содержание	1	1
118	введением ряда посредствующих образов	1	1
119	в общем можно сказать	1	1
120	в комнате на вопрос	1	1
121	эрекцию ребенок тянется в	1	1
122	ранний инфантильный период жизни	1	1
123	от серьезности жизни и	1	1
124	связанных как с вытесненным	1	1
125	очень сложны определяющая их	1	1
126	по которой можно добраться	1	1
127	участок тела может стать	1	1
128	науке фрейд и его	1	1
129	применил метод толкования снов	1	1
130	в суррогат ersatzbildung материнского	1	1
