N	3gram	Kanaev_Sov_1	FransuaR
1	то же время	1	10
2	в то же	1	10
3	до сих пор	1	8
4	в том что	1	6
5	и в то	1	5
6	в настоящее время	2	3
7	не подлежит сомнению	2	3
8	в связи с	1	3
9	мы видели что	3	3
10	и до сих	1	2
11	с точки зрения	5	2
12	бы то ни	1	2
13	в данном случае	1	2
14	с одной стороны	1	2
15	дело в том	1	2
16	мы видим что	1	2
17	не может быть	4	2
18	в которой он	1	1
19	какой бы то	1	1
20	по отношению к	1	1
21	на самом деле	1	1
22	в самом деле	1	1
23	одной стороны и	1	1
24	в отличие от	2	1
25	в науке и	1	1
26	может быть и	2	1
27	что дело идет	1	1
28	та самая которая	1	1
29	образом одна из	1	1
30	и могут быть	1	1
31	то ни было	1	1
32	так сказать классический	1	1
33	но мы уже	1	1
34	вот пример такого	1	1
35	быть и речи	1	1
36	как например при	1	1
37	в известном смысле	1	1
38	и в этом	1	1
39	не в том	1	1
40	и что она	1	1
41	и в настоящее	1	1
42	в свое время	1	1
43	до наших дней	1	1
44	под углом зрения	1	1
45	мы не можем	6	1
46	может быть таким	1	1
47	тем же законам	1	1
48	с самого начала	3	1
49	и прежде всего	1	1
50	как мы видим	1	1
51	ни о каком	1	1
52	в этом смысле	1	1
53	это как бы	1	1
54	лишь там где	1	1
55	можно было бы	1	1
56	друг с другом	2	1
57	в новое время	1	1
58	то же самое	2	1
59	той или иной	1	1
