N	3gram	Vygotskiy__4	Myshleni
1	в том что	12	19
2	по отношению к	1	10
3	с точки зрения	4	10
4	мы могли бы	1	9
5	для того чтобы	19	8
6	с самого начала	5	7
7	к тому что	5	7
8	так же как	3	6
9	в то время	2	6
10	можно сказать что	1	6
11	то же самое	6	6
12	можно было бы	4	5
13	то время как	2	5
14	заключается в том	3	5
15	друг с другом	4	5
16	потому что он	2	4
17	в своем развитии	1	4
18	в сущности говоря	2	4
19	по самой своей	1	4
20	а другой раз	1	4
21	тому что он	1	4
22	на то что	6	4
23	самой своей природе	1	4
24	и той же	2	3
25	те же самые	2	3
26	до сих пор	3	3
27	из того что	1	3
28	друг к другу	1	3
29	так же точно	5	3
30	мы знаем что	1	3
31	одной и той	2	3
32	показать что все	2	2
33	мы и в	1	2
34	в этом смысле	1	2
35	бы сказать что	1	2
36	в одной и	1	2
37	и не может	1	2
38	мы не станем	1	2
39	только то что	1	2
40	с тем что	1	2
41	на этот вопрос	1	2
42	вместе с тем	2	2
43	как раз в	4	2
44	то что он	3	2
45	была в том	1	2
46	что все эти	1	2
47	с другой стороны	2	2
48	вместо того чтобы	2	2
49	то что мы	3	2
50	не только не	2	2
51	с тем и	1	2
52	совершенно очевидно что	1	2
53	не может быть	1	2
54	потому что его	1	1
55	таким образом что	2	1
56	что иное как	1	1
57	и в конце	2	1
58	психологической точки зрения	1	1
59	оно может быть	1	1
60	всякий раз после	1	1
61	и с какими	1	1
62	ответить на этот	1	1
63	на самом деле	5	1
64	в том и	1	1
65	никак не может	2	1
66	внимание на то	2	1
67	о том как	2	1
68	же как и	1	1
69	того чтобы ответить	1	1
70	в самом конце	3	1
71	тому что в	1	1
72	он не должен	1	1
73	именно то что	1	1
74	сами по себе	3	1
75	понятия и в	1	1
76	самом деле не	1	1
77	что он не	4	1
78	для этого нужно	1	1
79	по себе и	2	1
80	было бы показать	1	1
81	так как мы	2	1
82	таким образом сам	1	1
83	то что в	3	1
84	но он не	1	1
85	точно так же	3	1
86	этот вопрос можно	1	1
87	с этой точки	1	1
88	не то что	3	1
89	в полном смысле	1	1
90	этого нужно было	1	1
91	она возникает как	1	1
92	в каком отношении	1	1
93	бы показать что	1	1
94	в том или	1	1
95	сам по себе	2	1
96	один из них	1	1
97	не только в	1	1
98	в первый раз	3	1
99	то что она	1	1
100	с одной стороны	3	1
101	чтобы ответить на	1	1
102	тот факт что	1	1
103	с психологической точки	1	1
104	так как она	3	1
105	и в этом	3	1
106	ясно что в	1	1
107	что самое важное	1	1
108	только в самом	1	1
109	полном смысле этого	1	1
110	как бы в	1	1
111	мы назвали выше	1	1
112	можем заключить что	1	1
113	потому что они	1	1
114	этой точки зрения	1	1
115	потому что и	1	1
116	но и вообще	1	1
117	мы остановились на	1	1
118	надо сказать что	3	1
119	нашего исследования и	1	1
120	то обстоятельство что	1	1
121	мы не можем	1	1
122	не что иное	1	1
123	же самое что	2	1
124	должен был заканчивать	1	1
125	к другу в	1	1
126	в свою очередь	1	1
127	но совершенно очевидно	1	1
128	до конца и	1	1
129	из этого ряда	1	1
130	самое в отношении	1	1
131	к выводу что	1	1
132	но в этом	1	1
133	в самом деле	7	1
134	связь и сцепление	1	1
135	смысле этого слова	3	1
136	для психологического исследования	1	1
137	это было вызвано	1	1
138	раскрывается перед нами	1	1
139	мы встречаемся с	1	1
140	он утверждает что	1	1
141	это на примере	1	1
142	же самое в	1	1
143	может быть в	1	1
144	подобно тому как	1	1
145	ничего общего с	1	1
146	что и в	1	1
147	в конце концов	3	1
148	как бы он	1	1
149	замечательно то что	1	1
