N	2gram	Vygotskiy__2	VrazhdaK
1	не только	12	9
2	в этом	13	8
3	и в	32	8
4	и что	22	8
5	но и	10	7
6	и все	4	7
7	то что	21	7
8	что в	20	7
9	все же	4	6
10	но в	3	6
11	в нем	4	6
12	как и	10	6
13	в котором	1	6
14	и с	4	6
15	о нем	1	6
16	и даже	5	6
17	в романе	2	6
18	то же	13	5
19	об этом	3	5
20	в то	5	5
21	же время	2	5
22	между тем	4	5
23	не было	2	5
24	в россии	1	5
25	и не	10	5
26	в ней	5	4
27	что он	13	4
28	в истории	1	4
29	целый ряд	6	4
30	при этом	13	4
31	это не	2	4
32	несмотря на	4	4
33	все это	5	4
34	в виду	3	4
35	о том	6	4
36	для нас	2	4
37	может быть	18	4
38	как бы	6	4
39	в своих	9	4
40	так же	18	4
41	речь идет	1	3
42	одним из	1	3
43	в чем	4	3
44	с его	2	3
45	и как	7	3
46	на то	11	3
47	его в	1	3
48	он не	6	3
49	далеко не	5	3
50	и уже	1	3
51	том что	21	3
52	но он	3	3
53	что есть	1	3
54	в русской	1	3
55	и его	7	3
56	связи с	1	3
57	и о	1	3
58	что у	5	3
59	и во	1	3
60	русской литературе	1	3
61	в его	2	3
62	в том	37	3
63	и у	2	3
64	в конце	3	3
65	тем что	9	3
66	в связи	1	3
67	наряду с	4	3
68	к этому	1	3
69	отношения к	1	2
70	в русских	1	2
71	же как	4	2
72	и то	3	2
73	на место	1	2
74	и он	3	2
75	он сам	1	2
76	столь же	4	2
77	но как	3	2
78	ответ на	2	2
79	и достоевский	1	2
80	отнюдь не	5	2
81	в той	1	2
82	его на	1	2
83	в этой	6	2
84	в себе	2	2
85	чувств и	1	2
86	в нашей	3	2
87	их в	2	2
88	нашего времени	1	2
89	таким образом	21	2
90	в одну	1	2
91	в глазах	1	2
92	в них	2	2
93	а с	2	2
94	мы знаем	7	2
95	в эту	1	2
96	точки зрения	17	2
97	в своей	3	2
98	и ее	3	2
99	с точки	10	2
100	место в	2	2
101	не менее	8	2
102	том же	2	2
103	в повести	1	2
104	одна из	1	2
105	никогда не	9	2
106	п в	1	2
107	и далее	2	2
108	его с	2	2
109	на это	3	2
110	и это	4	2
111	же не	1	2
112	этот роман	1	2
113	так в	2	2
114	еще не	2	2
115	тем более	2	2
116	пришел к	2	2
117	уже не	1	2
118	при помощи	10	2
119	из них	4	2
120	его и	1	2
121	для него	1	2
122	от сознания	2	2
123	отношение к	2	2
124	к ним	2	2
125	как раз	5	2
126	о влиянии	1	2
127	с которым	1	2
128	этот рассказ	1	2
129	не может	17	2
130	вместе с	2	2
131	в него	2	2
132	но это	2	2
133	о достоевском	1	2
134	а в	4	2
135	в свою	3	2
136	это в	2	2
137	а между	1	1
138	как известно	1	1
139	от этой	1	1
140	к людям	2	1
141	ко всем	1	1
142	также и	2	1
143	человека и	1	1
144	того же	2	1
145	это и	1	1
146	что иван	1	1
147	идет о	1	1
