N	3gram	Bakhtin_Fr_1	Vladivir
1	в том что	6	10
2	с точки зрения	3	6
3	не может быть	1	6
4	как раз и	2	5
5	дело в том	2	5
6	к тому же	1	5
7	в настоящее время	1	3
8	на первом плане	1	3
9	во всяком случае	1	3
10	с одной стороны	2	3
11	в то же	1	3
12	в отличие от	4	3
13	сводится к тому	1	2
14	на первый план	1	2
15	на самом же	3	2
16	в этом отношении	3	2
17	в это время	2	2
18	еще и в	1	2
19	даже и в	3	2
20	в связи с	1	2
21	с другой стороны	1	2
22	и в том	2	2
23	самом же деле	3	2
24	бросается в глаза	1	2
25	то же время	1	2
26	в вопросе о	1	2
27	но еще и	1	2
28	однако и в	1	1
29	потому что он	1	1
30	но как раз	1	1
31	сказать что в	1	1
32	в году влияние	1	1
33	половины xix века	1	1
34	и всякого рода	1	1
35	и не только	1	1
36	и так сказать	1	1
37	и ни на	2	1
38	том что он	1	1
39	так и его	1	1
40	каждому из этих	1	1
41	он в сущности	1	1
42	в дальнейшем мы	1	1
43	о которой мы	1	1
44	до сих пор	4	1
45	который был в	1	1
46	находится в состоянии	1	1
47	и во многом	1	1
48	никогда не имел	1	1
49	при этом что	1	1
50	так и с	1	1
51	это вовсе не	1	1
52	времени то есть	2	1
53	в основе своей	2	1
54	и вовсе не	2	1
55	и далеко не	1	1
56	не подлежит никакому	1	1
57	к нему же	1	1
58	второй половины xix	2	1
59	не только в	1	1
60	подлежит никакому сомнению	1	1
61	и с их	1	1
62	хотя и без	1	1
63	в себя и	1	1
64	и не вполне	1	1
65	в известном смысле	1	1
66	в последнее время	1	1
67	человеческой души в	1	1
68	в новое время	3	1
69	все подобного рода	1	1
70	все то что	1	1
71	xix века и	1	1
72	здесь нет ничего	1	1
73	в самом деле	1	1
74	выходит за пределы	3	1
75	той или иной	5	1
76	он еще не	1	1
77	резко отличается от	1	1
78	включает в себя	1	1
79	и многое другое	1	1
80	в том числе	10	1
81	мы видим что	1	1
82	важны прежде всего	1	1
83	для того чтобы	1	1
84	то есть она	1	1
85	ее то есть	1	1
86	в своих поисках	1	1
87	как мы говорили	1	1
88	то есть на	1	1
