N	2gram	Ircho_Kome_3	Narrotol
1	не только	5	26
2	а не	4	17
3	представляет собой	3	16
4	но и	4	15
5	при этом	7	14
6	в том	12	14
7	в качестве	2	14
8	и не	21	14
9	в этом	8	13
10	и в	22	13
11	том что	13	13
12	состоит в	2	12
13	такого рода	1	12
14	только в	1	11
15	в частности	3	11
16	может быть	6	10
17	сводится к	1	9
18	так и	4	9
19	к тому	6	9
20	а в	7	9
21	в себе	4	8
22	то что	4	8
23	не в	4	8
24	не может	3	8
25	к себе	5	7
26	не сводится	1	7
27	у него	4	6
28	в своем	8	6
29	все же	4	6
30	и к	3	6
31	но в	5	6
32	всего лишь	2	6
33	никогда не	3	6
34	ничего не	3	6
35	можно сказать	1	6
36	а также	2	6
37	в его	8	6
38	вслед за	1	6
39	со стороны	11	6
40	прежде всего	5	6
41	как бы	3	6
42	жизни в	1	6
43	я не	1	5
44	ответ на	1	5
45	отличие от	2	5
46	что он	8	5
47	как в	2	5
48	хотя и	5	5
49	в нем	3	5
50	тем не	3	5
51	он не	5	5
52	таким образом	12	5
53	и тем	1	5
54	далеко не	3	5
55	точки зрения	4	5
56	в котором	2	5
57	место в	1	5
58	не столько	1	5
59	в то	6	5
60	на него	4	5
61	о том	8	5
62	с одной	3	5
63	по отношению	5	5
64	с другой	4	5
65	одной стороны	3	5
66	в отличие	1	5
67	отношению к	3	5
68	то же	7	4
69	в ее	3	4
70	в этой	3	4
71	отнюдь не	4	4
72	перед нами	1	4
73	тому же	6	4
74	в силу	2	4
75	в мире	2	4
76	об этом	7	4
77	в глазах	8	4
78	все его	1	4
79	в своей	5	4
80	не к	1	4
81	в конце	7	4
82	не менее	5	4
83	при всей	2	4
84	но при	2	4
85	в себя	1	4
86	времени и	1	4
87	если бы	8	4
88	в другом	2	4
89	уже говорилось	1	4
90	в какой	3	4
91	следует признать	1	4
92	как и	3	4
93	как это	5	4
94	не является	4	4
95	и все	2	4
96	в герое	2	4
97	с ним	5	4
98	и у	1	4
99	жизни и	1	4
100	что в	5	4
101	все что	3	4
102	самом деле	6	3
103	едва ли	7	3
104	а как	2	3
105	мы имеем	1	3
106	пребывания в	2	3
107	с его	3	3
108	но не	1	3
109	что они	2	3
110	в произведениях	2	3
111	как к	1	3
112	в целом	3	3
113	все эти	1	3
114	в ответ	1	3
115	и его	6	3
116	от которого	1	3
117	и по	1	3
118	конечном счете	2	3
119	он является	1	3
120	соответствии с	1	3
121	в слове	1	3
122	о которой	2	3
123	что я	1	3
124	точку зрения	1	3
125	тому что	2	3
126	того чтобы	6	3
127	же время	5	3
128	по своей	1	3
129	этом отношении	2	3
130	и когда	1	3
131	и сам	5	3
132	действующих лиц	1	3
133	строго говоря	1	3
134	между собой	4	3
135	о котором	1	3
136	детьми и	1	3
137	за пределами	2	3
138	в конечном	2	3
139	это не	2	3
140	к ней	8	3
141	один из	3	3
142	никак не	1	3
143	между тем	2	3
144	как раз	6	3
145	и даже	3	3
146	в соответствии	1	3
147	человек в	1	3
148	да и	1	3
149	с этой	3	3
150	и для	4	3
151	а к	1	3
152	сказать что	1	3
153	к его	1	3
154	в таком	2	3
155	и т	4	2
156	из города	2	2
157	к другому	1	2
158	отношения между	1	2
159	мы не	2	2
160	ему в	1	2
161	в ней	4	2
162	еще не	6	2
163	он сам	1	2
164	столь же	3	2
165	о любви	2	2
166	в чем	1	2
167	себе и	1	2
168	ней в	2	2
169	могли бы	1	2
170	как уже	1	2
171	не являются	1	2
172	в самом	9	2
173	себя с	1	2
174	в нашем	1	2
175	из этих	1	2
176	не уступает	1	2
177	раз в	2	2
178	роль в	2	2
179	как он	3	2
180	на то	3	2
181	в случае	1	2
182	что она	4	2
183	чтобы в	2	2
184	не будет	2	2
185	поскольку все	1	2
186	той же	1	2
187	себя не	1	2
188	персонажей и	1	2
189	было бы	3	2
190	должен был	4	2
191	со своими	1	2
192	несмотря на	4	2
193	бы на	1	2
194	за которым	1	2
195	с точки	3	2
196	и что	6	2
197	стало быть	1	2
198	два персонажа	1	2
199	но он	1	2
200	однако в	4	2
201	что с	2	2
202	в обоих	1	2
203	не имеет	3	2
204	текста и	1	2
205	говорить о	3	2
206	картины мира	1	2
207	не могло	1	2
208	своей природе	1	2
209	потому что	10	2
210	для нас	1	2
211	со своим	1	2
212	в сознании	1	2
213	в области	2	2
214	в детстве	1	2
215	и здесь	4	2
216	все то	1	2
217	и он	2	2
218	подобно тому	1	2
219	здесь не	2	2
220	себе самом	1	2
221	то чтобы	1	2
222	что у	1	2
223	можно было	2	2
224	те же	1	2
225	том как	3	2
226	действия но	1	2
227	восходит к	1	2
228	или иначе	2	2
229	что и	8	2
230	казалось что	1	2
231	дело с	3	2
232	со всеми	1	2
233	в начале	3	2
234	в душе	1	2
235	о них	1	2
236	у меня	1	2
237	участие в	1	2
238	одно из	1	2
239	а то	1	2
240	на одном	1	2
241	т п	4	2
242	вовсе не	4	2
243	может служить	1	2
244	не случайно	1	2
245	в других	3	2
246	представляют собой	2	2
247	только на	1	2
248	своему характеру	1	2
249	а с	1	2
250	нового времени	2	2
251	говорит о	1	2
252	превращается в	1	2
253	из наиболее	1	2
254	когда же	1	2
255	если не	3	2
256	более чем	5	2
257	на фоне	1	2
258	так же	4	2
259	к своему	2	2
260	по своему	3	2
261	о чем	7	2
262	видит в	1	2
263	в течение	3	2
264	тому как	1	2
265	его жизни	1	2
266	которое не	1	2
267	а потом	1	2
268	видно что	2	2
269	это был	1	2
270	было ясно	1	2
271	не объясняет	1	2
272	моей жизни	1	2
273	в результате	2	2
274	своей собственной	1	2
275	бы в	4	2
276	тем более	4	2
277	не должен	1	2
278	хотя бы	4	2
279	только что	7	2
280	во время	6	2
281	в свою	7	2
282	в своих	2	2
283	по поводу	1	2
284	во сне	1	2
285	можно назвать	1	2
286	как на	1	2
287	они не	1	2
288	эта новая	1	1
289	их между	1	1
290	как все	1	1
291	отношения к	2	1
292	одним из	2	1
293	например в	1	1
294	начинается с	1	1
295	достаточно вспомнить	2	1
296	в ситуации	1	1
297	перед лицом	2	1
298	тем же	3	1
299	из его	2	1
300	он уже	1	1
301	видеть в	1	1
302	в зависимости	1	1
303	и должен	1	1
304	на пороге	1	1
305	побуждает его	1	1
306	если я	1	1
307	их жизни	1	1
308	после слов	1	1
309	обстоятельств не	1	1
310	на душе	1	1
311	вопрос о	1	1
312	именно к	1	1
313	к самоубийству	1	1
314	с радостью	2	1
315	чувство стыда	1	1
316	детей хотя	1	1
317	а для	1	1
318	на себя	4	1
319	о возможности	1	1
320	к началу	3	1
321	детей не	1	1
322	похожи на	1	1
323	зависимости от	1	1
324	первого и	1	1
325	жизни это	1	1
326	это время	1	1
327	и говорить	1	1
328	собой в	1	1
329	со словами	1	1
330	жизненным опытом	1	1
331	сам а	1	1
332	я на	1	1
333	во всех	2	1
334	могло быть	2	1
335	важный для	1	1
336	в до	1	1
337	в сторону	1	1
338	не входит	1	1
339	свою жизнь	1	1
340	очевидно что	1	1
341	в новом	1	1
342	отношение к	5	1
343	человеку и	1	1
344	в е	1	1
345	за пределы	2	1
346	относится к	1	1
347	наряду с	2	1
348	но перед	1	1
349	в одной	1	1
350	если она	1	1
351	что касается	2	1
352	не думал	1	1
353	им в	1	1
354	и как	1	1
355	и наконец	1	1
356	более или	1	1
357	здесь и	2	1
358	то в	1	1
359	для которого	1	1
360	ситуации в	3	1
361	даже если	2	1
362	в которой	3	1
363	отказывается от	1	1
364	так или	2	1
365	бы не	2	1
366	о матери	1	1
367	не могла	3	1
368	быть только	1	1
369	ведет не	1	1
370	после этого	2	1
371	главное в	1	1
372	образом для	1	1
373	в разработке	1	1
374	нашего времени	1	1
375	на жизнь	1	1
376	что ни	3	1
377	постольку поскольку	1	1
378	на этом	1	1
379	его можно	1	1
380	людей и	2	1
381	прежде чем	3	1
382	так быстро	1	1
383	мне даже	1	1
384	в нее	1	1
385	с собой	1	1
386	исходя из	2	1
387	здесь мы	1	1
388	есть все	1	1
389	конечно в	1	1
390	его не	2	1
391	высказывание в	1	1
392	обоих случаях	1	1
393	жизнь ни	1	1
394	отца и	2	1
395	за другой	1	1
396	всю свою	1	1
397	приходит в	1	1
398	здесь нет	4	1
399	в это	1	1
400	ни в	10	1
401	сто лет	3	1
402	называет его	1	1
403	жениться на	3	1
404	из дома	5	1
405	и особенно	2	1
406	уже была	1	1
407	не всегда	1	1
408	в развитии	2	1
409	при виде	3	1
410	прошлом году	1	1
411	еще раз	1	1
412	не мог	2	1
413	ни другой	1	1
414	между ними	2	1
415	и видит	1	1
416	на первый	1	1
417	или менее	1	1
418	человек и	1	1
419	ничего подобного	1	1
420	но поскольку	1	1
421	в следующем	1	1
422	и без	2	1
423	это делает	1	1
424	же именем	1	1
425	всяком случае	3	1
426	за сто	1	1
427	то его	1	1
428	не от	1	1
429	в которых	5	1
430	его отношение	1	1
431	возвращение к	2	1
432	признать что	1	1
433	их в	3	1
434	его присутствии	2	1
435	связи с	5	1
436	трудно было	2	1
437	ему как	1	1
438	в отношении	4	1
439	случае в	1	1
440	на рубеже	1	1
441	вплоть до	2	1
442	как можно	1	1
443	с которой	1	1
444	она не	2	1
445	в людях	1	1
446	в такое	1	1
447	дело не	2	1
448	на котором	1	1
449	принадлежат к	1	1
450	и притом	1	1
451	в основе	2	1
452	время как	2	1
453	подавляющее большинство	1	1
454	не желая	1	1
455	не приносит	1	1
456	мира каким	1	1
457	системы персонажей	1	1
458	находятся в	1	1
459	и лишь	1	1
460	следует понимать	1	1
461	и после	2	1
462	на мой	1	1
463	и теперь	1	1
464	свидетельствуют о	1	1
465	не по	7	1
466	от ее	1	1
467	от их	1	1
468	свое собственное	1	1
469	его дочь	2	1
470	детей в	1	1
471	если у	1	1
472	в городе	1	1
473	принадлежит к	1	1
474	не могут	2	1
475	он бы	2	1
476	чтобы сделать	1	1
477	ли не	2	1
478	как только	1	1
479	же самое	3	1
480	возникающие в	1	1
481	ли в	2	1
482	прошлом и	2	1
483	если же	2	1
484	с собственной	1	1
485	ярким примером	1	1
486	как мы	2	1
487	что человек	1	1
488	и о	2	1
489	что все	1	1
490	в виду	2	1
491	меня в	1	1
492	и сами	1	1
493	характером и	1	1
494	то время	2	1
495	приводит к	3	1
496	в финале	1	1
497	сводились к	1	1
498	не с	2	1
499	ясно что	6	1
500	было в	1	1
501	особенно в	1	1
502	которая была	1	1
503	во многом	1	1
504	когда в	1	1
505	своему происхождению	1	1
506	к первому	1	1
507	по ее	2	1
508	это только	1	1
509	по сравнению	2	1
510	жизнь и	1	1
511	может послужить	1	1
512	о своей	1	1
513	не на	1	1
514	то они	1	1
515	в раннем	1	1
516	или на	1	1
517	таким же	1	1
518	на что	1	1
519	основе своей	1	1
520	теперь и	1	1
521	звучит так	1	1
522	может не	1	1
523	аналогии с	2	1
524	главный герой	1	1
525	сам себя	2	1
526	это было	1	1
527	как теперь	1	1
528	к нему	5	1
529	которого не	1	1
530	которой было	1	1
531	и во	2	1
532	этот момент	1	1
533	но несомненно	1	1
534	который и	1	1
535	сюжетная схема	1	1
536	в другой	1	1
537	них в	1	1
538	иначе в	1	1
539	все время	2	1
540	и она	1	1
541	по содержанию	1	1
542	следует рассматривать	1	1
543	с той	1	1
544	в двух	3	1
545	не владеет	2	1
546	одной из	3	1
547	которым он	2	1
548	ли он	1	1
549	сына в	1	1
550	каким он	2	1
551	течение всей	1	1
552	по мнению	2	1
553	так что	6	1
554	того же	6	1
555	события и	1	1
556	персонажа от	1	1
557	в большинстве	1	1
558	ни одного	1	1
559	участии в	1	1
560	в нашей	1	1
561	в дом	14	1
562	принадлежащих к	1	1
563	обстоит дело	2	1
564	является не	1	1
565	от своей	2	1
566	на своего	1	1
567	и их	1	1
568	в одном	2	1
569	в прошлом	1	1
570	не о	3	1
571	к человеку	2	1
572	случае с	1	1
573	тем что	5	1
574	образом что	1	1
575	п не	2	1
576	к столь	1	1
577	внутреннего мира	1	1
578	они становятся	1	1
579	мне то	1	1
580	для того	6	1
581	лет до	2	1
582	интересующей нас	1	1
583	где в	1	1
584	отца в	2	1
585	даже не	3	1
586	как сам	1	1
587	до сих	9	1
588	хоть и	2	1
589	ли это	1	1
590	если говорить	1	1
591	этого человека	1	1
592	а именно	1	1
593	не наделен	1	1
594	чем он	1	1
595	и последующих	1	1
596	чем за	1	1
597	что не	3	1
598	ей не	1	1
599	на этот	3	1
600	это сообщение	1	1
601	ничем не	4	1
602	однако и	1	1
603	у его	1	1
604	с которым	1	1
605	пока что	2	1
606	вспоминать о	1	1
607	стороны и	2	1
608	и с	4	1
609	что мы	2	1
610	с помощью	4	1
611	не видит	1	1
612	мог быть	1	1
613	нет никаких	2	1
614	в далеком	1	1
615	сложившейся ситуации	2	1
616	вместе с	9	1
617	и потому	1	1
618	намек на	1	1
619	человеческое чувство	1	1
620	он говорит	2	1
621	к жизни	1	1
