N	4gram	Bakhtin_Pr_3	Analitik
1	в то же время	5	6
2	и не может быть	1	4
3	не что иное как	1	4
4	мы имеем дело с	1	3
5	состоит в том что	1	3
6	в той или иной	1	3
7	есть не что иное	1	3
8	но в то же	1	2
9	нет и не может	1	2
10	на самом же деле	1	1
11	в широком смысле этого	1	1
12	на всех последующих этапах	1	1
13	или во всяком случае	1	1
14	одной и той же	1	1
15	широком смысле этого слова	1	1
16	в большей или меньшей	2	1
17	той или иной форме	1	1
18	и на всех последующих	1	1
19	в том числе и	10	1
20	по отношению ко всем	1	1
21	один и тот же	1	1
22	а вместе с ним	1	1
23	большей или меньшей степени	2	1
24	во всей своей полноте	1	1
