N	3gram	Potebnia_M_2	Problema
1	тем не менее	5	10
2	в том что	7	8
3	по крайней мере	5	6
4	сам по себе	4	6
5	с другой стороны	2	6
6	то есть в	1	6
7	но даже и	1	4
8	во всяком случае	7	4
9	то есть не	3	3
10	на самом деле	2	3
11	в этом смысле	2	3
12	только в том	1	3
13	то и другое	4	3
14	отчет в том	1	3
15	вместе с тем	1	3
16	и тем не	1	3
17	в связи с	1	3
18	о том что	1	3
19	и т д	3	3
20	в том виде	1	2
21	и в других	1	2
22	сами по себе	7	2
23	в том смысле	4	2
24	или по крайней	2	2
25	а если и	1	2
26	то время как	3	2
27	в том чтобы	1	2
28	себе отчет в	1	2
29	может обойтись без	1	2
30	имеет ничего общего	1	2
31	в одном случае	1	2
32	для того чтобы	2	2
33	нет никакой возможности	1	2
34	более или менее	8	2
35	в то время	4	2
36	и независимо от	1	2
37	ничего общего с	1	2
38	не может обойтись	2	2
39	в то же	2	2
40	сама по себе	2	2
41	в сравнении с	2	2
42	здесь как и	1	2
43	не имеет ничего	1	2
44	если бы он	1	1
45	потому что его	2	1
46	во всех случаях	1	1
47	и может быть	2	1
48	но все же	1	1
49	не имеем в	1	1
50	только потому что	2	1
51	поэтому в противоположность	1	1
52	и всякого рода	1	1
53	дело в том	1	1
54	еще не дает	1	1
55	далеко не все	1	1
56	это было бы	1	1
57	и в нашем	1	1
58	как и во	2	1
59	в таком виде	1	1
60	том что он	1	1
61	нам кажется что	2	1
62	о том как	1	1
63	не есть нечто	1	1
64	что же касается	1	1
65	по сравнению с	1	1
66	и не в	1	1
67	и не может	1	1
68	представим себе что	1	1
69	по себе и	1	1
70	бы то ни	1	1
71	при этом мы	1	1
72	то тем самым	1	1
73	что не только	1	1
74	в сознании но	1	1
75	при помощи этого	1	1
76	том смысле как	2	1
77	с этой точки	1	1
78	одно и то	2	1
79	в таком случае	2	1
80	до сих пор	4	1
81	не то что	1	1
82	и не имеет	2	1
83	она еще не	1	1
84	то ни было	1	1
85	мы не знаем	1	1
86	с одной стороны	3	1
87	в чем-то третьем	1	1
88	сказать потому что	1	1
89	никто не скажет	1	1
90	в том как	1	1
91	между собою и	1	1
92	из них это	1	1
93	и как бы	1	1
94	не связанных между	1	1
95	не в том	2	1
96	друг к другу	1	1
97	вопрос о том	1	1
98	здесь может быть	1	1
99	для сознания и	1	1
100	само по себе	2	1
101	но так как	1	1
102	независимо от их	2	1
103	что то же	1	1
104	если бы и	1	1
105	а в том	1	1
106	когда мы произносим	1	1
107	в одном и	1	1
108	была бы для	1	1
109	то что в	2	1
110	том смысле что	1	1
111	так и в	2	1
112	в свою очередь	6	1
113	во всем этом	2	1
114	и т п	3	1
115	и тем самым	1	1
116	с самого начала	2	1
117	не менее в	1	1
118	слова того же	1	1
119	что это не	1	1
120	на то что	3	1
121	и том же	1	1
122	к мысли о	1	1
123	т д и	1	1
124	у нас в	1	1
125	одном и том	1	1
126	или лучше сказать	1	1
127	человек вовсе не	1	1
128	бы для него	1	1
129	как и в	1	1
130	обратить внимание на	1	1
