N	2gram	Bakhtin_Fr_4	Myshleni
1	речи и	1	30
2	в этом	11	29
3	точки зрения	4	28
4	и в	29	26
5	не только	10	24
6	то что	4	24
7	таким образом	20	23
8	с точки	2	21
9	того чтобы	3	19
10	для того	3	18
11	в том	7	18
12	и не	16	18
13	том что	3	17
14	потому что	1	16
15	как и	12	15
16	как мы	10	14
17	того что	3	14
18	так как	7	14
19	так же	7	14
20	с помощью	4	13
21	и его	8	12
22	что в	1	12
23	мысли и	1	11
24	в которой	4	11
25	в слове	2	11
26	но и	9	11
27	не может	2	11
28	что они	2	10
29	слова и	1	10
30	по своей	3	10
31	в сущности	6	9
32	в самом	1	9
33	в себе	3	9
34	тем что	4	9
35	что мы	1	9
36	по своему	4	9
37	же как	1	8
38	то же	10	8
39	той же	3	8
40	что она	1	8
41	что он	4	8
42	только в	2	8
43	сказать что	5	8
44	и то	2	7
45	мы не	1	7
46	и к	2	7
47	с самого	3	7
48	самого начала	3	7
49	о природе	2	7
50	к тому	2	7
51	по мере	1	7
52	может быть	2	7
53	прежде всего	8	7
54	самом деле	1	6
55	все же	3	6
56	что это	5	6
57	все эти	9	6
58	в ее	3	6
59	что эта	1	6
60	и что	1	6
61	именно в	2	6
62	как бы	8	6
63	как на	2	6
64	все что	1	6
65	в целом	1	5
66	в силу	1	5
67	и с	9	5
68	у нее	1	5
69	же самое	1	5
70	данном случае	1	5
71	во второй	2	5
72	если бы	1	5
73	в виду	2	5
74	можно сказать	1	5
75	как она	1	5
76	с одной	2	5
77	в качестве	3	5
78	и их	3	5
79	одной стороны	2	5
80	до конца	5	5
81	в данном	1	5
82	с этой	1	5
83	и для	2	5
84	только что	1	5
85	еще не	4	4
86	с другой	4	4
87	в нашем	4	4
88	если в	2	4
89	это и	5	4
90	как в	2	4
91	стороны и	1	4
92	целый ряд	1	4
93	но в	12	4
94	нами в	1	4
95	на то	1	4
96	в наших	1	4
97	и во	1	4
98	в котором	2	4
99	в той	2	4
100	не по	1	4
101	никогда не	2	4
102	учения о	2	4
103	связи с	2	4
104	перейти к	1	4
105	что у	3	4
106	о том	2	4
107	которые мы	1	4
108	в его	8	4
109	в свете	1	4
110	одной из	2	4
111	по этому	1	4
112	в конце	9	4
113	друг друга	2	4
114	о чем	2	4
115	и от	1	4
116	и наконец	2	4
