N	2gram	Propp_Isto_6	DiskursI
1	в себе	3	19
2	при этом	3	17
3	в этом	12	16
4	как и	5	16
5	и в	26	16
6	в качестве	3	16
7	может быть	11	16
8	и не	10	15
9	а не	2	14
10	отличие от	1	12
11	то есть	1	12
12	в частности	3	12
13	тогда как	2	11
14	но в	7	11
15	представляет собой	2	11
16	в мире	1	11
17	но и	9	11
18	со стороны	3	10
19	не только	10	10
20	том что	10	10
21	своего рода	2	10
22	так и	5	9
23	не может	6	9
24	как в	6	8
25	в том	12	8
26	а также	4	8
27	но не	2	7
28	в данном	3	7
29	в нем	8	7
30	ни в	2	7
31	не менее	1	7
32	при всей	1	7
33	прежде всего	4	7
34	то же	5	6
35	еще не	9	6
36	с его	4	6
37	данном случае	3	6
38	все же	8	6
39	в своей	3	6
40	тем самым	2	6
41	по своей	1	6
42	в своих	3	6
43	и на	12	5
44	в своем	2	5
45	в противоположность	1	5
46	в то	5	5
47	с другой	10	5
48	что в	12	5
49	для него	1	5
50	то что	6	5
51	а с	2	5
52	героя в	2	5
53	и то	3	4
54	по отношению	2	4
55	в этой	2	4
56	человека в	2	4
57	в основе	1	4
58	потому что	13	4
59	о том	7	4
60	одного из	1	4
61	с одной	7	4
62	одно из	1	4
63	в одном	3	4
64	одной стороны	7	4
65	как бы	4	4
66	не является	1	4
67	мира и	2	4
68	точки зрения	1	4
69	к этому	3	4
70	отношению к	2	4
71	также и	1	3
72	например в	7	3
73	и ее	3	3
74	не знают	1	3
75	рассмотренных выше	1	3
76	перед нами	2	3
77	и как	2	3
78	и наконец	3	3
79	все эти	8	3
80	из этих	4	3
81	он не	2	3
82	и может	1	3
83	в другом	1	3
84	его в	5	3
85	это не	4	3
86	соответствии с	1	3
87	в этих	2	3
88	в котором	1	3
89	не столько	1	3
90	не в	3	3
91	в русской	6	3
92	мире и	1	3
93	могут быть	3	3
94	об одном	2	3
95	приводит к	1	3
96	еще в	3	3
97	в его	5	3
98	восходит к	1	3
99	но она	1	3
100	только в	5	3
101	в сказании	3	3
102	и его	7	3
103	уже не	7	3
104	в них	3	3
105	не было	3	3
106	не знает	1	3
107	как будто	3	3
108	можно сказать	2	3
109	но это	4	3
110	жизни и	2	3
111	как на	3	3
112	же как	3	2
113	того же	2	2
114	и это	8	2
115	идет о	1	2
116	потом и	1	2
117	совпадает с	1	2
118	в цикле	1	2
119	в ней	5	2
120	к своему	3	2
121	мы имеем	14	2
122	и мн	1	2
123	общих чертах	1	2
124	отношение к	1	2
125	тут же	1	2
126	более чем	1	2
127	первый взгляд	1	2
128	стороны и	2	2
129	что как	1	2
130	как уже	1	2
131	в целом	1	2
132	должна быть	3	2
133	в первую	1	2
134	свое время	1	2
135	подобно тому	1	2
136	что ни	1	2
137	этом мире	1	2
138	одно и	1	2
139	за которым	1	2
140	и с	6	2
141	обоих случаях	1	2
142	а позднее	1	2
143	но уже	1	2
144	такой же	3	2
145	все это	1	2
146	на первый	3	2
147	этом случае	6	2
148	обращение к	1	2
149	их в	3	2
150	в обоих	1	2
151	никогда не	13	2
152	со своим	1	2
153	сводится к	2	2
154	что на	1	2
155	в области	1	2
156	указать на	1	2
157	и смертью	1	2
158	жизнью и	1	2
159	с ее	1	2
160	но при	2	2
161	здесь не	2	2
162	это еще	3	2
163	не с	1	2
164	живет в	2	2
165	отсюда и	1	2
166	но здесь	4	2
167	мн др	1	2
168	там же	3	2
169	неотделим от	1	2
170	между тем	1	2
171	что и	4	2
172	от рассмотренных	1	2
173	есть в	1	2
174	на примере	1	2
175	именно в	1	2
176	с той	1	2
177	далеко не	3	2
178	может иметь	2	2
179	вместе с	8	2
180	о чем	2	2
181	тому как	1	2
182	что же	2	2
183	а потом	2	2
184	в свое	2	2
185	в полном	1	2
186	и для	1	2
187	на языке	1	2
188	а в	3	2
189	может и	1	2
190	другой стороны	8	2
191	что он	9	2
192	это в	1	2
193	как нечто	1	1
194	речь идет	1	1
195	одним из	1	1
196	переходит к	1	1
197	тех же	1	1
198	и есть	1	1
199	к другому	1	1
200	др в	1	1
201	но если	1	1
202	между человеком	1	1
203	есть не	1	1
204	и была	1	1
205	не умирает	2	1
206	мы не	6	1
207	оно означает	1	1
208	вопрос о	3	1
209	этом не	1	1
210	он как	1	1
211	они были	1	1
212	но даже	1	1
213	самого героя	1	1
214	в эпических	1	1
215	пребывания в	1	1
216	а другие	1	1
217	он был	2	1
218	чего оно	1	1
219	во всех	1	1
220	как правило	1	1
221	в ее	1	1
222	быть признаны	1	1
223	о смерти	9	1
224	друг на	1	1
225	вхождения в	1	1
226	состоял в	1	1
227	а через	2	1
