N	2gram	Bakhtin_Fr_4	Komedia
1	и в	29	22
2	по адресу	2	14
3	том что	3	12
4	но и	9	11
5	в том	7	11
6	не только	10	10
7	в то	10	10
8	из них	6	10
9	как и	12	9
10	может быть	2	9
11	таким образом	20	8
12	о том	2	8
13	и его	8	8
14	в одном	1	8
15	и не	16	8
16	в этой	13	7
17	и других	3	7
18	то же	10	6
19	тому же	1	6
20	и по	5	6
21	в отношении	1	6
22	ни в	2	6
23	в конце	9	6
24	что он	4	6
25	к тому	2	6
26	в которой	4	6
27	что в	1	6
28	до нас	2	5
29	в народном	1	5
30	как в	2	5
31	то время	2	5
32	на его	2	5
33	при этом	3	5
34	во время	10	5
35	потому что	1	5
36	мы встречаем	1	5
37	так и	11	5
38	еще в	1	5
39	и даже	3	5
40	один из	4	5
41	уже в	2	5
42	в его	8	5
43	прежде всего	8	5
44	с другой	4	5
45	нового времени	2	5
46	когда же	2	5
47	все это	4	5
48	другой стороны	3	5
49	из его	1	4
50	время от	1	4
51	время как	1	4
52	что они	2	4
53	но в	12	4
54	в нем	5	4
55	и вот	3	4
56	г в	1	4
57	на протяжении	1	4
58	точки зрения	4	4
59	в котором	2	4
60	в их	2	4
61	так как	7	4
62	как мы	10	4
63	на него	1	4
64	же время	8	4
65	так в	1	4
66	а также	2	4
67	что и	1	4
68	в качестве	3	4
69	мы можем	3	4
70	тем что	4	4
71	именно в	2	4
72	и опять	1	4
73	в результате	4	4
74	конце концов	4	4
75	к этому	2	4
76	же как	1	3
77	в тех	1	3
78	перед лицом	2	3
79	в году	3	3
80	мы не	1	3
81	и о	5	3
82	и на	11	3
83	в чем	3	3
84	с одной	2	3
85	в этом	11	3
86	все же	3	3
87	хотя и	2	3
88	и как	3	3
89	в целом	1	3
90	на то	1	3
91	главным образом	1	3
92	да и	2	3
93	он не	3	3
94	здесь мы	1	3
95	и с	9	3
96	его в	9	3
97	в них	7	3
98	и ее	1	3
99	место в	2	3
100	из числа	1	3
101	даже в	1	3
102	казалось бы	1	3
103	ничего не	1	3
104	этом отношении	1	3
105	у нас	1	3
106	под видом	2	3
107	и сам	3	3
108	во второй	2	3
109	там же	3	3
110	в частности	3	3
111	и одновременно	4	3
112	в образе	4	3
113	тот же	3	3
114	одной из	2	3
115	только в	2	3
116	и у	2	3
117	в виде	1	3
118	за счет	3	3
119	отношение к	1	3
120	у него	5	3
121	каждый из	1	3
122	как раз	2	3
123	к которому	2	3
124	так же	7	3
125	фрагмент из	1	3
126	по своему	4	3
