N	3gram	Propp_Russ_1	Vvedenie
1	и т д	9	36
2	в том что	15	12
3	о том что	4	12
4	тем не менее	3	8
5	к выводу что	2	6
6	и т п	1	5
7	что иное как	2	4
8	по отношению к	1	4
9	в этом случае	5	4
10	в этом отношении	1	4
11	можно было бы	1	4
12	на этот вопрос	1	4
13	т е в	1	4
14	в данном случае	1	4
15	не только в	1	4
16	и в этом	1	4
17	не только как	1	4
18	во всяком случае	1	4
19	не что иное	2	4
20	греков и римлян	1	3
21	в собственном смысле	1	3
22	с тем что	1	3
23	вместе с тем	6	3
24	вопрос о том	1	3
25	и в том	1	3
26	можно сказать что	1	3
27	но все же	2	3
28	как мы видели	1	3
29	потому что он	1	2
30	что в этом	2	2
31	состоит в том	8	2
32	по меньшей мере	1	2
33	подобно тому как	1	2
34	во второй половине	1	2
35	как будто бы	1	2
36	с точки зрения	3	2
37	точно так же	1	2
38	может быть и	2	2
39	половине xix в	2	2
40	сомнений в том	1	2
41	не до конца	1	2
42	самом деле как	1	2
43	в связи с	4	2
44	но вместе с	1	2
45	в целом ряде	1	2
46	направление в изучении	1	2
47	и что следовательно	1	2
48	к этому времени	1	2
49	в этих случаях	1	2
50	как мы уже	1	2
51	по этому поводу	2	2
52	мы уже знаем	1	2
53	по содержанию и	1	1
54	и того же	1	1
55	по его словам	1	1
56	в области изучения	2	1
57	только потому что	1	1
58	сказать что в	1	1
59	это как будто	1	1
60	не только по	2	1
61	одном и том	1	1
62	уже не имеет	1	1
63	на самом деле	1	1
64	в настоящее время	3	1
65	во многих случаях	2	1
66	никак не может	1	1
67	может быть назван	1	1
68	но и как	1	1
69	целом ряде других	1	1
70	дело не только	1	1
71	в таком случае	1	1
72	в одном и	1	1
73	в отличие от	1	1
74	и в дальнейшем	1	1
75	с русской историей	1	1
76	что не только	1	1
77	собой не что	1	1
78	и могут быть	1	1
79	деле как мы	1	1
80	в первой половине	1	1
81	так же как	1	1
82	и у древних	1	1
83	как видно из	1	1
84	и том же	1	1
85	можно говорить о	1	1
86	этот вопрос был	1	1
87	и потому что	2	1
88	т е с	1	1
89	приходит к выводу	1	1
90	всяком случае не	1	1
91	потому что она	1	1
92	в одно целое	1	1
93	представляют собой не	1	1
94	потому что они	1	1
95	в них в	1	1
96	об этом сообщает	1	1
97	не потому что	1	1
98	есть и другие	1	1
99	в свою очередь	2	1
100	так как в	1	1
101	только тогда когда	1	1
102	как мы видим	1	1
103	одного и того	1	1
104	у разных народов	1	1
105	после того как	2	1
106	т д и	1	1
107	первой половине xix	1	1
108	к тому что	4	1
109	не значит что	2	1
110	второй половине xix	1	1
111	в xix в	10	1
112	быть и не	1	1
113	в разных формах	3	1
114	как мы знаем	1	1
115	и объяснить его	1	1
