N	2gram	Propp_Morf_1	Problema
1	и не	12	28
2	не только	4	24
3	только в	2	23
4	в виде	2	22
5	вовсе не	4	21
6	и в	13	20
7	в том	6	20
8	ни в	1	17
9	все эти	2	16
10	смысле слова	4	15
11	то что	8	15
12	потому что	3	15
13	точки зрения	2	14
14	у нас	2	14
15	было бы	3	14
16	но и	4	14
17	также и	4	13
18	перед нами	10	13
19	не в	3	13
20	в нашем	3	12
21	в себе	1	12
22	том что	4	12
23	не есть	1	12
24	с точки	2	11
25	прежде всего	9	11
26	как будто	2	11
27	тем не	5	10
28	и его	1	10
29	не менее	5	10
30	так и	6	10
31	в качестве	5	10
32	при помощи	9	10
33	это значит	1	10
34	не является	3	10
35	есть нечто	3	9
36	в этом	14	9
37	может быть	52	9
38	и даже	1	9
39	но в	2	8
40	таким образом	21	8
41	если бы	2	8
42	значит что	3	8
43	что он	4	8
44	в той	1	8
45	в результате	7	8
46	и все	1	8
47	во всяком	2	8
48	то же	7	7
49	мы не	8	7
50	еще не	3	7
51	и с	1	7
52	ясно что	5	7
53	это не	6	7
54	здесь не	2	7
55	хотя бы	4	7
56	и тем	2	7
57	с другой	8	7
58	сказать что	2	7
59	а не	11	7
60	мы имеем	9	6
61	при этом	1	6
62	об этом	4	6
63	как и	3	6
64	в данном	1	6
65	но если	7	6
66	в каком	2	6
67	же самое	1	6
68	в виду	1	6
69	а также	4	6
70	что здесь	1	6
71	так что	1	6
72	по своему	2	6
73	но это	6	6
74	для нас	2	6
75	другой стороны	4	6
76	в таком	1	6
77	на самом	4	5
78	но не	4	5
79	как в	3	5
80	хотя и	3	5
81	в них	1	5
82	в этих	13	5
83	только и	1	5
84	когда мы	1	5
85	данном случае	1	5
86	о том	2	5
87	можно сказать	2	5
88	уже не	2	5
89	если мы	5	5
90	здесь перед	1	5
91	так как	16	5
92	случае не	3	5
93	не может	14	5
94	так же	3	5
95	не существует	3	5
96	или в	4	5
97	и ни	1	5
98	ничего общего	1	5
99	и т	41	4
100	живое существо	1	4
101	это и	2	4
102	что его	2	4
103	без всякого	2	4
104	кроме того	1	4
105	и есть	2	4
106	и наконец	1	4
107	тут и	1	4
108	в этой	2	4
109	что она	2	4
110	с тем	2	4
111	несмотря на	4	4
112	в своей	1	4
113	всяком случае	2	4
114	в одном	1	4
115	не имеет	2	4
116	можно было	2	4
117	здесь как	1	4
118	во всех	4	4
119	одной из	1	4
120	и ее	3	4
121	что не	1	4
122	уже давно	1	4
123	с этим	11	4
124	как бы	3	4
125	как раз	1	4
126	тех или	1	4
127	и для	2	4
128	же в	2	4
129	а в	7	4
130	в то	3	4
131	в какой	3	4
132	самом деле	4	3
133	и этот	1	3
134	но она	1	3
135	то это	3	3
136	и на	1	3
137	он был	1	3
138	коем случае	1	3
139	но как	2	3
140	заметим что	2	3
141	явлений и	1	3
142	чем же	1	3
143	и к	4	3
144	сказать о	2	3
145	учение о	3	3
146	имеем в	6	3
147	вообще не	1	3
148	т д	39	3
149	или иных	1	3
150	но все	3	3
151	в другом	2	3
152	того или	1	3
153	с другими	1	3
154	из них	3	3
155	здесь нет	1	3
156	как это	3	3
157	связи с	10	3
158	вплоть до	1	3
159	дело не	2	3
160	и сама	1	3
161	можно ли	1	3
162	в коем	1	3
163	в области	1	3
164	к тому	4	3
165	в самых	2	3
166	как мы	6	3
167	с собой	3	3
168	к нему	3	3
169	том или	1	3
170	в его	1	3
171	что и	7	3
172	то для	1	3
173	для всех	1	3
174	в начале	3	3
175	здесь мы	3	3
176	не так	1	3
177	для него	1	3
178	но является	1	3
179	мы можем	2	3
180	тем что	4	3
181	само собой	1	3
182	для того	2	3
183	были бы	1	3
184	еще и	1	3
185	если не	1	3
186	в связи	9	3
187	тем больше	1	3
188	независимо от	3	3
189	из которых	3	3
190	а если	4	3
191	и более	1	3
192	что мы	2	3
193	только для	1	3
194	между прочим	1	3
195	понятия и	1	3
196	это уже	3	3
197	и как	5	3
198	мы должны	3	3
199	все они	1	3
200	совершенно не	1	3
201	из этого	1	3
202	что в	8	3
203	точно так	1	3
204	которая не	1	3
205	и то	1	2
206	сразу и	2	2
207	почти всегда	1	2
208	уже по	1	2
209	в которой	3	2
210	так чтобы	1	2
211	время как	3	2
212	говорить о	3	2
213	не вполне	1	2
214	ему в	1	2
215	которое в	1	2
216	нет в	1	2
217	между собой	4	2
218	в чем	1	2
219	то мы	4	2
220	совершенно ясно	1	2
221	что они	2	2
222	что именно	1	2
223	все же	7	2
224	и где	1	2
225	говорит что	1	2
226	более или	2	2
227	то в	3	2
228	что это	1	2
229	ни одна	4	2
230	другом случае	1	2
231	только один	1	2
232	если он	1	2
233	на его	4	2
234	что каждая	1	2
235	он не	3	2
236	с ее	1	2
237	может существовать	3	2
238	и независимо	1	2
239	как они	1	2
240	не будет	1	2
241	и может	1	2
242	на все	1	2
243	его в	2	2
244	кажется что	1	2
245	далеко не	5	2
246	этого не	2	2
247	между собою	2	2
248	и тогда	1	2
249	или менее	2	2
250	имеет ничего	1	2
251	она в	2	2
252	и уж	1	2
253	то перед	5	2
254	мы находим	1	2
255	но эта	1	2
256	не будем	4	2
257	однако в	2	2
258	бы быть	1	2
259	но они	1	2
260	в обоих	2	2
261	друг друга	3	2
262	дело в	1	2
263	как таковых	2	2
264	весь этот	1	2
265	нельзя ли	1	2
266	того чтобы	3	2
267	по одному	1	2
268	и по	2	2
269	и притом	1	2
270	к ней	1	2
271	во всем	1	2
272	другой и	1	2
273	они и	3	2
274	приходит к	1	2
275	это будет	1	2
276	здесь также	1	2
277	одном случае	1	2
278	в совершенно	1	2
279	и говорит	1	2
280	действия и	1	2
281	в пределах	3	2
282	и совершенно	1	2
283	и когда	1	2
284	и каждый	1	2
285	остановимся на	1	2
286	и что	2	2
287	там же	1	2
288	это было	3	2
289	ли кто-нибудь	1	2
290	с его	2	2
291	нечто иное	1	2
292	но так	1	2
293	ни к	2	2
294	том как	1	2
295	с ними	1	2
296	дело с	1	2
297	очень много	1	2
298	со всеми	1	2
299	себя в	1	2
300	только на	1	2
301	функций в	1	2
302	а то	3	2
303	за ним	1	2
304	никто не	3	2
305	то время	3	2
306	в других	3	2
307	о которых	1	2
308	без всякой	2	2
309	а именно	1	2
310	как же	2	2
311	она является	1	2
312	в настоящей	1	2
313	мужа и	1	2
314	о необходимости	1	2
315	в это	1	2
316	или по	2	2
317	к другой	1	2
318	это можно	1	2
319	только что	2	2
320	ни было	2	2
321	и вдруг	1	2
322	иное чем	3	2
323	в частности	2	2
324	всех других	1	2
325	можно назвать	3	2
326	только он	1	1
327	можно говорить	1	1
328	эти функции	2	1
329	не думает	1	1
330	одним из	1	1
331	таком случае	1	1
332	связана с	3	1
333	и до	1	1
334	что эти	2	1
335	ведь и	1	1
336	все ли	2	1
337	для общего	1	1
338	элементы и	1	1
339	на первом	1	1
340	случае это	1	1
341	вопрос о	7	1
342	д и	1	1
343	конь и	1	1
344	очень редко	1	1
345	это время	1	1
346	нет то	1	1
347	результате победы	1	1
348	всегда можно	1	1
349	бы то	3	1
350	тем как	1	1
351	там и	1	1
352	или во	1	1
353	друг к	2	1
354	другой более	1	1
355	совсем не	3	1
356	мы будем	3	1
357	характер они	1	1
358	в быту	1	1
359	значение и	1	1
360	не все	6	1
361	если в	5	1
362	отношение к	1	1
363	говорилось выше	1	1
364	в гости	1	1
365	первый взгляд	3	1
366	если на	1	1
367	что действительно	2	1
368	могли бы	1	1
369	же герой	1	1
370	даже просто	1	1
371	имеет в	1	1
372	могут даваться	1	1
373	как таковое	2	1
374	или функции	1	1
375	в этот	1	1
376	значение сам	1	1
377	термин который	1	1
378	в целом	3	1
379	бы не	1	1
380	из этих	1	1
381	им в	1	1
382	бы только	1	1
383	но ведь	1	1
384	на то	2	1
385	но на	1	1
386	не нужны	1	1
387	или очень	2	1
388	все другие	1	1
389	не значит	2	1
390	прочим и	1	1
391	в силу	1	1
392	каждый тип	1	1
393	для данной	1	1
394	лишь с	2	1
395	все с	1	1
396	одно и	1	1
397	больше всего	1	1
398	то ни	3	1
399	мифологии и	1	1
400	собой определенную	1	1
401	тем в	1	1
402	связанные с	1	1
403	к другу	2	1
404	разница между	1	1
405	содержания но	1	1
406	и внезапное	1	1
407	и сердце	1	1
408	за другой	1	1
409	например с	2	1
410	отличать от	1	1
411	чаще всего	7	1
412	из нее	1	1
413	эту особенность	1	1
414	и подобные	1	1
415	не всегда	9	1
416	во внимание	1	1
417	или три	1	1
418	чем в	1	1
419	должно быть	1	1
420	как таковой	2	1
421	нисколько не	1	1
422	с золотыми	2	1
423	которой еще	1	1
424	на первый	3	1
425	или вообще	1	1
426	во время	6	1
427	и при	1	1
428	как все	1	1
429	мы говорили	1	1
430	оказывается что	1	1
431	что при	2	1
432	дается в	2	1
433	и вот	1	1
434	которые в	1	1
435	в россии	2	1
436	вырастает в	1	1
437	на разные	1	1
438	что этот	1	1
439	даже в	1	1
440	что эта	2	1
441	на дерево	1	1
442	тому что	4	1
443	с теми	4	1
444	самого начала	1	1
445	или другие	1	1
446	это нисколько	1	1
447	у него	1	1
448	иметь в	1	1
449	это мы	1	1
450	появляются в	1	1
451	элемент в	1	1
452	ничего не	4	1
453	из другой	2	1
454	под этим	1	1
455	с религией	1	1
456	или как	1	1
457	данное понятие	1	1
458	известную свободу	1	1
459	всматриваясь в	1	1
460	так то	1	1
461	можно взять	2	1
462	в основе	1	1
463	точном смысле	1	1
464	если только	1	1
465	перед ним	1	1
466	и далее	1	1
467	является то	1	1
468	разнообразны и	1	1
469	не могут	4	1
470	могут быть	16	1
471	здесь под	1	1
472	в каждом	1	1
473	предмета к	1	1
474	но к	1	1
475	утверждать что	3	1
476	если же	5	1
477	поставить вопрос	2	1
478	и был	1	1
479	всех случаях	1	1
480	всего этого	1	1
481	они существуют	1	1
482	с самого	1	1
483	и исчезает	1	1
484	на свой	1	1
485	о тех	1	1
486	то как	2	1
487	богатства и	1	1
488	в образе	4	1
489	сам он	3	1
490	элементы как	1	1
491	когда в	1	1
492	но здесь	1	1
493	находится в	1	1
494	и здесь	5	1
495	настоящее время	3	1
496	в глаза	2	1
497	мог бы	1	1
498	как эта	1	1
499	может не	1	1
500	если например	2	1
501	на самого	1	1
502	ввиду ее	1	1
503	положения и	1	1
504	и она	1	1
505	того что	3	1
506	бросается в	1	1
507	быть и	2	1
508	на которой	1	1
509	идет по	2	1
510	мы видим	13	1
511	на другие	2	1
512	целое то	1	1
513	исследование не	1	1
514	что даже	1	1
515	между самыми	1	1
516	представляет собою	6	1
517	который в	2	1
518	для нее	1	1
519	никак нельзя	1	1
520	не происходит	3	1
521	а после	1	1
522	с одной	1	1
523	в эти	1	1
524	которых говорилось	1	1
525	и у	1	1
526	с трудом	1	1
527	чем они	1	1
528	в нашей	1	1
529	по законам	1	1
530	можно охватить	1	1
531	а он	1	1
532	большинстве случаев	3	1
533	и хорошо	1	1
534	превращаются в	1	1
535	известное количество	1	1
536	пользуется для	1	1
537	на одном	1	1
538	они превращаются	1	1
539	от тех	1	1
540	с этими	1	1
541	с применением	1	1
542	для меня	1	1
543	как при	1	1
544	заметить что	8	1
545	время уже	1	1
546	и слышит	1	1
547	из двух	2	1
548	с другим	1	1
549	до сих	1	1
550	как функция	1	1
551	в предисловии	1	1
552	такое же	1	1
553	самыми разнообразными	1	1
554	мы еще	1	1
555	и др	10	1
556	но есть	3	1
557	в рассказе	1	1
558	этим способом	1	1
559	мы скажем	1	1
560	такое которое	1	1
561	стремится к	1	1
562	не исключает	2	1
563	не на	2	1
564	однако и	1	1
565	о чем	1	1
566	совершенно одинаково	1	1
567	на эту	1	1
568	и отношение	1	1
569	входить в	2	1
570	и распределены	1	1
571	какого бы	1	1
572	ним как	1	1
573	где же	1	1
574	одной стороны	1	1
575	или другом	1	1
576	она есть	1	1
577	если они	2	1
578	что же	2	1
579	самого себя	2	1
580	в отдельности	1	1
581	два раза	2	1
582	в очень	1	1
583	с этой	1	1
584	даются и	1	1
585	основные элементы	2	1
586	для тех	1	1
587	и нет	1	1
588	сих пор	1	1
589	видно что	1	1
590	в который	1	1
591	о строении	1	1
592	но для	2	1
593	случае он	2	1
594	ли в	1	1
595	о котором	1	1
596	в настоящее	3	1
597	так называемых	2	1
