N	3gram	Potebnia_M_3	Myshleni
1	для того чтобы	3	18
2	в том что	16	13
3	не только не	2	9
4	к тому что	2	6
5	по своему строению	1	5
6	по отношению к	5	5
7	то же самое	1	5
8	в данном случае	1	5
9	с одной стороны	3	5
10	в самом деле	1	4
11	вместе с тем	4	4
12	слова и его	1	4
13	не может быть	3	4
14	заключается в том	1	4
15	о том что	1	4
16	и тем самым	1	4
17	на то что	1	4
18	только потому что	2	3
19	одной стороны и	1	3
20	до сих пор	3	3
21	в этом отношении	2	3
22	в собственном смысле	2	3
23	то и другое	1	3
24	одно и то	5	3
25	и то что	1	3
26	мы не можем	2	3
27	в первом случае	2	3
28	смысле этого слова	7	3
29	и то же	5	3
30	тем не менее	3	3
31	в начале развития	2	3
32	собственном смысле этого	1	3
33	можно сказать что	2	3
34	по этому поводу	1	3
35	как и в	2	3
36	как мы видели	1	3
37	том что она	1	2
38	развития мысли и	1	2
39	потому что он	3	2
40	и столь же	1	2
41	одной и той	2	2
42	и той же	2	2
43	одним и тем	3	2
44	на котором мы	1	2
45	на самом деле	1	2
46	том что он	2	2
47	того и другого	1	2
48	из того что	1	2
49	для себя и	1	2
50	то время как	1	2
51	нечто такое что	1	2
52	и тем же	3	2
53	подлежащего и сказуемого	2	2
54	в речи переходит	1	2
55	в то время	4	2
56	речи в том	1	2
57	тем что оно	1	2
58	что оно имеет	1	2
59	в свою очередь	3	2
60	друг от друга	1	2
61	таким образом в	1	2
62	друг с другом	1	2
63	и связанное с	1	1
64	представим себе что	1	1
65	которое одно только	1	1
66	речь но только	1	1
67	понятно что в	1	1
68	подобно тому как	2	1
69	в слове и	5	1
70	так что в	1	1
71	в том же	2	1
72	в силу того	1	1
73	в живой речи	2	1
74	потому что не	3	1
75	том что это	1	1
76	имеет ближайшее отношение	1	1
77	только в том	3	1
78	сам по себе	5	1
79	того что мы	2	1
80	по самой своей	1	1
81	возможно только после	1	1
82	что он не	3	1
83	и переходит к	1	1
84	заключает в себе	5	1
85	в слове не	1	1
86	как мы уже	1	1
87	слова в этом	1	1
88	связанное с ним	1	1
89	до тех пор	1	1
90	слово может быть	4	1
91	есть то что	1	1
92	мог бы с	1	1
93	его связь с	1	1
94	и что в	1	1
95	здесь как и	1	1
96	в слове поэтому	1	1
97	может быть не	1	1
98	в целом и	1	1
99	той же области	1	1
100	если бы мы	1	1
101	не только в	4	1
102	отношение слова к	1	1
103	же иллюзия как	1	1
104	сама по себе	2	1
105	бы мы могли	1	1
106	и словом которое	1	1
107	ближайшее отношение к	1	1
108	то тем самым	3	1
109	но и оно	1	1
110	на деле а	1	1
111	на первых порах	2	1
112	того что она	1	1
113	он может и	1	1
114	потому что в	1	1
115	что мы не	2	1
116	с другой стороны	4	1
117	но вместе с	2	1
118	не могут быть	2	1
119	только после того	1	1
120	само по себе	3	1
121	потому что они	1	1
122	бы перестать быть	1	1
123	иначе как в	1	1
124	мысль о необходимости	2	1
125	что то же	1	1
126	в ряду других	1	1
127	и таким образом	1	1
128	в сознании то	1	1
129	силу того что	1	1
130	нельзя сказать что	2	1
131	есть такая же	2	1
132	с таким образом	1	1
133	и то и	1	1
134	за тем что	1	1
135	может и не	1	1
136	словом и мыслью	1	1
137	то к чему	1	1
138	так и в	2	1
139	то что мы	2	1
140	смотреть как на	3	1
141	скажем только что	1	1
142	это значит что	1	1
143	таким образом значение	1	1
144	мысль которая не	1	1
145	сравнить его с	1	1
146	с другими предметами	1	1
147	заключать в себе	1	1
148	самого себя это	1	1
149	с другом и	1	1
150	образом значение слова	1	1
151	после того как	1	1
152	только не есть	1	1
153	то же слово	2	1
154	в то же	5	1
155	того как мы	1	1
156	по поводу каждой	1	1
157	мы тем самым	1	1
158	что и в	3	1
159	такая же иллюзия	1	1
160	только тогда когда	7	1
