N	3gram	Bakhtin_KF_1	StatiiOP
1	в том что	2	17
2	для того чтобы	1	10
3	с точки зрения	9	8
4	на самом деле	3	6
5	во всяком случае	1	6
6	не может быть	11	5
7	дело в том	1	4
8	то же время	2	4
9	того или иного	3	4
10	что и в	1	4
11	на то что	1	4
12	в то же	2	4
13	по отношению к	22	3
14	только в том	1	3
15	то или иное	2	3
16	и в этом	3	3
17	это не значит	1	3
18	тем или иным	1	3
19	что в области	1	3
20	не значит что	1	3
21	и только в	2	3
22	хотя бы и	1	2
23	и то что	1	2
24	может быть и	1	2
25	при таком положении	1	2
26	но в то	1	2
27	не в том	1	2
28	вопрос о том	2	2
29	в том смысле	1	2
30	тем не менее	2	2
31	дело не в	1	2
32	то все же	1	1
33	а во втором	1	1
34	на том что	1	1
35	не может не	1	1
36	именно там где	1	1
37	может не знать	1	1
38	никогда не было	1	1
39	той или иной	2	1
40	во всей полноте	1	1
41	в каждом случае	1	1
42	она исходит из	1	1
43	а не в	2	1
44	в настоящее время	1	1
45	в этом смысле	3	1
46	я позволю себе	1	1
47	в соответствии с	2	1
48	в том же	1	1
49	точки зрения его	1	1
50	другое дело когда	2	1
51	в нем нельзя	2	1
52	в лучшем случае	1	1
53	в зависимости от	1	1
54	это можно сделать	1	1
55	не существует все	1	1
56	бы то ни	2	1
57	здесь дело не	1	1
58	ведь это не	1	1
59	причем все эти	1	1
60	и говорить о	1	1
61	было бы совершенно	1	1
62	о том кто	1	1
63	конечно это не	1	1
64	в том случае	1	1
65	ту или иную	1	1
66	это может быть	1	1
67	и в то	1	1
68	и по отношению	1	1
69	во всех этих	2	1
70	жизни и смерти	1	1
71	с нашей точки	1	1
72	я не могу	1	1
73	что это можно	1	1
74	ни в каком	2	1
75	лежащий в основе	1	1
76	смысле этого слова	1	1
77	все же будет	1	1
78	в котором он	3	1
79	как бы ни	1	1
80	но все эти	3	1
81	нашей точки зрения	1	1
82	ни в чем	4	1
83	мы говорим о	1	1
84	в то или	1	1
85	но это не	1	1
86	к тому что	1	1
87	если бы оно	1	1
88	быть не может	1	1
89	могло бы быть	1	1
90	точки зрения той	1	1
91	и не в	1	1
92	а в самом	1	1
