N	4gram	Trubetskoy_1	Problema
1	и в этом случае	1	3
2	также и то что	1	2
3	только в том случае	2	2
4	можно было говорить о	1	2
5	во всяком случае не	1	2
6	в том числе и	1	2
7	заключается в том что	1	2
8	котором мы говорили в	1	1
9	всяком случае не будет	1	1
10	что бы то ни	3	1
11	во всяком случае при	1	1
12	точно так же и	1	1
13	и не может быть	1	1
14	говорить о том что	1	1
15	в том случае если	3	1
16	отражением того или иного	1	1
17	бы то ни было	1	1
18	близких друг к другу	1	1
19	до сих пор мы	1	1
20	даже и в этом	1	1
21	во что бы то	3	1
22	о котором мы говорили	1	1
23	бы то ни стало	3	1
24	несмотря на то что	1	1
25	в том случае когда	1	1
