N	3gram	Tiupa_Lite_3	Formalny
1	с точки зрения	3	14
2	не может быть	3	14
3	на самом деле	1	12
4	в то же	7	7
5	то же время	7	7
6	и т п	1	5
7	с другой стороны	2	5
8	в самом деле	2	4
9	подобно тому как	2	4
10	в данном случае	4	4
11	в связи с	1	4
12	бы то ни	2	4
13	то ни было	2	4
14	для того чтобы	1	4
15	по отношению к	4	3
16	то же самое	2	3
17	в этом отношении	5	3
18	вместе с тем	1	3
19	в том что	4	3
20	но уже в	1	2
21	как и всякое	1	2
22	о том как	1	2
23	произведение входит в	1	2
24	исполнения и восприятия	1	2
25	в отличие от	5	2
26	лишь тогда когда	1	2
27	может быть только	1	2
28	а и в	2	2
29	не только не	1	2
30	к тому что	1	2
31	тем не менее	1	2
32	так и не	1	1
33	одних и тех	1	1
34	и на определенные	1	1
35	реальное пространство и	1	1
36	хотя и не	1	1
37	ориентировано во-первых на	1	1
38	воспринимающих и на	1	1
39	направлении ориентации произведение	1	1
40	исполняемое слышимое читаемое	1	1
41	реального осуществления как	1	1
42	своим тематическим содержанием	1	1
43	в каждый данный	1	1
44	определенным образом организованными	1	1
45	какого бы то	2	1
46	место в этой	1	1
47	при определенных обстоятельствах	1	1
48	первом направлении ориентации	1	1
49	каждый данный момент	1	1
50	различными сторонами окружающей	1	1
51	изнутри своим тематическим	1	1
52	хотя бы и	1	1
53	определенном месте при	1	1
54	его действительности в	1	1
55	в определенном месте	1	1
56	людьми определенным образом	1	1
57	окружающей его действительности	1	1
58	в чистом виде	1	1
59	определенное время в	1	1
60	жизни так сказать	1	1
61	как исполняемое слышимое	1	1
62	месте при определенных	1	1
63	тому как в	1	1
64	из того что	2	1
65	при этом не	1	1
66	жизнь и соприкасается	1	1
67	определенные условия исполнения	1	1
68	входит в реальное	1	1
69	сказать изнутри своим	1	1
70	а то и	1	1
71	произведение в целом	1	1
72	с этой точки	1	1
73	именно в этом	1	1
74	и тем не	1	1
75	и тех же	1	1
76	ту или иную	1	1
77	так или иначе	2	1
78	в процессе своего	1	1
79	на определенные условия	1	1
80	в значительной степени	1	1
81	в жизни своим	1	1
82	действительности в процессе	1	1
83	между людьми определенным	1	1
84	в реальное время	1	1
85	и теперь эта	1	1
86	ориентации произведение входит	1	1
87	место в этом	1	1
88	не только в	2	1
89	во-первых на слушателей	1	1
90	такого человека как	1	1
91	с одной стороны	4	1
92	но при этом	1	1
93	осуществления как исполняемое	1	1
94	и вместе с	2	1
95	в жизни так	1	1
96	в определенное время	1	1
97	слышимое читаемое в	1	1
98	так сказать изнутри	1	1
99	восприятия во-вторых произведение	1	1
100	слово как таковое	1	1
101	в жизнь и	1	1
102	а не как	2	1
103	читаемое в определенное	1	1
104	слушателей и воспринимающих	1	1
105	с различными сторонами	1	1
106	и соприкасается с	1	1
107	в реальное пространство	1	1
108	том что они	1	1
109	и в реальное	1	1
110	а не только	1	1
111	он и не	1	1
112	мы все время	1	1
113	между тем как	1	1
114	этой точки зрения	1	1
115	о том что	4	1
116	во-вторых произведение ориентировано	1	1
117	пространство и в	1	1
118	художественного произведения в	1	1
119	ориентировано в жизни	1	1
120	соприкасается с различными	1	1
121	может и не	1	1
122	его в ту	1	1
123	входит в жизнь	1	1
124	и воспринимающих и	1	1
125	и в самом	2	1
126	но отнюдь не	1	1
127	из двух направлений	1	1
128	той или иной	2	1
129	высказывания и его	1	1
130	произведение ориентировано в	1	1
131	условия исполнения и	1	1
132	на то что	2	1
133	действительности в поэзии	1	1
134	в том числе	3	1
135	в первом направлении	1	1
136	на слушателей и	1	1
137	и восприятия во-вторых	1	1
138	в отношении к	1	1
139	сама по себе	1	1
140	того чтобы стать	1	1
141	и в том	1	1
142	процессе своего реального	1	1
143	без того чтобы	1	1
144	расположено между людьми	1	1
145	своего реального осуществления	1	1
146	сторонами окружающей его	1	1
147	эстетический объект в	2	1
148	время в определенном	1	1
149	художественное произведение является	1	1
150	том числе и	2	1
151	и только в	1	1
