N	2gram	Vinokur_Vv_1	FransuaR
1	и в	27	41
2	таким образом	19	19
3	в этом	34	15
4	как и	5	14
5	и все	1	14
6	то же	8	13
7	все эти	3	13
8	в этой	3	13
9	мы уже	1	12
10	в его	10	12
11	в себе	4	11
12	как мы	9	11
13	в том	31	11
14	прежде всего	8	11
15	так и	1	10
16	в то	5	10
17	все это	6	10
18	в своем	3	9
19	не в	8	9
20	же время	5	9
21	и его	5	9
22	в качестве	7	9
23	и т.п	1	9
24	но и	5	9
25	что в	11	9
26	но в	10	8
27	в конце	3	8
28	то что	17	8
29	и от	1	8
30	по существу	2	8
31	в нем	13	7
32	в эпоху	1	7
33	в новой	1	7
34	вовсе не	6	7
35	в них	4	7
36	как бы	5	7
37	и не	13	7
38	и до	2	6
39	о том	15	6
40	мы видим	1	6
41	только в	13	6
42	это не	8	6
43	есть в	1	6
44	для него	1	6
45	у него	1	6
46	с помощью	1	6
47	как в	1	5
48	и к	1	5
49	не только	21	5
50	на этом	3	5
51	мы видели	2	5
52	точки зрения	7	5
53	того как	3	5
54	потому что	14	5
55	всего в	1	5
56	и это	6	5
57	в ней	3	5
58	к нему	2	5
59	до нас	3	5
60	и у	1	5
61	уже в	5	5
62	что и	3	5
63	вместе с	6	5
64	так же	3	5
65	и для	4	5
66	а в	5	5
67	к этому	3	5
68	в средние	1	4
69	в сущности	3	4
70	момент в	1	4
71	и на	3	4
72	хотя и	3	4
73	та же	1	4
74	что это	3	4
75	но все	3	4
76	и с	2	4
77	на этой	3	4
78	должно быть	2	4
79	том что	26	4
80	но он	1	4
81	одна из	2	4
82	ничего не	2	4
83	рядом с	2	4
84	в виду	4	4
85	после того	2	4
86	может быть	24	4
87	в более	2	4
88	было бы	5	4
89	мира в	1	4
90	конце концов	2	4
91	средние века	1	4
92	все что	1	4
93	например в	2	3
94	и есть	3	3
95	из самых	1	3
96	с точки	2	3
97	той же	4	3
98	он был	1	3
99	во всех	2	3
100	совсем не	3	3
101	кроме того	1	3
102	его к	2	3
103	от этого	5	3
104	выражение в	1	3
105	и те	2	3
106	так сказать	1	3
107	при этом	3	3
108	его в	6	3
109	несмотря на	2	3
110	во время	1	3
111	в своей	4	3
112	в их	11	3
113	не должно	1	3
114	в отношении	2	3
115	не имеет	4	3
116	тем что	6	3
117	как о	4	3
