N	3gram	Bakhtin_Fr_2	Formalny
1	не может быть	4	10
2	с точки зрения	5	7
3	в этом отношении	3	7
4	то же время	6	5
5	в то же	6	5
6	во всяком случае	2	5
7	как мы видели	2	4
8	не могут быть	1	4
9	того или иного	1	4
10	на самом деле	1	3
11	и не может	1	3
12	и в то	2	3
13	но и в	4	3
14	в своей статье	2	3
15	в большинстве случаев	1	3
16	в значительной степени	2	3
17	с другой стороны	3	3
18	до известной степени	1	3
19	так и в	1	3
20	для того чтобы	1	3
21	прежде всего в	1	2
22	что в нем	1	2
23	даже и не	1	2
24	в конце концов	1	2
25	не входит в	1	2
26	своей статье о	2	2
27	но все же	2	2
28	и прежде всего	1	2
29	в целях пропаганды	1	2
30	в предисловии к	1	2
31	в том что	1	2
32	мы знаем что	1	1
33	прежде всего как	1	1
34	по существу и	1	1
35	литературного творчества и	1	1
36	прежде всего на	1	1
37	как и для	1	1
38	в этом последнем	1	1
39	и в особенности	1	1
40	в настоящее время	1	1
41	но даже и	2	1
42	в этом случае	1	1
43	и там где	1	1
44	с одной стороны	3	1
45	в одной из	1	1
46	своей силы и	1	1
47	до сих пор	4	1
48	чем-то само собою	1	1
49	же время в	1	1
50	они вступают в	1	1
51	в собственном смысле	2	1
52	но он не	1	1
53	для этого прежде	1	1
54	этом отношении он	1	1
55	к ней как	1	1
56	именно в этом	1	1
57	художественном творчестве особенно	1	1
58	и до известной	1	1
59	важным с точки	1	1
60	этого прежде всего	1	1
61	в художественном творчестве	1	1
62	в том чтобы	1	1
63	но в то	3	1
64	продолжает жить и	2	1
65	в книге о	1	1
66	и тот же	1	1
67	лишь в тех	1	1
68	прежде всего необходимо	1	1
69	однако отметить что	1	1
70	контекст в котором	1	1
71	в большей или	3	1
72	или меньшей степени	3	1
73	все более и	1	1
74	всех своих моментах	1	1
75	лучше всего можно	1	1
76	именно в том	1	1
77	и не о	1	1
78	один и тот	1	1
79	само собою разумеющимся	1	1
80	только то что	2	1
81	во всех своих	1	1
82	таким образом в	1	1
83	имеем в виду	2	1
84	которая именно и	1	1
85	всяком случае в	1	1
86	большей или меньшей	3	1
87	и без того	1	1
88	более и более	1	1
89	в художественном произведении	1	1
90	ровно ничего не	1	1
91	или во всяком	1	1
92	мы имеем в	1	1
93	и важным с	1	1
94	во всех сферах	1	1
95	в его целом	3	1
96	но характерно что	1	1
97	и ни на	1	1
98	вовсе не является	1	1
99	как и в	1	1
100	сказать что во	1	1
