N	2gram	Voloshinov_1	FransuaR
1	и в	3	41
2	и все	1	14
3	то же	1	13
4	в его	1	12
5	в то	1	10
6	же время	1	9
7	но и	1	9
8	и не	1	7
9	мы видим	1	6
10	для него	1	6
11	не только	1	5
12	точки зрения	1	5
13	в ней	1	5
14	и на	1	4
15	может быть	1	4
16	с точки	1	3
17	несмотря на	1	3
18	не может	4	3
19	и заставляет	1	2
20	себе все	1	2
21	во второй	1	2
22	к тому	1	2
23	бы в	1	2
24	в особенности	1	2
25	а не	1	2
26	произведения но	1	1
27	зрения их	1	1
28	тех же	1	1
29	конечно и	1	1
30	в центре	2	1
31	он в	1	1
32	вероятнее всего	1	1
33	его от	1	1
34	в каждом	1	1
35	чужд и	1	1
36	первая часть	1	1
37	значительное количество	1	1
38	связи с	1	1
39	почти с	1	1
40	по своим	1	1
41	один из	2	1
42	так называемая	1	1
43	в системе	1	1
44	может и	1	1
