N	2gram	Potebnia_M_2	RusskieA
1	и в	24	36
2	а а	2	25
3	не только	15	22
4	том что	8	19
5	что в	16	19
6	в том	18	17
7	но и	9	16
8	так как	10	15
9	во время	4	14
10	в этом	8	12
11	в других	4	11
12	и т	6	10
13	и на	8	10
14	в этот	1	10
15	это не	3	10
16	как и	7	10
17	как мы	1	10
18	вместе с	11	10
19	потому что	49	10
20	т д	3	9
21	об этом	1	9
22	а в	8	9
23	состоит в	2	8
24	и по	2	8
25	с тем	4	8
26	у нас	2	8
27	о том	5	8
28	один из	2	8
29	из них	5	8
30	может быть	23	8
31	как это	2	8
32	что они	5	7
33	так и	5	7
34	между тем	6	7
35	что и	11	7
36	и других	2	7
37	полагает что	3	6
38	мы не	11	6
39	так например	3	6
40	таким образом	11	6
41	при этом	13	6
42	не имеет	6	6
43	уже не	4	6
44	в них	5	6
45	и не	19	6
46	все это	2	6
47	для нас	31	6
48	то что	20	6
49	а и	5	5
50	как в	10	5
51	все же	5	5
52	во многих	3	5
53	в которых	1	5
54	того как	7	5
55	с ними	3	5
56	и у	3	5
57	одно из	3	5
58	в течение	1	5
59	как бы	9	5
60	этом случае	1	5
61	с в	2	4
62	животных и	2	4
63	не совсем	3	4
64	еще не	4	4
65	во всех	7	4
66	что по	1	4
67	входит в	1	4
68	из этих	4	4
69	в их	1	4
70	тому что	2	4
71	одна из	4	4
72	связи с	6	4
73	что на	3	4
74	к тому	1	4
75	его с	2	4
76	так в	4	4
77	и что	4	4
78	и их	5	4
79	тем что	7	4
80	а с	2	4
81	и др	1	4
82	в некоторых	4	4
83	того что	7	4
84	но это	3	4
85	в связи	2	4
86	не может	12	4
87	только в	11	4
88	к этому	2	4
89	на каждом	1	3
90	если в	3	3
91	которые не	3	3
92	не можем	6	3
93	что это	3	3
94	думать что	3	3
95	связанные с	2	3
96	на этом	2	3
97	то же	12	3
98	но все	2	3
99	далеко не	3	3
100	в этих	3	3
101	к тем	1	3
102	таким же	1	3
103	с точки	1	3
104	народной поэзии	1	3
105	тем не	6	3
106	их в	2	3
107	не менее	5	3
108	ничего не	1	3
109	к таким	2	3
110	и другой	1	3
111	не с	3	3
112	начиная с	1	3
113	то есть	30	3
114	от них	3	3
115	связаны с	1	3
116	как например	3	3
117	всякого рода	1	3
118	только на	1	3
119	слова в	5	3
120	в одном	6	3
121	к ним	1	3
122	из приведенных	1	3
123	так же	2	3
124	этого слова	6	3
125	не будем	1	3
126	в свою	6	3
127	но эти	2	3
128	например в	3	2
129	которого в	1	2
130	переход от	1	2
131	но тем	3	2
132	между двумя	6	2
133	к другому	4	2
134	к нам	2	2
135	но она	3	2
136	они были	1	2
137	как не	3	2
138	в ней	3	2
139	друг к	1	2
140	на самом	2	2
141	но не	12	2
142	значение и	2	2
143	тогда как	10	2
144	независимо от	9	2
145	что именно	1	2
146	с этим	7	2
147	мы можем	12	2
148	хотя и	3	2
149	и как	6	2
150	его к	1	2
151	но в	4	2
152	с г	1	2
153	в целом	3	2
154	все эти	2	2
155	в нашем	2	2
156	и и	1	2
157	и до	1	2
158	как он	4	2
159	для обозначения	2	2
160	что она	3	2
161	в нем	9	2
162	всех этих	2	2
163	и связанные	1	2
164	его от	1	2
165	в каждом	2	2
166	же не	1	2
167	главным образом	4	2
168	и с	1	2
169	к другу	1	2
170	разница между	2	2
171	в жизни	2	2
172	к корню	1	2
173	такой же	4	2
174	должны были	1	2
175	и более	1	2
176	том же	1	2
177	что ему	2	2
178	у него	2	2
179	судя по	5	2
180	именно с	1	2
181	до того	1	2
182	но даже	3	2
183	не знали	2	2
