N	2gram	Bakhtin_Pr_4	Literetu
1	а не	11	20
2	и в	46	19
3	может быть	23	17
4	своего рода	4	13
5	то же	6	12
6	и не	27	11
7	как и	12	10
8	в том	9	10
9	и т.п	14	10
10	но и	12	10
11	в этом	16	9
12	в то	5	9
13	в мире	3	9
14	же время	5	9
15	не может	19	9
16	не только	14	8
17	и даже	3	8
18	с другой	3	8
19	слова и	7	7
20	том что	4	7
21	так и	4	7
22	и т.д	3	7
23	с одной	1	7
24	я в	1	7
25	то что	4	7
26	и на	11	6
27	в себе	7	6
28	при этом	5	6
29	однако в	1	6
30	не менее	2	6
31	себя в	3	6
32	одной стороны	1	6
33	но не	4	5
34	он не	4	5
35	одна из	2	5
36	так в	2	5
37	у нас	2	5
38	на фоне	6	5
39	то есть	40	5
40	вместе с	2	5
41	я и	1	4
42	в сфере	1	4
43	мы не	4	4
44	того же	3	4
45	по отношению	5	4
46	так что	2	4
47	человека в	1	4
48	для него	2	4
49	точки зрения	11	4
50	не в	10	4
51	даже в	1	4
52	в области	1	4
53	в ней	1	4
54	еще в	1	4
55	в его	9	4
56	один из	1	4
57	и других	4	4
58	тем что	3	4
59	прежде всего	9	4
60	в частности	1	4
61	жизни в	1	4
62	другой стороны	3	4
63	жизни и	5	4
64	что в	4	4
65	одним из	3	3
66	и то	1	3
67	тем же	3	3
68	в сущности	7	3
69	и он	6	3
70	во всех	5	3
71	как правило	1	3
72	как к	1	3
73	в этой	3	3
74	то и	2	3
75	в нем	17	3
76	я все	1	3
77	но лишь	1	3
78	такой же	3	3
79	в их	4	3
80	с точки	9	3
81	тем самым	1	3
82	вплоть до	1	3
83	не столько	1	3
84	никогда не	6	3
85	ничего не	2	3
86	и его	6	3
87	данном случае	1	3
88	в себя	4	3
89	не с	1	3
90	и с	7	3
91	в другом	2	3
92	знаю я	1	3
93	в художественной	1	3
94	но с	2	3
95	в поэзии	2	3
96	а в	2	3
97	так как	5	3
98	себе и	3	3
99	и др	1	3
100	со стороны	1	3
101	и жизни	1	3
102	и ты	1	3
103	в данном	2	3
104	а именно	1	3
105	по существу	3	3
106	но это	6	3
107	и для	3	3
108	обращается к	1	3
109	и как	2	3
110	что он	6	3
111	о себе	5	3
112	отношению к	5	3
113	как на	1	3
114	себя как	3	2
115	ту же	2	2
116	же как	2	2
117	слов но	1	2
118	и до	3	2
119	той же	3	2
120	из своих	2	2
121	на себя	4	2
122	с ее	3	2
123	из того	1	2
124	в каждой	1	2
125	слово не	9	2
126	к своему	3	2
127	но как	1	2
128	если в	2	2
129	без другого	1	2
130	в художественном	2	2
131	все же	4	2
132	и наконец	4	2
133	и к	9	2
134	но в	6	2
135	ведь я	1	2
136	со своей	1	2
137	в целом	1	2
138	в нашем	1	2
139	как он	3	2
140	и сам	5	2
141	свое время	2	2
142	на этом	3	2
143	не бывает	1	2
144	одно и	1	2
145	в каждом	6	2
146	а затем	1	2
147	и иных	1	2
148	характерный для	1	2
149	в жизни	5	2
150	в них	1	2
151	все равно	2	2
152	он и	4	2
153	и еще	1	2
154	как бы	19	2
155	в такой	1	2
156	и без	1	2
157	не к	3	2
158	мысли и	2	2
159	что я	6	2
160	по преимуществу	1	2
161	одном из	2	2
162	такую же	1	2
163	что было	1	2
164	или путь	1	2
165	то с	1	2
166	на два	3	2
167	но только	1	2
168	не вполне	1	2
169	могут быть	2	2
170	даже и	1	2
171	все еще	1	2
172	для себя	1	2
173	в виду	4	2
174	в ее	1	2
175	еще не	7	2
176	для этого	2	2
177	художественного мира	1	2
178	о том	5	2
179	и что	3	2
180	для нас	2	2
181	и только	3	2
182	художественном мире	1	2
183	в него	6	2
184	было бы	3	2
185	могло бы	2	2
186	и одновременно	2	2
187	иной художественной	1	2
188	в какой	1	2
189	друг друга	6	2
190	потому что	4	2
191	уже не	4	2
192	уже в	4	2
193	с другим	1	2
194	ни было	1	2
195	речь в	2	2
196	ведь это	3	2
197	в одном	11	2
198	в конце	3	2
199	что и	3	2
200	вовсе не	9	2
201	при всей	1	2
202	у него	5	2
203	как раз	7	2
204	ведь мы	2	2
205	наконец в	1	2
206	себя и	3	2
207	что не	1	2
208	не было	2	2
209	до конца	4	2
210	в руках	2	2
211	него не	1	2
212	как это	1	2
213	жизни а	1	2
214	к жизни	2	2
215	художественного видения	2	2
216	этом случае	1	2
217	и нет	4	2
218	при всем	2	2
219	в результате	2	2
220	а к	1	2
221	хотя бы	2	2
222	с ним	2	2
223	здесь даже	1	2
224	не знает	4	2
225	в свое	2	2
226	героя в	3	2
227	себе не	1	2
228	к этой	1	2
229	в роли	1	2
230	в своих	1	2
231	он на	1	2
232	все что	2	2
233	том числе	4	2
234	отношения к	2	1
235	так я	2	1
236	и странным	1	1
237	целом к	1	1
238	перед лицом	1	1
239	здесь и	3	1
240	от своей	1	1
241	в первом	1	1
242	в строгом	2	1
243	смерть в	1	1
244	должна быть	2	1
245	над ней	1	1
246	обойтись без	1	1
247	из всех	1	1
248	мы имеем	3	1
249	и само	2	1
250	это совершенно	1	1
251	как мы	12	1
252	вот она	1	1
253	он как	2	1
254	себя лишь	1	1
255	и аналогичных	1	1
256	перейти в	1	1
257	и чужого	1	1
258	начала в	1	1
259	первого и	1	1
260	слово он	1	1
261	меньшей степени	2	1
262	с большой	1	1
263	их жизнь	1	1
264	по чужому	3	1
265	он сам	2	1
266	себя а	1	1
267	установки на	5	1
268	художественном творчестве	1	1
269	во внутренний	1	1
270	самом деле	4	1
271	нам его	1	1
272	остаются в	1	1
273	в новом	1	1
274	он пишет	1	1
275	отличие от	3	1
276	за пределы	5	1
277	в произведениях	2	1
278	вследствие чего	1	1
279	друг мой	1	1
280	как в	4	1
281	смотрится в	1	1
282	стороны и	2	1
283	она как	1	1
284	есть в	6	1
285	как нам	2	1
286	однако не	1	1
287	когда он	2	1
288	победа в	1	1
289	и художественного	1	1
290	от этого	2	1
291	они воспринимаются	1	1
292	поэтому он	1	1
293	в самом	9	1
294	героя и	4	1
295	себе как	2	1
296	мы чувствуем	2	1
297	что это	1	1
298	все эти	4	1
299	во многих	1	1
300	и пространства	1	1
301	моей не	1	1
302	еще один	1	1
303	рассказ о	1	1
304	если есть	1	1
305	но он	3	1
306	на то	3	1
307	слово это	1	1
308	корнями в	1	1
