N	3gram	Tiupa_Anal_3	Dialekti
1	с точки зрения	2	12
2	сама по себе	2	8
3	в том что	7	7
4	сам по себе	1	6
5	не есть ни	1	6
6	само по себе	1	5
7	ничего не говорит	1	4
8	в то же	3	4
9	то же время	3	4
10	с другой стороны	5	4
11	по крайней мере	4	4
12	в этом смысле	1	3
13	можно сказать что	2	3
14	той или иной	3	3
15	не нуждается в	1	3
16	не может быть	1	3
17	о том что	5	2
18	с одной стороны	2	2
19	по себе а	1	2
20	не есть он	1	2
21	до сих пор	1	2
22	на самом деле	1	2
23	может и не	1	2
24	во всяком случае	2	2
25	в этом отношении	3	2
26	что он не	1	2
27	что не есть	1	2
28	есть он сам	1	2
29	в каждом из	1	2
30	с этой стороны	1	2
31	хома брут не	1	1
32	так или иначе	1	1
33	то что не	1	1
34	что уже на	1	1
35	а в том	2	1
36	друг от друга	1	1
37	не говорит и	1	1
38	к ним не	1	1
39	до известной степени	3	1
40	мы имеем дело	4	1
41	это уже не	1	1
42	а между тем	1	1
43	дело не в	1	1
44	и в особенности	1	1
45	имеем дело уже	1	1
46	несмотря на свою	1	1
47	отнюдь не является	1	1
48	которые могли бы	1	1
49	а не с	1	1
50	уже по одному	1	1
51	и может быть	1	1
52	в сравнении с	2	1
53	к тому же	3	1
54	это далеко не	1	1
55	одной и той	2	1
56	ее до полного	1	1
57	не что иное	1	1
58	и той же	2	1
59	далеко не всегда	1	1
60	которое как это	1	1
61	между тем в	1	1
62	в связи с	1	1
63	в полной мере	1	1
64	что иное как	1	1
65	да еще и	1	1
66	в самом деле	1	1
67	в чистом виде	1	1
68	есть не что	1	1
69	в той или	1	1
70	в том чтобы	1	1
71	своего объекта и	1	1
72	дело в том	2	1
73	что каждая из	1	1
74	для того чтобы	1	1
75	но и к	1	1
76	не в самом	2	1
77	тем не менее	2	1
78	крайней мере в	2	1
79	не в том	1	1
80	хотя и не	1	1
