N	2gram	Nazirov_Tv_2	StatiiOP
1	бориса годунова	1	34
2	борис годунов	1	26
3	и в	20	25
4	в этом	8	24
5	у пушкина	3	22
6	в том	8	20
7	что он	6	19
8	может быть	8	19
9	тем что	3	19
10	что в	7	19
11	что это	1	16
12	том что	4	15
13	в этой	5	14
14	не только	13	12
15	в г	1	12
16	в его	10	12
17	то что	3	12
18	в этих	1	11
19	так что	2	11
20	таким образом	10	10
21	прежде всего	8	10
22	и не	9	10
23	у него	6	9
24	но и	8	9
25	и т	13	8
26	все это	6	8
27	о том	5	8
28	в своих	3	8
29	из его	1	7
30	с этим	1	7
31	это не	7	7
32	было бы	1	7
33	в то	10	7
34	не может	7	7
35	г в	1	6
36	место в	3	6
37	в сцене	1	6
38	и на	5	6
39	как в	4	6
40	из этих	1	6
41	не в	4	6
42	а а	4	6
43	в русской	2	6
44	между тем	3	6
45	только в	2	6
46	т п	2	6
47	в конце	6	6
48	в области	1	6
49	в россии	2	6
50	как бы	11	6
51	а в	4	6
52	как на	1	6
53	в году	16	5
54	то же	7	5
55	ответ на	1	5
56	говорит что	1	5
57	но в	4	5
58	на то	1	5
59	он не	3	5
60	об этом	4	5
61	говорил что	2	5
62	ни в	1	5
63	в котором	3	5
64	потому что	7	5
65	и это	3	5
66	так и	6	5
67	в них	1	5
68	у шекспира	1	5
69	с другой	2	5
70	связано с	1	5
71	а не	6	5
72	такого рода	1	5
73	другой стороны	2	5
74	например в	5	4
75	в которой	2	4
76	в чем	4	4
77	точка зрения	2	4
78	все же	5	4
79	не было	2	4
80	и к	1	4
81	то в	1	4
82	в целом	6	4
83	на его	4	4
84	в каждом	1	4
85	лишь в	1	4
86	в жизни	1	4
87	как и	6	4
88	в эту	1	4
89	этой трагедии	1	4
90	у нас	2	4
91	по крайней	2	4
92	в устах	2	4
93	ничего не	4	4
94	к ней	1	4
95	связана с	1	4
96	пушкина на	1	4
97	отличается от	1	4
98	и с	8	4
99	если бы	4	4
100	мы видим	4	4
101	и др	3	4
102	в начале	3	4
103	всяком случае	2	4
104	отношение к	1	4
105	то время	1	4
106	крайней мере	2	4
107	действующих лиц	2	4
108	должна была	1	4
109	в речи	1	4
110	связь с	2	4
111	xix века	7	4
112	он говорит	1	4
113	в течение	1	4
114	и для	1	4
115	но это	5	4
116	сказать что	1	4
117	была бы	1	4
118	в своей	6	4
119	из этого	2	4
120	во всяком	2	4
121	по мнению	3	3
122	говорить о	2	3
123	он был	1	3
124	с его	1	3
125	своего рода	3	3
126	в в	1	3
127	в творчестве	5	3
128	и наконец	2	3
129	все эти	4	3
130	и если	2	3
131	это связано	1	3
132	что этот	2	3
133	в другом	1	3
134	нет в	1	3
135	показывает что	4	3
136	несмотря на	1	3
137	начале xix	1	3
138	в их	3	3
139	и народ	1	3
140	что я	2	3
141	но он	1	3
142	и более	1	3
143	тому что	1	3
144	во время	1	3
145	трагедии в	2	3
146	же время	7	3
147	связи с	1	3
148	и далее	2	3
149	и здесь	1	3
150	что все	1	3
151	со стороны	1	3
152	на вопрос	1	3
153	и что	2	3
154	борису годунову	1	3
155	раньше чем	1	3
156	и его	9	3
157	вот что	1	3
158	уже не	3	3
159	уже в	2	3
160	не так	2	3
161	для него	3	3
162	так как	3	3
163	как раз	1	3
164	не является	3	3
165	связан с	1	3
166	к которому	2	3
167	писателя и	1	3
168	что для	1	3
169	в рассказе	3	3
170	в связи	1	3
171	мой друг	1	3
172	с этой	3	3
173	г а	3	3
174	находит свое	1	3
175	к этому	3	3
176	в виде	2	3
177	того времени	1	3
178	народ в	1	2
179	речь идет	1	2
180	которого в	1	2
181	самом деле	2	2
182	трагедии и	1	2
183	такое же	1	2
184	и за	1	2
185	той же	1	2
186	в реплике	1	2
187	как я	1	2
188	в биографии	1	2
189	г к	1	2
190	не имел	1	2
191	не был	1	2
192	во всех	1	2
193	то он	1	2
194	но как	1	2
195	если в	1	2
196	не просто	1	2
197	нет и	2	2
198	что они	4	2
199	не буду	1	2
200	в произведениях	2	2
201	его к	1	2
202	представлял себе	1	2
203	в самом	3	2
204	во многих	2	2
205	так сказать	2	2
206	с чувством	3	2
207	в статье	2	2
208	т д	11	2
209	о которой	1	2
210	том чтобы	1	2
211	представляет собою	1	2
212	в плане	3	2
213	и по	2	2
214	а по	1	2
215	то есть	5	2
216	заключается в	1	2
217	известно что	2	2
218	а с	3	2
219	жизни но	1	2
220	мы не	4	2
221	в развитии	1	2
222	такой же	2	2
223	к князю	1	2
224	и тогда	2	2
225	не мог	1	2
226	нас не	1	2
227	в такой	2	2
228	не столько	2	2
229	трагедии он	1	2
230	что нужно	1	2
231	в которых	3	2
232	точку зрения	2	2
233	в прямом	1	2
234	не была	1	2
235	сам он	1	2
236	не менее	2	2
237	самого начала	1	2
238	как о	2	2
239	расчленяется на	1	2
240	одна из	3	2
241	не имеет	1	2
242	этот тип	1	2
243	никогда не	11	2
244	в русском	1	2
245	х годов	3	2
246	на себе	1	2
247	этот образ	1	2
248	начиная с	2	2
249	могут быть	2	2
250	и такие	1	2
251	к тому	1	2
252	на это	1	2
253	должен быть	1	2
254	как мы	1	2
255	в виду	1	2
256	нужно сказать	1	2
257	на основе	1	2
258	с самого	1	2
259	что у	4	2
260	в келье	1	2
261	во многом	2	2
262	он писал	2	2
263	нас к	1	2
264	это объясняется	1	2
265	произведения как	1	2
266	пушкина этот	1	2
267	к борису	1	2
268	одного из	1	2
269	с одной	1	2
270	что его	2	2
271	в драме	1	2
272	а потому	1	2
273	самозванца в	1	2
274	и только	2	2
275	и других	2	2
276	все время	2	2
277	была не	1	2
278	на судьбу	1	2
279	еще не	5	2
280	отказ от	1	2
281	и ее	2	2
282	которых я	1	2
283	ряде случаев	1	2
284	и у	2	2
285	что если	1	2
286	в поэзии	1	2
287	при помощи	2	2
288	вовсе не	2	2
289	отходит от	2	2
290	при всей	1	2
291	должен был	1	2
292	или иной	1	2
293	до сих	3	2
294	в предисловии	1	2
295	стал бы	1	2
296	что не	3	2
297	в черновой	3	2
298	вместе с	3	2
299	в одной	3	2
300	а у	1	2
301	в рамках	1	2
302	но не	5	2
303	для искусства	1	2
304	предисловии к	1	2
305	несколько раз	3	2
306	в последнем	1	2
307	его работе	1	2
308	своего времени	1	2
309	том смысле	1	2
310	этого слова	1	2
311	он чувствует	1	2
312	сих пор	3	2
313	это был	3	2
314	один из	3	2
315	которые были	1	2
316	в результате	1	2
317	в духе	4	2
318	и ни	1	2
319	года в	7	2
320	одной из	3	2
321	в свою	1	2
322	быть назван	1	2
323	молодой человек	1	2
324	как известно	2	1
325	вряд ли	1	1
326	ту же	1	1
327	одним из	3	1
328	ставил перед	1	1
329	начинается с	2	1
330	первый этап	1	1
331	он более	1	1
332	переход от	1	1
333	ты и	1	1
334	перед лицом	1	1
335	в первом	1	1
336	смысл этого	1	1
337	по преимуществу	2	1
338	и до	1	1
339	на западе	3	1
340	видеть в	1	1
341	объясняется и	1	1
342	из всех	1	1
343	смотреть на	1	1
344	с новыми	1	1
345	это совершенно	1	1
346	распространенный в	1	1
347	чтобы почувствовать	1	1
348	из своих	1	1
349	ни во	2	1
350	этом не	1	1
351	он действует	1	1
352	на себя	1	1
353	эпохи в	1	1
354	но уже	3	1
355	событий и	1	1
356	мы и	1	1
357	первого взгляда	1	1
358	и он	2	1
359	с большим	3	1
360	между собой	1	1
361	быть в	1	1
362	трагедию в	1	1
363	это означало	1	1
364	истории в	1	1
365	н ф	1	1
366	то мы	1	1
367	а тем	1	1
368	и другие	1	1
369	к жизни	2	1
370	не все	1	1
371	и я	1	1
372	чем же	1	1
373	в истории	2	1
374	выше было	1	1
375	и нет	1	1
376	однако не	1	1
377	нас за	2	1
378	применении к	1	1
379	когда он	4	1
380	и как	1	1
381	хочет сделать	1	1
382	не являются	1	1
383	но эта	2	1
384	это определение	3	1
385	с г	1	1
386	для которого	2	1
387	еще на	1	1
388	из жизни	2	1
389	в литературном	2	1
390	представляет собой	1	1
391	за это	1	1
392	бы не	2	1
393	думать что	1	1
394	в известном	1	1
395	в дальнейшем	4	1
396	что она	4	1
397	по словам	2	1
398	идей и	2	1
399	к традициям	1	1
400	к исторически	1	1
401	в нем	3	1
402	от которого	1	1
403	белинского который	1	1
404	трагедий в	1	1
405	же это	1	1
406	этого вопроса	1	1
407	не к	1	1
408	несколько ниже	1	1
409	совпадают с	1	1
410	а затем	3	1
411	не считать	2	1
412	подходит к	1	1
413	ты мне	1	1
414	я считаю	1	1
415	в ином	1	1
416	рядом с	2	1
417	соответствии с	4	1
418	к которым	1	1
419	мы видели	1	1
420	мы знаем	1	1
421	произведение с	1	1
422	трагедия его	1	1
423	их на	1	1
424	мы как	1	1
425	поэтому он	1	1
426	ориентировался на	2	1
427	как по	2	1
428	какое место	1	1
429	интерес и	1	1
430	был склонен	1	1
431	сам и	1	1
432	не выступает	1	1
433	если можно	1	1
434	на фоне	1	1
435	в черновиках	4	1
436	приблизительно так	1	1
437	одном из	2	1
438	сам же	1	1
439	поэтому в	1	1
440	и эти	1	1
441	не могли	2	1
442	не изменяет	1	1
443	чтобы иметь	1	1
444	том же	2	1
445	важно лишь	1	1
446	с так	1	1
447	по себе	1	1
448	даже в	1	1
449	место занимает	1	1
450	вплоть до	1	1
451	это чувство	1	1
452	о значении	1	1
453	конце х	1	1
454	не о	1	1
455	может служить	2	1
456	л и	1	1
457	дело в	1	1
458	на него	2	1
459	родился в	2	1
460	смысле что	1	1
461	казалось бы	3	1
462	отмечено что	1	1
463	но очень	1	1
464	как она	1	1
