N	3gram	Vinokur_Ku_2	Myslijsy
1	то что я	1	7
2	в том что	10	7
3	до тех пор	1	6
4	в этом случае	2	5
5	по крайней мере	6	5
6	не может быть	4	5
7	само по себе	5	5
8	о том что	1	5
9	в этом слове	2	4
10	до сих пор	1	4
11	и т п	24	4
12	и то что	1	4
13	сам по себе	1	4
14	только тогда когда	1	4
15	можно сказать что	2	4
16	на то что	2	4
17	для того чтобы	8	4
18	тем не менее	5	4
19	на самом деле	2	3
20	с точки зрения	8	3
21	вместе с тем	2	3
22	не то что	1	3
23	в том случае	2	3
24	во всяком случае	5	3
25	и т д	14	3
26	то же время	3	3
27	в то же	3	3
28	потому что как	1	2
29	с течением времени	1	2
30	что иное как	1	2
31	если бы язык	1	2
32	тех пор пока	1	2
33	только потому что	6	2
34	что если бы	1	2
35	в том и	1	2
36	так как оно	1	2
37	только в том	2	2
38	хотя бы и	2	2
39	сами по себе	1	2
40	мы могли бы	1	2
41	в том смысле	1	2
42	сказать несколько слов	1	2
43	на этот вопрос	2	2
44	в данном случае	1	2
45	не могут быть	1	2
46	так или иначе	2	2
47	все более и	1	2
48	не в том	1	2
49	и в том	2	2
50	что в языке	1	2
51	после того как	1	2
52	более и более	1	2
53	в большинстве случаев	1	2
54	не что иное	1	2
55	в высокой степени	1	2
56	и говорить о	1	1
57	а следовательно и	2	1
58	хотя и не	1	1
59	дело в том	1	1
60	и той же	1	1
61	сплошь да рядом	2	1
62	в настоящее время	1	1
63	с этим словом	1	1
64	потому что не	1	1
65	и не только	1	1
66	если так то	1	1
67	смысле в каком	1	1
68	том случае если	2	1
69	в том только	1	1
70	в виду что	1	1
71	можно говорить о	1	1
72	мы должны признать	1	1
73	не имеет никакого	1	1
74	что все эти	3	1
75	не было бы	1	1
76	в этом отношении	3	1
77	к тому чтобы	1	1
78	точно так же	3	1
79	и здесь мы	1	1
80	большую роль в	1	1
81	и только потому	1	1
82	что все это	1	1
83	это слово по	1	1
84	может быть только	2	1
85	и не в	1	1
86	т п но	2	1
87	главным образом в	1	1
88	а если так	1	1
89	может быть и	1	1
90	бы и в	1	1
91	и более сложные	1	1
92	в этом роде	2	1
93	в такой степени	1	1
94	чтобы понять что	2	1
95	ничего общего с	1	1
96	в разговорной речи	1	1
97	может быть не	1	1
98	достаточно для того	1	1
99	в первый раз	1	1
100	мы не знаем	1	1
101	с одной стороны	1	1
102	смысле этого слова	1	1
103	в связи с	3	1
104	то тем самым	2	1
105	таким же образом	1	1
106	в свою очередь	2	1
107	таким образом при	1	1
108	ход мысли не	1	1
109	лишь в том	1	1
110	с другой стороны	7	1
111	того чтобы определить	1	1
112	в свое время	2	1
113	иначе как в	1	1
114	где не только	1	1
115	есть не что	1	1
116	именно в силу	2	1
117	таким образом в	1	1
118	иметь в виду	1	1
119	можем найти и	1	1
120	заключается в том	1	1
121	в то время	1	1
122	в том чтобы	1	1
123	такими словами как	1	1
124	но в этой	1	1
125	оно могло бы	1	1
126	только в языке	1	1
127	и все это	1	1
128	с самого начала	1	1
129	не все равно	1	1
130	легко заметить что	1	1
131	и в самом	2	1
132	языка так как	1	1
133	в связь с	1	1
134	речь идет о	1	1
135	не более как	1	1
136	мы говорим о	2	1
137	случае если бы	1	1
138	ту же мысль	1	1
139	по поводу этого	1	1
140	т п и	2	1
141	тем самым мы	2	1
142	к тому что	1	1
143	со стороны говорящего	3	1
144	в каком отношении	1	1
145	одной и той	1	1
146	что он говорит	1	1
147	у нас в	1	1
148	это однако не	1	1
149	дело не в	2	1
150	то же что	1	1
151	или быть может	1	1
152	как и в	1	1
