N	3gram	Bakhtin_Fr_3	Myslijsy
1	в том что	1	16
2	смысле этого слова	1	7
3	по отношению к	2	5
4	то же время	6	5
5	в то же	6	5
6	с другой стороны	1	4
7	но и в	2	4
8	потому что не	1	3
9	до сих пор	4	3
10	что в то	1	3
11	может быть только	1	3
12	одним и тем	1	3
13	и тем же	1	3
14	в свою очередь	1	3
15	само по себе	1	3
16	для того чтобы	3	3
17	не может быть	2	3
18	что и в	1	3
19	подобно тому как	1	2
20	в том же	2	2
21	в этом отношении	2	2
22	в собственном смысле	1	2
23	в том чтобы	1	2
24	в первом случае	1	2
25	и той же	2	2
26	как и в	2	2
27	что в ней	1	2
28	и в самом	1	2
29	но никак не	1	2
30	можно сказать что	2	2
31	одной и той	2	2
32	не к одному	1	1
33	и его связь	1	1
34	в свое время	1	1
35	и вообще в	1	1
36	в одном слове	1	1
37	таким образом то	1	1
38	с он говорит	1	1
39	мы уже сказали	1	1
40	на самом деле	3	1
41	те же самые	1	1
42	этот образ и	2	1
43	сих пор еще	1	1
44	не подлежит сомнению	1	1
45	и в других	2	1
46	в строгом смысле	1	1
47	дело вовсе не	1	1
48	здесь только на	1	1
49	за то что	1	1
50	не находит для	1	1
51	его связь с	3	1
52	в таких случаях	1	1
53	ни с одним	1	1
54	в данном случае	2	1
55	каждый из этих	1	1
56	и сделал его	1	1
57	притом не только	1	1
58	его отношение к	2	1
59	одно из них	1	1
60	во всем своем	1	1
61	только то что	1	1
62	было бы совершенно	1	1
63	вовсе не в	1	1
64	заключается в том	1	1
65	каждого из этих	1	1
66	имея в виду	1	1
67	о том что	2	1
68	не было ни	3	1
69	как мы уже	5	1
70	таким образом и	1	1
71	что этот образ	1	1
72	вместе с нею	2	1
73	слово в этом	1	1
74	с нею в	1	1
75	все то что	2	1
76	и все что	2	1
77	он не видит	1	1
78	как мы видели	2	1
