N	2gram	Losev_Dial_1	Myslijsy
1	потому что	14	52
2	то есть	1	42
3	и в	18	39
4	может быть	17	27
5	в том	9	26
6	только в	3	25
7	не может	12	22
8	что в	13	22
9	не только	13	21
10	так как	11	21
11	а не	14	21
12	в нем	16	20
13	но и	7	20
14	и не	30	18
15	том что	9	16
16	так что	15	16
17	в этом	12	15
18	не в	6	15
19	если бы	12	14
20	в себе	11	13
21	таким образом	1	13
22	так и	9	13
23	было бы	12	12
24	в душе	1	11
25	есть только	5	11
26	точно так	2	11
27	мы не	1	10
28	как в	2	10
29	по себе	25	10
30	и что	12	10
31	а потому	1	10
32	то что	13	10
33	что не	7	10
34	не есть	40	10
35	но в	6	9
36	как и	2	9
37	вместе и	1	9
38	мысли в	2	9
39	могут быть	3	9
40	для нас	1	9
41	мысли и	3	9
42	но не	4	8
43	точки зрения	17	8
44	о происхождении	1	8
45	того что	2	8
46	со стороны	2	8
47	вместе с	1	8
48	по его	1	7
49	в ней	3	7
50	же с	1	7
51	с этим	2	7
52	это не	9	7
53	в этих	5	7
54	в нас	1	7
55	на язык	1	7
56	должны быть	1	7
57	то и	2	7
58	с другой	6	7
59	должно быть	3	7
60	и т	21	6
61	то же	10	6
62	все же	5	6
63	и как	7	6
64	бы не	1	6
65	при этом	1	6
66	и по	1	6
67	между собою	2	6
68	не менее	2	6
69	того как	1	6
70	тем не	1	6
71	в каком	8	6
72	что и	3	6
73	еще не	2	6
74	по мере	2	6
75	в природе	1	6
76	как бы	11	6
77	то это	4	5
78	во всех	1	5
79	только тогда	2	5
80	то в	7	5
81	несмотря на	10	5
82	не имеет	15	5
83	и его	1	5
84	если же	1	5
85	язык и	1	5
86	между тем	1	5
87	в его	3	5
88	вовсе не	7	5
89	что человек	2	5
90	зависит от	1	5
91	так же	4	5
92	и потому	3	5
93	быть только	1	5
94	но это	8	5
95	и для	2	5
96	а в	5	5
97	другой стороны	4	5
98	в таком	1	5
99	на деле	2	4
100	этой теории	1	4
101	вопрос о	2	4
102	есть нечто	10	4
103	бы ни	1	4
104	а только	3	4
105	из этих	2	4
106	т д	19	4
107	в каждом	2	4
108	этом смысле	3	4
109	т п	2	4
110	тем самым	1	4
111	в то	6	4
112	должен бы	1	4
113	никогда не	9	4
114	же время	4	4
115	и притом	4	4
116	во всем	2	4
117	не могут	1	4
118	к тому	4	4
119	каждый раз	1	4
120	и неудовольствия	1	4
121	есть наука	3	4
122	бы в	3	4
123	слова для	1	4
124	в стороне	1	4
125	и других	1	4
126	для него	2	4
127	само по	5	4
128	не было	6	4
129	и даже	13	4
130	прежде всего	10	4
131	там где	1	4
132	что мы	1	4
133	при таком	1	4
134	от него	4	4
135	от того	1	4
136	не более	1	4
137	мы видим	4	4
138	а между	1	3
139	не иначе	1	3
140	только потому	3	3
141	должна быть	3	3
142	что если	2	3
143	и то	9	3
144	вопрос об	1	3
145	столь же	1	3
146	явлений и	1	3
147	сама по	8	3
148	относится к	2	3
149	при известных	1	3
150	что как	2	3
151	в своем	5	3
152	помнить что	2	3
153	хотя и	4	3
154	что по	1	3
155	в самом	3	3
156	что это	11	3
157	думать что	3	3
158	в основании	1	3
159	он не	3	3
160	так например	1	3
161	что все	1	3
162	в мире	2	3
163	той же	1	3
164	и с	5	3
165	заключается в	1	3
166	что например	1	3
167	и тем	1	3
168	в жизни	1	3
169	в них	3	3
170	показывает что	1	3
171	в этой	1	3
172	не так	1	3
173	и при	2	3
174	в своей	2	3
175	и без	1	3
176	с точки	12	3
177	и той	1	3
178	друг другу	3	3
179	тому что	3	3
180	она не	6	3
181	для того	2	3
182	и другое	2	3
183	самого начала	1	3
184	сколько и	1	3
185	или же	1	3
186	находятся в	1	3
187	как она	7	3
188	в сознании	3	3
189	оно не	1	3
190	и это	2	3
191	но при	1	3
192	с самого	1	3
193	столько же	1	3
194	и вообще	4	3
195	с ним	6	3
196	одной и	1	3
197	в создании	1	3
198	мы увидим	2	3
199	но как	2	3
200	с одной	2	3
201	из которого	1	3
202	судить о	1	3
203	если мы	2	3
204	только на	3	3
205	есть уже	1	3
206	и их	2	3
207	никто не	2	3
208	представить себе	1	3
209	эти явления	1	3
210	были бы	2	3
211	с другим	1	3
212	что для	3	3
213	связи с	1	3
214	одной стороны	2	3
215	в сравнении	1	3
216	в состоянии	1	3
217	и от	2	3
218	она может	1	3
219	об отношении	5	3
220	о котором	1	3
221	развития и	1	3
222	то не	2	3
223	и все	3	3
224	к этой	1	3
225	мы должны	5	3
226	хотя в	1	3
227	сказать что	10	3
228	что понятие	1	3
229	во всяком	4	3
230	природы есть	1	2
231	чтобы не	2	2
232	и есть	16	2
233	тем же	1	2
234	а как	1	2
235	его только	1	2
236	есть не	3	2
237	проявляется в	1	2
238	есть для	2	2
239	себя а	1	2
240	то мы	2	2
241	то он	2	2
242	мы будем	1	2
243	для всякого	2	2
244	друг от	1	2
245	что именно	2	2
246	в полном	1	2
247	сознания в	1	2
248	могли бы	1	2
249	его к	1	2
250	на что	2	2
251	в которой	1	2
252	образом и	2	2
253	на то	5	2
254	не могла	1	2
255	и если	1	2
256	теории и	1	2
257	после этого	1	2
258	по крайней	4	2
259	мы можем	4	2
260	к одному	1	2
261	и более	4	2
262	с этой	2	2
263	но все	3	2
264	могла бы	2	2
265	когда уже	1	2
266	то все	1	2
267	он есть	4	2
268	мог бы	2	2
269	для них	1	2
270	но уже	2	2
271	о которых	2	2
272	только тем	1	2
273	но если	5	2
274	взгляд на	1	2
275	в их	3	2
276	но он	1	2
277	не могли	1	2
278	это будет	1	2
279	если и	2	2
280	от нас	1	2
281	то чего	1	2
282	дело в	1	2
283	на себе	3	2
284	что иное	1	2
285	которых и	1	2
286	того чтобы	1	2
287	вытекает из	1	2
288	в разных	3	2
289	связанное с	1	2
290	природы в	1	2
291	для мысли	1	2
292	к ней	4	2
293	заметить что	2	2
294	из того	2	2
295	сами не	2	2
296	как будто	1	2
297	не нуждается	5	2
298	не потому	1	2
299	когда мы	1	2
300	сравнении с	1	2
301	его с	3	2
302	бы они	1	2
303	нем есть	6	2
304	имеет место	1	2
305	ничего общего	4	2
306	как мы	4	2
307	не будет	1	2
308	от друга	1	2
309	мысль о	1	2
310	могут не	1	2
311	уже с	1	2
312	только то	4	2
313	и может	2	2
314	его самого	2	2
315	времени и	1	2
316	животный организм	1	2
317	для этого	2	2
318	в виду	5	2
319	них не	1	2
320	иное как	1	2
321	и должно	1	2
322	о том	4	2
323	при котором	1	2
324	никак не	6	2
325	все в	1	2
