N	3gram	Propp_Isto_6	Dialekti
1	и т д	8	19
2	миф не есть	1	11
3	это значит что	1	9
4	в том что	5	7
5	можно было бы	2	4
6	одно и то	1	4
7	и то же	1	4
8	с другой стороны	8	4
9	на то что	1	4
10	потому что он	2	3
11	только потому что	1	3
12	более или менее	1	3
13	только то что	2	3
14	что в нем	2	3
15	не значит что	1	3
16	не может быть	3	3
17	можно сказать что	1	3
18	то это значит	1	2
19	одной стороны и	1	2
20	мы находим в	1	2
21	до сих пор	4	2
22	и то и	1	2
23	т д но	1	2
24	точно так же	2	2
25	то или иное	1	2
26	то и другое	1	2
27	так как он	2	2
28	с одной стороны	7	2
29	как один из	1	2
30	во всяком случае	2	2
31	же можно сказать	2	2
32	о том что	4	2
33	с этой стороны	1	2
34	один из видов	1	2
35	и с другой	1	2
36	в чистом виде	1	1
37	обе стороны и	1	1
38	то время как	3	1
39	и в особенности	1	1
40	так или иначе	1	1
41	того или другого	1	1
42	мы уже знаем	2	1
43	то же можно	1	1
44	только тогда если	1	1
45	еще и сейчас	1	1
46	мне кажется что	1	1
47	всего мира и	1	1
48	вместе с ним	1	1
49	но это не	1	1
50	убежден в том	1	1
51	в мифе о	4	1
52	и тем не	1	1
53	можно сказать о	1	1
54	не потому что	1	1
55	в то время	3	1
56	но мы уже	2	1
57	мифа это есть	1	1
58	вспомним что и	1	1
59	все больше и	2	1
60	еще ничего не	1	1
61	это не значит	1	1
62	если они не	1	1
63	т д все	1	1
64	в последнем случае	1	1
65	таким образом и	2	1
66	но так как	3	1
67	что оно имеет	1	1
68	сих пор не	1	1
69	есть не что	1	1
70	то что не	1	1
71	к выводу что	1	1
72	т д если	1	1
73	что иное как	1	1
74	но все же	2	1
75	что миф не	1	1
76	есть частный случай	1	1
77	не было ни	1	1
78	это далеко не	2	1
79	в этих случаях	1	1
80	то или другое	1	1
81	больше и больше	2	1
82	уже знаем что	2	1
83	не что иное	1	1
84	тем не менее	1	1
85	друг с другом	1	1
86	в сравнении с	1	1
87	для того чтобы	1	1
88	в них не	1	1
89	т д в	1	1
90	на первый взгляд	1	1
