N	3gram	Tiupa_Anal_1	KulturaY
1	и т п	3	41
2	с точки зрения	4	16
3	в самом деле	2	11
4	для того чтобы	3	11
5	до сих пор	1	8
6	в том что	9	8
7	в зависимости от	1	7
8	той или иной	6	5
9	тех пор пока	1	4
10	в том случае	1	4
11	в данном случае	2	4
12	с одной стороны	3	4
13	в связи с	1	4
14	до тех пор	1	4
15	и в самом	1	4
16	только тогда когда	1	4
17	того или иного	3	3
18	сам по себе	1	3
19	в том чтобы	7	3
20	не только в	1	3
21	а с другой	1	3
22	с другой стороны	2	3
23	не может быть	16	3
24	о том что	3	3
25	смысле этого слова	1	2
26	в той или	3	2
27	и того же	2	2
28	по отношению к	5	2
29	не говоря уже	1	2
30	в том числе	3	2
31	как раз и	1	2
32	один и тот	1	2
33	только в том	1	2
34	говоря уже о	1	2
35	в таком случае	3	2
36	на точку зрения	1	2
37	в отличие от	6	2
38	в первом случае	2	2
39	и тот же	1	2
40	в известном смысле	1	2
41	на себя внимание	1	2
42	не в том	3	2
43	не могут быть	2	2
44	лишь в том	3	2
45	более или менее	1	2
46	то или иное	1	2
47	одного и того	2	2
48	дело не в	1	2
49	к тому же	4	2
50	в свое время	2	2
51	есть не более	1	1
52	язык есть не	1	1
53	мере в какой	2	1
54	что же касается	1	1
55	и к тому	2	1
56	а вовсе не	1	1
57	прежде всего в	1	1
58	и той же	1	1
59	далеко не все	1	1
60	не более чем	4	1
61	также и в	1	1
62	в этом смысле	1	1
63	то же самое	2	1
64	на тех же	1	1
65	и не может	4	1
66	то что мы	1	1
67	ни в коем	2	1
68	бы то ни	3	1
69	но и в	2	1
70	по своему содержанию	1	1
71	из того что	3	1
72	в собственном смысле	1	1
73	по крайней мере	1	1
74	в той мере	2	1
75	а то и	1	1
76	значении этого слова	6	1
77	но и как	1	1
78	с этой точки	1	1
79	вместе с тем	1	1
80	что даже в	1	1
81	самом деле как	1	1
82	в коем случае	2	1
83	в равной мере	1	1
84	ставит себе целью	1	1
85	что мы наблюдаем	1	1
86	в виду не	1	1
87	обращает на себя	1	1
88	как и следовало	1	1
89	тому или иному	1	1
90	поэтического творчества и	1	1
91	и не могут	1	1
92	не столько в	1	1
93	конечно может быть	1	1
94	все без исключения	1	1
95	и при этом	1	1
96	по природе своей	2	1
97	в противном случае	1	1
98	а не с	1	1
99	или иной форме	1	1
100	собственном смысле слова	1	1
101	во всяком случае	1	1
102	во внутреннюю связь	1	1
103	то и просто	1	1
104	самом деле в	1	1
105	на вопрос о	1	1
106	этой точки зрения	1	1
107	по меньшей мере	1	1
108	то же время	6	1
109	уже потому что	1	1
110	и вместе с	1	1
111	в свою очередь	1	1
112	в конечном счете	4	1
113	это отнюдь не	1	1
114	в совокупности своей	1	1
115	выходит за пределы	1	1
116	и остается в	1	1
117	тех же основаниях	1	1
118	мы имеем в	1	1
119	могут и должны	1	1
120	а вместе с	1	1
121	в то же	8	1
122	в области литературной	1	1
123	к тому что	1	1
124	одной и той	1	1
125	может быть использован	1	1
126	той мере в	2	1
127	тех или иных	2	1
128	быть не может	3	1
129	только для того	1	1
130	конечно далеко не	1	1
