N	2gram	Tiupa_Disk_1	FransuaR
1	и в	16	41
2	то есть	20	24
3	и т.п	12	19
4	во всех	5	17
5	таким образом	3	17
6	в нем	9	16
7	и его	2	13
8	но и	14	13
9	в этом	15	12
10	как мы	2	12
11	в самом	3	10
12	не только	28	10
13	и др	2	10
14	прежде всего	11	10
15	то что	5	10
16	и на	5	9
17	во время	1	9
18	о том	8	9
19	здесь в	2	9
20	и все	2	9
21	в сущности	2	8
22	но в	8	8
23	в этой	2	8
24	никогда не	2	8
25	и до	1	7
26	в них	4	7
27	как и	16	7
28	том что	19	7
29	в его	7	7
30	в особенности	4	7
31	связаны с	1	7
32	как бы	5	7
33	что в	4	7
34	также и	3	6
35	например в	2	6
36	в году	2	6
37	следующей главе	1	6
38	в эпоху	5	6
39	в то	3	6
40	один из	3	6
41	с помощью	1	6
42	вместе с	1	6
43	в следующей	1	6
44	или в	2	6
45	сказать что	3	6
46	что он	4	6
47	и он	2	5
48	с его	4	5
49	в ее	3	5
50	в своем	6	5
51	что это	1	5
52	в себе	7	5
53	то же	7	5
54	той же	1	5
55	еще в	3	5
56	во всем	1	5
57	тем что	3	5
58	так и	8	5
59	и что	2	5
60	а также	8	5
61	же время	4	5
62	в литературе	2	5
63	до нас	1	5
64	из них	3	5
65	в одном	2	5
66	большинстве случаев	1	5
67	в той	1	5
68	одним из	2	4
69	того же	3	4
70	самом деле	1	4
71	меньшей степени	1	4
72	средних веков	1	4
73	как в	10	4
74	и как	6	4
75	в другом	2	4
76	не в	7	4
77	но они	2	4
78	в основе	7	4
79	все же	3	4
80	нового времени	1	4
81	роль в	7	4
82	и вообще	2	4
83	всех его	1	4
84	с одной	9	4
85	уже в	2	4
86	в большинстве	1	4
87	в результате	1	4
88	в котором	5	4
89	и даже	3	4
90	с другой	10	4
91	именно в	3	4
92	одной стороны	9	4
93	более того	2	4
94	большей или	2	4
95	и от	1	4
96	о котором	2	4
97	в большей	1	4
98	а в	5	4
99	не может	9	4
100	говорили о	2	3
101	не остается	1	3
102	они были	1	3
103	т.п но	3	3
