N	2gram	Bakhtin_Pr_2	Narrotol
1	не только	16	31
2	но и	15	27
3	и не	42	23
4	при этом	2	19
5	может быть	18	15
6	в частности	1	14
7	как и	14	13
8	а не	10	13
9	а в	3	13
10	в этом	20	12
11	только в	9	12
12	и в	45	11
13	в данном	1	11
14	и его	8	10
15	то есть	50	9
16	во времени	1	9
17	то что	5	9
18	то же	5	8
19	не может	24	8
20	данном случае	1	8
21	в том	8	8
22	уже не	6	8
23	со стороны	4	8
24	и т.п	6	8
25	в рассказе	3	8
26	но в	6	7
27	том что	7	7
28	если бы	2	7
29	на протяжении	3	7
30	у него	6	7
31	и он	3	6
32	в самом	13	6
33	не в	8	6
34	в этой	1	6
35	в себе	5	6
36	тому же	1	6
37	об этом	3	6
38	к тому	1	6
39	и т.д	3	6
40	одного из	1	6
41	в его	22	6
42	как бы	15	6
43	один из	2	6
44	как раз	6	6
45	или в	2	6
46	жизни и	15	6
47	и на	7	5
48	той или	3	5
49	перед нами	4	5
50	так и	3	5
51	точки зрения	19	5
52	в своей	6	5
53	тем самым	2	5
54	потому что	8	5
55	можно сказать	2	5
56	точка зрения	7	5
57	то в	1	4
58	было как	1	4
59	в первом	1	4
60	еще не	9	4
61	с его	8	4
62	но не	6	4
63	как в	4	4
64	все же	4	4
65	хотя и	2	4
66	из этих	1	4
67	в нем	20	4
68	в мире	3	4
69	из них	9	4
70	по себе	8	4
71	в одном	6	4
72	в то	5	4
73	одна из	3	4
74	не по	3	4
75	того чтобы	1	4
76	никогда не	17	4
77	в сознании	2	4
78	что на	1	4
79	в ней	7	4
80	так в	1	4
81	что у	4	4
82	о том	3	4
83	же время	3	4
84	а во	1	4
85	к нему	11	4
86	в литературе	6	4
87	того что	3	4
88	для него	9	4
89	слова в	4	4
90	у нее	1	4
91	или иной	3	4
92	прежде всего	11	4
93	о чем	1	4
94	или не	2	4
95	самом деле	4	3
96	идет о	2	3
97	мы имеем	2	3
98	мы не	1	3
99	он сам	6	3
100	но как	2	3
101	в центре	1	3
102	в своем	5	3
103	и как	2	3
104	в целом	5	3
105	в нашем	2	3
106	но именно	1	3
107	он не	9	3
108	для того	1	3
109	подобно тому	2	3
110	и с	7	3
111	это не	3	3
112	начала и	2	3
113	в жизни	3	3
114	в слове	1	3
115	не всегда	1	3
116	в современной	1	3
117	еще раз	3	3
118	и ее	7	3
119	стало быть	3	3
120	тем не	1	3
121	их в	7	3
122	не менее	2	3
123	в русской	2	3
124	о них	2	3
125	как будто	1	3
126	этом отношении	2	3
127	у нас	2	3
128	и о	2	3
129	еще в	1	3
130	о ней	1	3
131	о нем	6	3
132	его жизни	2	3
133	лишь в	2	3
134	что он	7	3
135	по отношению	8	3
136	могло бы	1	3
137	может служить	1	3
138	именно в	3	3
139	при всей	1	3
140	не было	2	3
141	как это	2	3
142	тому как	2	3
143	быть не	1	3
144	главного героя	1	3
145	в начале	2	3
146	но для	1	3
147	это уже	1	3
148	не является	3	3
149	и все	1	3
150	жизни а	1	3
151	отношению к	8	3
152	героя в	5	3
153	что в	6	3
154	а о	3	2
155	в сфере	2	2
156	и через	2	2
157	обращено к	3	2
158	сознания героя	1	2
159	в зависимости	3	2
160	матери с	2	2
161	героя но	1	2
162	и для	2	2
163	в сущности	7	2
164	зависимости от	3	2
165	меньшей степени	2	2
166	двух или	1	2
167	между собой	1	2
168	в чем	2	2
169	отличие от	1	2
170	глава четвертая	1	2
171	в едином	2	2
172	в той	3	2
173	если она	1	2
174	та же	1	2
175	на две	1	2
176	на то	2	2
177	героя из	1	2
178	в случае	1	2
179	так сказать	7	2
180	и еще	1	2
181	и вот	2	2
182	человека в	5	2
183	а по	1	2
184	входит в	9	2
185	это было	2	2
186	для них	3	2
187	также не	2	2
188	все равно	1	2
189	а за	2	2
190	он и	4	2
191	и того	1	2
192	в этих	4	2
193	в отличие	1	2
194	сих пор	2	2
195	у тургенева	1	2
196	того кто	1	2
197	она не	5	2
198	не имеет	3	2
199	дело в	1	2
200	и сама	1	2
201	казалось бы	1	2
202	ничего не	3	2
203	как она	1	2
204	связи с	1	2
205	т.п и	1	2
206	ли не	1	2
207	глава третья	1	2
208	они и	2	2
209	как мы	8	2
210	с ее	3	2
211	здесь не	2	2
212	другой стороны	1	2
213	в произведении	5	2
214	в пределах	4	2
215	и про	2	2
216	что может	1	2
217	она была	1	2
218	с ним	8	2
219	точек зрения	3	2
220	то они	2	2
221	за пределами	1	2
222	никак не	1	2
223	до сих	2	2
224	с другой	1	2
225	времени в	1	2
226	тем или	1	2
227	в форме	2	2
228	и только	1	2
229	же в	1	2
230	большей или	1	2
231	с ними	4	2
232	он уже	2	2
233	они могут	3	2
234	который в	1	2
235	значимость и	2	2
236	где они	1	2
237	себя в	2	2
238	только на	1	2
239	до конца	7	2
240	в равной	1	2
241	его и	3	2
242	сами по	1	2
243	в конце	4	2
244	к ним	3	2
245	не о	2	2
246	друг друга	7	2
247	мы можем	4	2
248	каждый из	1	2
249	в особенности	2	2
250	и даже	3	2
251	в области	2	2
252	в результате	3	2
253	она в	1	2
254	как у	2	2
255	на ее	1	2
256	после смерти	1	2
257	и притом	1	2
258	что не	5	2
259	героя и	7	2
260	а на	2	2
261	зависит от	1	2
262	человеческой жизни	2	2
263	что мы	1	2
264	если не	2	2
265	вместе с	1	2
266	его объект	1	2
267	к его	1	2
268	по своим	2	2
269	да и	1	2
270	в первой	1	2
271	нести в	2	2
272	и от	3	2
273	она может	1	2
274	в году	1	2
275	которая в	1	2
276	но зато	1	2
277	сливаются в	1	2
278	хотя бы	5	2
279	только что	2	2
280	прошлого и	1	2
281	равной степени	1	2
282	жизни в	2	2
283	в романе	3	2
284	между ними	4	2
285	сказать что	5	2
286	в свою	1	2
287	все что	3	2
288	в таком	3	2
289	во всяком	1	2
290	одним из	3	1
291	же как	4	1
292	не видим	1	1
293	не остается	1	1
294	связи между	1	1
295	получает в	1	1
296	на самом	1	1
297	лишь из	1	1
298	это и	1	1
299	он почувствовал	1	1
300	и есть	1	1
301	характерное для	1	1
302	и до	4	1
303	о каждом	1	1
304	сам автор	4	1
305	нельзя назвать	1	1
306	из персонажей	1	1
307	мы уже	3	1
308	например в	2	1
309	мир не	1	1
310	он как	3	1
311	и внутренние	1	1
312	принадлежит к	1	1
313	третьего лица	1	1
314	из того	1	1
315	мы и	3	1
316	не совсем	2	1
317	из которых	2	1
318	первого и	1	1
319	целого не	1	1
320	и сами	1	1
321	зрения но	1	1
322	и согласие	1	1
323	между позицией	1	1
324	быть в	2	1
325	нему в	1	1
326	сознания а	2	1
327	и главное	1	1
328	и три	1	1
329	видит в	1	1
330	мы будем	1	1
331	а только	2	1
332	дело обстоит	1	1
333	не входит	2	1
334	перед глазами	1	1
335	свою жизнь	2	1
336	его сознания	1	1
337	не все	1	1
338	ответ на	1	1
339	человеческих отношений	2	1
340	отношение к	8	1
341	как со	1	1
342	преступление и	2	1
343	слова героя	2	1
344	в особом	2	1
345	с этим	1	1
346	о жизни	1	1
347	в полном	1	1
348	и наконец	1	1
349	бы стать	1	1
350	и к	2	1
351	самом начале	3	1
352	в точке	5	1
353	это их	1	1
354	за собой	2	1
355	еще на	1	1
356	в которой	2	1
357	в литературном	1	1
358	отношения с	1	1
359	ни один	3	1
360	об этих	2	1
361	это за	1	1
362	не понимает	1	1
363	бы не	3	1
364	чужих слов	2	1
365	тоже не	2	1
366	ни одна	1	1
367	приводит к	1	1
368	и тот	1	1
369	но ведь	3	1
370	как он	4	1
371	но на	2	1
372	человек не	1	1
373	чужое слово	3	1
374	как принцип	1	1
375	что она	4	1
376	к герою	5	1
377	одному из	1	1
378	как с	1	1
379	не как	6	1
380	на земле	1	1
381	друг с	2	1
382	и по	2	1
383	людей и	2	1
384	так например	1	1
385	в нее	1	1
386	таким образом	11	1
387	но все	4	1
388	могла бы	1	1
389	той же	1	1
390	особенности в	1	1
391	них не	1	1
392	его в	3	1
393	с другими	7	1
394	еще вернемся	1	1
395	деле в	1	1
396	персонажей и	1	1
397	он есть	2	1
398	всю свою	1	1
399	лишь на	2	1
400	в большей	1	1
401	все слова	1	1
402	тут уж	1	1
403	но уже	2	1
404	не люблю	1	1
405	он является	1	1
406	далеко не	4	1
407	в ее	3	1
408	мы видели	3	1
409	ведет к	2	1
410	автора и	2	1
411	здесь она	1	1
412	диалог в	2	1
413	или менее	1	1
414	она сама	1	1
415	или точнее	1	1
416	смерть как	1	1
417	в котором	7	1
418	с точки	9	1
419	в их	4	1
420	в которых	1	1
421	в авторском	1	1
422	что еще	2	1
423	роман а	1	1
424	что я	1	1
425	от его	2	1
426	результате которого	1	1
427	вовсе еще	1	1
428	и они	1	1
429	процесса и	1	1
430	точку зрения	5	1
431	что было	1	1
432	по крайней	2	1
433	и предполагает	1	1
434	она или	1	1
435	кругозоре и	3	1
436	реплики и	1	1
437	можем обозначить	1	1
438	даже в	6	1
439	что эта	2	1
