N	3gram	Vinokur_Ku_3	Dialekti
1	и т д	8	15
2	по крайней мере	1	9
3	с точки зрения	16	8
4	сама по себе	2	7
5	не потому что	1	6
6	в том что	8	6
7	то или иное	2	4
8	в связи с	4	4
9	только то что	2	4
10	то же время	1	4
11	о том что	3	4
12	с другой стороны	3	4
13	в том смысле	1	4
14	только тогда когда	4	4
15	том смысле что	1	3
16	в самом деле	11	3
17	принять во внимание	2	3
18	в таком случае	2	3
19	в то же	1	3
20	может быть и	1	3
21	т е в	1	3
22	сам по себе	3	3
23	не может быть	3	3
24	вовсе не в	1	3
25	в то время	1	3
26	потому что он	1	2
27	в той или	2	2
28	более или менее	2	2
29	т д и	1	2
30	имеется в виду	1	2
31	до сих пор	8	2
32	в зависимости от	7	2
33	и т п	41	2
34	это вовсе не	1	2
35	говоря уже о	2	2
36	ни в какой	2	2
37	в противоположность этому	1	2
38	в данном случае	4	2
39	чтобы не было	1	2
40	не только в	3	2
41	тем не менее	9	2
42	не могут быть	2	2
43	это не значит	1	2
44	во всяком случае	1	2
45	д и т	1	2
46	от того что	2	2
47	не должно быть	1	2
48	само по себе	1	2
49	и прежде всего	1	2
50	скажу только что	1	2
51	то же самое	1	2
52	не говоря уже	2	2
53	и то не	1	1
54	одних и тех	1	1
55	то это вовсе	1	1
56	как быть с	1	1
57	что она не	1	1
58	одному тому что	1	1
59	тех пор пока	4	1
60	мы говорим о	1	1
61	по одному тому	1	1
62	на самом деле	3	1
63	в этом смысле	1	1
64	если он не	1	1
65	во что бы	1	1
66	что она есть	1	1
67	мы находим в	1	1
68	точки зрения чисто	1	1
69	и не может	1	1
70	из всего вышесказанного	1	1
71	и в то	1	1
72	это еще не	1	1
73	бы то ни	1	1
74	но и в	1	1
75	в каждом человеке	1	1
76	с тем чтобы	2	1
77	и тех же	1	1
78	от них получает	1	1
79	мог бы и	1	1
80	вместе с тем	1	1
81	не то что	1	1
82	ту или иную	1	1
83	что бы то	1	1
84	но не потому	1	1
85	и после этого	1	1
86	так же как	1	1
87	в виду не	1	1
88	не в том	2	1
89	что на самом	1	1
90	с одной стороны	4	1
91	он мог бы	1	1
92	из ряда вон	1	1
93	так как они	1	1
94	то ни стало	1	1
95	и в этом	4	1
96	и при этом	1	1
97	можно только тогда	1	1
98	уже само по	1	1
99	чтобы она была	1	1
100	а не просто	2	1
101	могут быть без	1	1
102	когда же мы	1	1
103	я хочу сказать	1	1
104	в том отношении	1	1
105	когда мы говорим	1	1
106	т е как	3	1
107	представить себе как	1	1
108	в свое время	2	1
109	именно в том	1	1
110	и пр и	1	1
111	не есть вообще	1	1
112	того или иного	3	1
113	как и всякая	1	1
114	он не умеет	1	1
115	заключается в том	1	1
116	то что мы	1	1
117	и вместе с	1	1
118	но дело не	1	1
119	и независимо от	1	1
120	мы должны сказать	1	1
121	же мы говорим	1	1
122	что и в	2	1
123	той или иной	5	1
124	но все же	1	1
125	том отношении что	1	1
126	до тех пор	4	1
127	в каком смысле	1	1
128	есть прежде всего	1	1
129	не зависит от	1	1
130	к тому что	1	1
131	это не только	1	1
132	дело не в	2	1
133	ни на какие	1	1
134	может не иметь	1	1
135	на очень высокой	1	1
136	в целом есть	1	1
137	к тому же	2	1
138	т е таких	1	1
139	между поэзией и	2	1
