N	2gram	Bakhtin_Fr_4	Morfolog
1	может быть	2	52
2	таким образом	20	20
3	не может	2	17
4	в этих	2	16
5	с этим	1	14
6	и в	29	13
7	в этом	11	13
8	так как	7	12
9	и др	4	12
10	перед нами	4	11
11	связи с	2	11
12	мы видим	3	11
13	видим что	1	10
14	то же	10	9
15	так и	11	9
16	прежде всего	8	9
17	в связи	1	9
18	и не	16	9
19	а затем	3	8
20	при помощи	1	8
21	что и	1	8
22	с другой	4	8
23	в результате	4	8
24	и этим	2	7
25	или же	1	7
26	в качестве	3	7
27	в тех	1	7
28	все же	3	7
29	но не	2	6
30	это не	5	6
31	во время	10	6
32	подобно тому	3	6
33	и здесь	3	6
34	а также	2	6
35	в форме	1	6
36	в том	7	6
37	мы не	1	5
38	не все	1	5
39	тому как	3	5
40	то что	4	5
41	в образе	4	5
42	далеко не	5	5
43	потому что	1	5
44	или в	2	5
45	в распоряжение	1	5
46	один из	4	5
47	мы увидим	2	5
48	как бы	8	5
49	и другие	2	5
50	также и	4	4
51	обращается в	1	4
52	если в	2	4
53	как в	2	4
54	два раза	2	4
55	хотя и	2	4
56	и как	3	4
57	не только	10	4
58	на его	2	4
59	на этом	2	4
60	об этом	1	4
61	его в	9	4
62	вовсе не	9	4
63	как и	12	4
64	точки зрения	4	4
65	с точки	2	4
66	на котором	2	4
67	ничего не	1	4
68	тем что	4	4
69	в других	2	4
70	как мы	10	4
71	в некоторых	1	4
72	другой стороны	3	4
73	там где	3	4
74	так же	7	4
75	что в	1	4
76	связана с	4	3
77	самом деле	1	3
78	на самом	4	3
79	и для	2	3
80	независимо от	1	3
81	целый ряд	1	3
82	но в	12	3
83	в целом	1	3
84	в нашем	4	3
85	и по	5	3
86	прежде чем	1	3
87	но все	1	3
88	входит в	1	3
89	из них	6	3
90	ни в	2	3
91	сам он	2	3
92	в один	2	3
93	том что	3	3
94	в то	10	3
95	в сущности	6	3
96	на него	1	3
97	того чтобы	3	3
98	от того	1	3
99	на нем	2	3
100	если бы	1	3
101	с того	1	3
102	но и	9	3
103	он не	3	3
104	к нему	3	3
105	и ее	1	3
106	связывается с	1	3
107	друг друга	2	3
108	мы можем	3	3
109	что они	2	3
110	но это	4	3
111	кроме того	2	3
112	только что	1	3
113	если же	2	3
114	смысле слова	1	2
115	обычно в	1	2
116	что эти	1	2
117	что многие	1	2
118	со смертью	1	2
119	время как	1	2
120	формы эти	2	2
121	другой пример	1	2
122	а с	1	2
123	себя за	1	2
124	первый взгляд	1	2
125	и к	2	2
126	более или	3	2
127	то в	3	2
128	животных и	3	2
129	право на	1	2
130	переходит на	1	2
131	из его	1	2
132	одному из	2	2
133	не значит	1	2
134	можно было	1	2
135	и за	3	2
136	мы уже	10	2
137	большинстве случаев	5	2
138	это было	1	2
139	о характере	1	2
140	и тогда	1	2
141	на первый	2	2
142	или менее	3	2
143	для него	1	2
144	и при	2	2
145	что такое	1	2
146	имеется в	3	2
147	нельзя было	1	2
148	все эти	9	2
149	что эта	1	2
150	в обоих	1	2
151	и его	8	2
152	так например	1	2
153	они и	1	2
154	перейти к	1	2
155	для того	3	2
156	утверждать что	1	2
157	здесь не	3	2
158	то время	2	2
159	и что	1	2
160	с этого	1	2
161	но здесь	2	2
162	о том	2	2
163	с одной	2	2
164	можно сказать	1	2
165	в различных	2	2
166	того что	3	2
167	быть и	1	2
168	что он	4	2
169	только в	2	2
170	ход и	1	2
171	себя в	2	2
172	с двумя	1	2
173	тем временем	1	2
174	уже не	2	2
175	в большинстве	6	2
176	друг за	1	2
177	в виде	1	2
178	его и	2	2
179	как их	1	2
180	у нее	1	2
181	носит характер	1	2
182	момент в	1	2
183	без всякой	1	2
184	живой и	2	2
185	не исключает	1	2
186	сказать что	5	2
187	что мы	1	2
188	имеет свои	1	2
189	в частности	3	2
190	играют в	4	2
191	он приводит	1	2
192	одной стороны	2	2
193	есть и	4	2
194	или с	1	2
195	благодаря этому	1	2
196	в отдельных	1	2
197	от него	1	2
198	одной из	2	2
199	но эти	2	2
200	к этому	2	2
201	после чего	1	2
202	и то	2	1
203	и должны	1	1
204	победы над	1	1
205	свою жену	1	1
206	это достигается	1	1
207	короля и	3	1
208	если была	1	1
209	в доме	3	1
210	г в	1	1
211	на дерево	1	1
212	приводят к	1	1
213	он как	1	1
214	но она	2	1
215	что это	5	1
216	не вполне	1	1
217	и такой	1	1
218	ему в	1	1
219	конечно и	3	1
220	в виду	2	1
221	в числе	2	1
222	затем он	1	1
223	кто же	1	1
224	собой в	1	1
225	он был	2	1
226	всегда можно	1	1
227	нему в	1	1
228	мы еще	1	1
229	но как	3	1
230	явлений и	1	1
231	же она	1	1
232	а он	1	1
233	отношение к	1	1
234	отличие от	1	1
235	она есть	1	1
236	основная задача	1	1
237	вследствие чего	2	1
238	вот как	2	1
239	дает нам	2	1
240	для всех	1	1
241	становится особенно	1	1
242	и наконец	2	1
243	его к	2	1
244	и был	1	1
245	в этот	1	1
246	в которой	4	1
247	что так	1	1
248	думать что	1	1
249	в этой	13	1
250	рассказ о	1	1
251	нами в	1	1
252	и тот	2	1
253	на то	1	1
254	что каждая	2	1
255	что она	1	1
256	главным образом	1	1
257	время и	2	1
258	всех этих	3	1
259	момента в	1	1
260	прочим и	1	1
261	и вот	3	1
262	в россии	1	1
263	гл vi	1	1
264	на свое	1	1
265	здесь для	1	1
266	и независимо	1	1
267	и этот	1	1
268	одно и	1	1
269	здесь мы	1	1
270	мифологии и	1	1
271	через все	2	1
272	связанные с	4	1
273	они должны	1	1
274	непосредственно за	1	1
275	конечно в	1	1
276	них не	1	1
277	ко второму	1	1
278	и сердце	1	1
279	то все	1	1
280	и дает	2	1
281	даже в	1	1
282	страха перед	4	1
283	в итоге	1	1
284	в это	1	1
285	по всему	2	1
286	превращаются в	1	1
287	следует и	1	1
288	меняет свой	1	1
289	характерно что	1	1
290	порядком так	1	1
291	все как	1	1
292	и становится	1	1
293	и их	3	1
294	или точнее	1	1
295	как все	1	1
296	в их	2	1
297	их значения	1	1
298	не столько	2	1
299	в первый	1	1
300	исторической действительности	1	1
301	бы мы	1	1
302	что я	2	1
303	значение для	1	1
304	которые в	1	1
305	при этом	3	1
306	но он	6	1
307	тех которые	1	1
308	все это	4	1
309	мы пока	1	1
310	и очень	1	1
311	героем и	1	1
312	и начинает	1	1
313	самого начала	3	1
314	что ему	1	1
315	принадлежат к	2	1
316	весь этот	2	1
317	в основе	2	1
318	как его	1	1
319	дело не	1	1
320	других форм	1	1
321	в другое	1	1
322	на анализе	1	1
323	же время	8	1
324	как на	2	1
325	известную свободу	1	1
326	же он	1	1
327	деле он	1	1
328	и делает	1	1
329	это один	2	1
330	тяготеют к	1	1
331	у нас	1	1
332	хочет жениться	1	1
333	для последующих	1	1
334	но там	2	1
335	животные и	1	1
336	к тому	2	1
337	таких слов	1	1
338	на это	1	1
339	где он	2	1
340	др это	1	1
341	с ее	3	1
342	людей в	1	1
343	же не	2	1
344	данном случае	1	1
345	как по	1	1
346	с самого	3	1
347	всей своей	1	1
348	роль в	3	1
349	те же	1	1
350	еще в	1	1
351	во второй	2	1
352	и с	9	1
