N	2gram	Potebnia_M_4	FransuaR
1	и в	23	40
2	то есть	34	18
3	и его	2	17
4	прежде всего	1	16
5	в этом	23	15
6	мы уже	3	13
7	не только	10	13
8	в его	5	13
9	и не	18	13
10	вовсе не	7	12
11	что в	17	12
12	как и	14	11
13	но и	11	11
14	таким образом	24	10
15	как мы	2	10
16	в сущности	2	9
17	он не	2	9
18	в них	3	9
19	может быть	26	9
20	и все	4	9
21	и до	3	8
22	той же	3	8
23	и на	3	8
24	отношение к	2	8
25	все эти	3	8
26	и с	4	8
27	во время	2	8
28	в том	23	8
29	у него	1	8
30	но в	8	8
31	то же	14	7
32	в своем	8	7
33	в виду	3	7
34	в ту	2	7
35	в одном	4	7
36	и др	2	7
37	этот образ	2	7
38	во всех	1	6
39	в самом	3	6
40	в этих	3	6
41	в то	4	6
42	же время	3	6
43	связи с	3	6
44	связь с	1	6
45	и других	3	6
46	в той	4	6
47	он говорит	1	6
48	в своей	1	6
49	в нем	7	5
50	так сказать	5	5
51	и для	2	5
52	те же	3	5
53	мы видим	2	5
54	для него	5	5
55	то что	29	5
56	не было	12	5
57	а не	12	5
58	в связи	1	5
59	в своих	2	5
60	жизни и	1	4
61	в ней	2	4
62	xix века	1	4
63	в истории	4	4
64	в нашем	2	4
65	в мире	2	4
66	было бы	8	4
67	том что	12	4
68	в эту	1	4
69	в их	1	4
70	даже в	2	4
71	того чтобы	4	4
72	в области	2	4
73	у нас	2	4
74	о том	8	4
75	и о	4	4
76	так в	3	4
77	роль в	1	4
78	и здесь	2	4
79	а также	1	4
80	и во	1	4
81	один из	2	4
82	только на	4	4
83	из них	1	4
84	так как	14	4
85	и даже	2	4
86	до сих	4	4
87	здесь в	1	4
88	века и	1	4
89	и потому	10	4
90	в данном	4	4
91	сих пор	4	4
92	все это	5	4
93	видно что	4	4
94	еще более	2	4
95	самом деле	3	3
96	на самом	3	3
97	в приведенном	1	3
98	и есть	3	3
99	только для	2	3
100	по отношению	10	3
101	отличие от	1	3
102	в этой	1	3
103	кроме того	3	3
104	и как	2	3
105	и к	6	3
106	в себе	14	3
107	при этом	15	3
108	для понимания	2	3
109	об этом	2	3
110	мы видели	1	3
111	их в	3	3
112	в таких	2	3
113	дело не	2	3
114	во всем	1	3
115	и мысли	2	3
116	о нем	1	3
117	начиная с	1	3
118	но все	1	3
119	правда не	1	3
120	и самое	1	3
121	в ее	2	3
122	не подлежит	1	3
123	можно было	2	3
124	если бы	13	3
125	в другом	1	3
126	другими словами	8	3
127	же книге	1	3
128	связь между	3	3
129	между тем	9	3
130	что и	7	3
131	и следовательно	3	3
132	еще не	3	3
133	только в	15	3
134	так и	6	3
135	одно из	1	3
136	не так	2	3
137	тем что	10	3
138	в других	2	3
139	для того	6	3
140	и прежде	2	3
141	сказать что	8	3
142	там где	3	3
143	в частности	1	3
144	не может	11	3
145	вместе с	6	3
146	ко всем	3	3
147	как в	7	3
148	как бы	5	3
149	весь этот	1	3
150	в более	2	3
151	но это	3	3
152	а в	5	3
153	слово в	4	3
154	между ними	4	3
155	том числе	1	3
156	одним из	1	2
157	например в	3	2
158	связана с	1	2
159	того же	1	2
160	переход от	3	2
161	тем же	1	2
162	мы не	8	2
163	общества и	1	2
164	большую роль	1	2
165	хотя бы	4	2
166	меньшей степени	1	2
167	на них	1	2
168	быть в	1	2
169	не был	1	2
170	в последних	1	2
171	но конечно	1	2
172	но не	1	2
173	думать что	4	2
174	в течение	2	2
175	что он	4	2
176	к новому	1	2
177	все же	1	2
178	и той	1	2
179	его к	2	2
180	имеет в	2	2
181	в которой	6	2
182	он в	1	2
183	из этих	2	2
184	говорят о	1	2
185	и если	3	2
186	к тем	1	2
187	на его	3	2
188	в первой	1	2
189	и еще	1	2
190	свидетельствует о	1	2
191	что народная	1	2
192	одной и	1	2
193	на этом	1	2
194	значительной степени	2	2
195	здесь мы	2	2
196	и сделал	1	2
197	лишь в	3	2
198	раз при	1	2
199	далеко не	1	2
200	точки зрения	4	2
201	в котором	4	2
202	своего рода	1	2
203	одном из	2	2
204	но он	1	2
205	том же	2	2
206	не менее	5	2
207	ее не	3	2
208	как о	1	2
209	дело в	1	2
210	значение этого	2	2
211	этого явления	1	2
212	связь и	2	2
213	до того	3	2
214	этом отношении	1	2
215	и такие	1	2
216	числе и	1	2
217	должны быть	3	2
218	той или	1	2
219	они и	1	2
220	и это	2	2
221	голову по	1	2
222	данном случае	2	2
223	на основе	1	2
224	следовательно и	1	2
225	и сам	1	2
226	времени и	1	2
227	приводит его	1	2
228	можно сказать	4	2
229	в разных	3	2
230	образом в	5	2
231	особое значение	1	2
232	с другой	2	2
233	нас в	2	2
234	в языке	16	2
235	это не	7	2
236	к нему	5	2
237	как нечто	1	2
238	и так	3	2
239	но как	1	2
240	или же	1	2
241	образов в	1	2
242	конечно не	2	2
243	с нею	3	2
244	и у	2	2
245	уже в	5	2
246	и они	2	2
247	слова в	3	2
248	в нашей	1	2
249	в форме	1	2
250	даже и	3	2
251	рядом с	1	2
252	не были	2	2
253	влияние на	2	2
254	именно в	3	2
255	произведений и	1	2
256	все то	1	2
257	с этим	7	2
258	это есть	3	2
259	образ и	1	2
260	из этой	1	2
261	в состоянии	2	2
262	есть и	2	2
263	этого слова	7	2
264	слова и	5	2
265	какой бы	1	2
266	и сама	2	2
267	потому что	33	2
268	трав и	1	2
269	и необходимо	1	2
270	хотя в	2	2
271	здесь только	1	2
272	одной из	1	2
273	в последнем	1	2
274	отношению к	8	2
275	из этого	2	2
276	это в	1	2
277	все что	2	2
278	ли мы	1	1
279	границы между	1	1
280	и т	7	1
281	не думает	1	1
282	с с	1	1
283	и отчасти	1	1
284	предполагает что	1	1
285	художественного произведения	1	1
286	вряд ли	1	1
287	и реального	1	1
288	др в	1	1
289	одним и	1	1
290	в несколько	1	1
291	есть не	4	1
292	им самим	1	1
293	мы имеем	4	1
294	или наоборот	1	1
295	человеческой природы	2	1
296	не во	1	1
297	сделал его	1	1
298	и новые	1	1
299	не была	1	1
300	есть нечто	5	1
301	что иное	2	1
302	но даже	2	1
303	во мне	1	1
304	в xix	1	1
305	меньше чем	1	1
306	иное как	2	1
307	тем как	2	1
308	а следовательно	1	1
309	видели что	1	1
310	то он	2	1
311	к слову	3	1
312	нет и	1	1
313	относится к	1	1
314	и я	2	1
315	и кончается	1	1
316	эта связь	2	1
317	и этой	1	1
318	перед нами	1	1
319	виду и	1	1
320	смысле этого	1	1
321	и каждое	1	1
322	что этим	1	1
323	ее целом	1	1
324	к художественному	1	1
325	бы и	5	1
326	так тесно	1	1
327	что это	7	1
328	многое в	1	1
329	в известном	1	1
330	почти одновременно	1	1
331	им в	1	1
332	и тот	3	1
333	этого образа	1	1
334	имеем в	1	1
335	во многих	2	1
336	в ряду	6	1
337	если он	1	1
338	но на	1	1
339	в наших	2	1
340	отрицание должно	1	1
341	образа как	1	1
342	и легко	1	1
343	не как	2	1
344	том чтобы	1	1
345	в первом	3	1
346	далее это	1	1
347	с представлением	1	1
348	свое время	1	1
349	подобно тому	2	1
350	что ни	1	1
351	что может	2	1
352	и по	3	1
353	в образе	2	1
354	ее жизни	1	1
355	встречаются и	1	1
356	мы его	3	1
357	этом суждении	1	1
358	главным образом	1	1
359	есть все	1	1
360	на все	1	1
361	которое с	1	1
362	а как	2	1
363	его в	4	1
364	это было	2	1
365	заключается в	1	1
366	с другими	4	1
367	понять ни	1	1
368	например с	2	1
369	и тем	4	1
370	истории и	1	1
371	из первых	1	1
372	нечто общее	1	1
373	это положение	1	1
374	превращаются в	1	1
375	все равно	3	1
376	и количества	1	1
377	жизни то	1	1
378	с тем	7	1
379	значит не	1	1
380	чем в	2	1
381	в развитии	1	1
382	должно быть	5	1
383	и прямо	1	1
384	этом в	2	1
385	восприятия и	1	1
386	на первый	1	1
387	этом случае	5	1
388	и при	2	1
389	и их	3	1
390	при изучении	1	1
391	мысль и	1	1
392	таким же	5	1
393	этой связи	1	1
394	в отношении	1	1
395	с точки	3	1
396	бы к	1	1
397	рядом других	1	1
398	к одному	3	1
399	мысли и	7	1
400	о языке	2	1
401	от его	2	1
402	и нельзя	2	1
403	человеческого тела	1	1
404	несомненно что	1	1
405	но эта	2	1
406	образом и	1	1
407	которые в	1	1
408	не в	11	1
409	друг другу	1	1
410	собой что	1	1
411	и более	4	1
412	что этот	1	1
413	для нее	1	1
414	по себе	11	1
415	случае мы	1	1
416	тому что	2	1
417	роль играют	1	1
418	но они	1	1
419	тем самым	4	1
420	о значении	1	1
421	них не	1	1
422	имеет свое	1	1
423	прочь от	1	1
424	самого начала	2	1
425	еще довольно	1	1
426	ничего не	1	1
427	и притом	2	1
428	ее с	1	1
429	на себе	3	1
430	о шуме	1	1
431	только не	3	1
432	никогда не	3	1
433	судя по	2	1
434	а для	1	1
435	слово и	3	1
436	под этим	1	1
437	что их	1	1
438	с одним	1	1
439	как она	2	1
440	слове и	1	1
441	только этим	1	1
442	к представлению	2	1
443	века не	1	1
444	уже и	2	1
445	доказать что	1	1
446	как будто	1	1
447	каждый раз	4	1
448	что на	2	1
449	или лучше	2	1
450	и веселья	1	1
451	как всякое	2	1
452	языке и	4	1
453	время мы	1	1
454	и дух	1	1
455	нет мы	1	1
456	бы он	1	1
457	некоторые явления	1	1
458	отказаться от	1	1
459	в следующей	1	1
460	всегда в	1	1
461	в применении	1	1
462	с образом	1	1
463	период когда	1	1
464	образы и	3	1
465	нас от	1	1
466	свою очередь	1	1
467	есть ее	1	1
468	языка и	3	1
469	в собственном	1	1
470	они ни	1	1
471	в себя	1	1
472	в произведении	1	1
473	с самого	1	1
474	в пределах	1	1
475	нечто другое	1	1
476	на том	2	1
477	произведения с	1	1
478	убеждение в	1	1
479	с первым	1	1
480	на нее	3	1
481	видит что	1	1
482	не с	2	1
483	бывает трудно	1	1
484	было в	3	1
485	субъективное и	1	1
486	том как	1	1
487	не приводит	1	1
488	и применяется	1	1
489	мы в	3	1
490	на что	1	1
491	и вообще	2	1
492	эти три	1	1
493	с ним	5	1
494	можно объяснить	1	1
495	возможна только	1	1
496	внимание на	5	1
497	настоящее время	1	1
498	и что	7	1
499	там же	3	1
500	все его	1	1
501	второй половины	1	1
502	в толпе	1	1
503	что эта	1	1
504	он берет	1	1
505	на отдельные	1	1
506	от них	1	1
507	судить о	2	1
508	во втором	1	1
509	и пожирания	1	1
510	на одном	1	1
511	подлежит сомнению	1	1
512	сама литература	1	1
513	который и	1	1
514	и только	3	1
515	в другой	2	1
516	ко второму	2	1
517	вообще и	3	1
518	которой все	1	1
519	что бы	1	1
520	сложное и	2	1
521	и об	1	1
522	при котором	1	1
523	то явление	1	1
524	судить по	2	1
525	и другую	1	1
526	веселье и	1	1
527	видим что	1	1
528	того что	14	1
529	что здесь	1	1
530	быть и	2	1
531	обе эти	1	1
532	что только	2	1
533	к различным	1	1
534	только под	3	1
535	дело с	1	1
