N	2gram	Medvedev_F_3	StatiiOP
1	и в	27	29
2	том что	4	27
3	в том	7	27
4	в этом	18	21
5	не только	9	19
6	но и	10	19
7	что в	8	19
8	о том	4	17
9	в его	7	13
10	что он	6	13
11	то что	8	11
12	все это	7	11
13	таким образом	18	10
14	к тому	4	10
15	т е	32	10
16	и т	11	9
17	в своем	2	9
18	он не	1	9
19	потому что	7	9
20	так и	21	9
21	этом отношении	3	9
22	и не	30	9
23	пушкин и	1	9
24	но в	6	8
25	как раз	8	8
26	и пр	15	8
27	в ней	5	7
28	в самом	11	7
29	так например	1	7
30	но все	1	7
31	в своей	6	7
32	в котором	2	7
33	пушкина с	1	7
34	тому что	3	7
35	того как	1	7
36	для того	4	7
37	в виду	3	7
38	с тем	7	7
39	вместе с	6	7
40	одним из	3	6
41	и на	3	6
42	все же	6	6
43	т д	6	6
44	факт что	1	6
45	вовсе не	28	6
46	того чтобы	5	6
47	и его	19	6
48	об этом	1	6
49	и что	3	6
50	в одном	1	6
51	до сих	1	6
52	в течение	1	6
53	было бы	6	5
54	точки зрения	16	5
55	была бы	2	5
56	в языке	2	5
57	того что	3	5
58	между тем	7	5
59	в качестве	1	5
60	прежде всего	4	5
61	а не	17	5
62	о чем	1	5
63	в той	3	5
64	как бы	8	5
65	сих пор	1	5
66	кроме того	1	4
67	хотя и	1	4
68	в нем	15	4
69	и с	3	4
70	должен был	1	4
71	у булгарина	1	4
72	не в	12	4
73	дело в	2	4
74	ничего не	2	4
75	и о	1	4
76	но с	1	4
77	связи с	5	4
78	для него	1	4
79	с другой	6	4
80	именно в	1	4
81	действующих лиц	2	4
82	в речи	1	4
83	в частности	1	4
84	тот факт	1	4
85	еще более	1	4
86	в романе	4	4
87	к этому	2	4
88	же как	3	3
89	самом деле	16	3
90	на самом	14	3
91	в их	1	3
92	его не	1	3
93	хотя бы	6	3
94	не был	1	3
95	но не	5	3
96	в общем	2	3
97	как в	4	3
98	с этим	1	3
99	не было	1	3
100	что это	3	3
101	вообще не	2	3
102	в начале	1	3
103	в россии	2	3
104	из них	2	3
105	ни в	8	3
106	в эту	2	3
107	в этих	3	3
108	но он	1	3
109	по себе	4	3
110	не менее	7	3
111	на рубеже	1	3
112	что эта	1	3
113	самого начала	1	3
114	одной из	2	3
115	иметь в	1	3
116	не могло	2	3
117	никогда не	5	3
118	и по	1	3
119	тем что	5	3
120	у нас	3	3
121	и именно	2	3
122	оно не	3	3
123	с самого	1	3
124	и здесь	1	3
125	как у	1	3
126	наконец в	1	3
127	но это	2	3
128	года в	1	3
129	вот что	1	3
130	так что	1	3
131	ни одного	1	3
132	кажется что	2	3
133	всяком случае	6	3
134	т п	5	3
135	из нее	2	3
136	и даже	2	3
137	еще и	1	3
138	пушкин с	1	3
139	до конца	4	3
140	так же	9	3
141	другой стороны	5	3
142	не является	5	3
143	отношении к	1	3
144	во всяком	6	3
145	как известно	1	2
146	того же	3	2
147	тем же	7	2
148	то же	15	2
149	как следствие	1	2
150	в полной	2	2
151	это время	1	2
152	бы то	4	2
153	с его	2	2
154	и который	1	2
155	отличие от	2	2
156	нет и	3	2
157	что они	5	2
158	на то	1	2
159	к сожалению	1	2
160	там где	7	2
161	в истории	5	2
162	мере в	1	2
163	в одной	5	2
164	и положений	1	2
165	и как	4	2
166	в чисто	2	2
167	с сюжетом	1	2
168	все эти	6	2
169	выражение в	1	2
170	в этой	2	2
171	в себе	3	2
172	и те	4	2
173	как он	2	2
174	при этом	8	2
175	если бы	12	2
176	тем не	2	2
177	не к	1	2
178	и более	3	2
179	значительной степени	1	2
180	том же	1	2
181	то ни	4	2
182	его в	7	2
183	на почве	2	2
184	в это	1	2
185	о которых	1	2
186	как и	14	2
187	что собственно	2	2
188	в отношении	2	2
189	с точки	14	2
190	с политической	1	2
191	в отличие	2	2
192	от его	3	2
193	времени не	1	2
194	что этот	2	2
195	где нет	2	2
196	даже в	2	2
197	нет никакого	1	2
198	xviii века	2	2
199	в то	7	2
200	дело не	2	2
201	в процессе	15	2
202	в историческую	1	2
203	только не	2	2
204	и теперь	6	2
205	не может	24	2
206	в области	2	2
207	в каком	2	2
208	не потому	1	2
209	искусства и	1	2
210	поэтического языка	1	2
211	и это	2	2
212	в ее	4	2
213	него самого	1	2
214	на произведение	1	2
215	еще в	3	2
216	он был	4	2
217	даны в	1	2
218	говорят что	1	2
219	говорит об	1	2
220	никак не	3	2
221	в значительной	1	2
222	по их	1	2
223	что и	2	2
224	как например	1	2
225	художественного изображения	1	2
226	в какой	3	2
227	только в	8	2
228	это очень	1	2
229	бы ни	4	2
230	очевидно что	2	2
231	ни с	2	2
232	сами по	2	2
233	в конце	3	2
234	так как	9	2
235	случае не	1	2
236	свое выражение	2	2
237	может быть	25	2
238	в них	3	2
239	в роман	4	2
240	со стороны	4	2
241	и речи	2	2
242	ему не	1	2
243	с той	1	2
244	из таких	1	2
245	и др	2	2
246	только к	1	2
247	говорит о	1	2
248	и самый	2	2
249	не на	3	2
250	или с	1	2
251	и вообще	1	2
252	и потому	5	2
253	как это	4	2
254	отрывок из	1	2
255	что именно	5	2
256	к своему	1	2
257	в данном	6	2
258	по существу	1	2
259	с этой	1	2
260	ее в	3	2
261	той мере	1	2
262	в результате	5	2
263	а к	2	2
264	темы но	1	2
265	не должен	1	2
266	ни было	5	2
267	очень хорошо	1	2
268	сказать что	3	2
269	совершенно не	7	2
270	утверждать что	1	2
271	они не	4	2
272	не иначе	1	1
273	произведения но	4	1
274	ту же	2	1
275	языка с	1	1
276	сам по	1	1
277	и то	1	1
278	с условным	1	1
279	трагедии и	1	1
280	это и	2	1
281	и принципиально	1	1
282	в первом	1	1
283	отношения между	2	1
284	и до	1	1
285	в конкретном	4	1
286	не имеют	1	1
287	в какой-то	1	1
288	для понимания	1	1
289	высшей степени	2	1
290	действительности и	6	1
291	в зависимости	5	1
292	той же	3	1
293	бы уже	1	1
294	мы не	4	1
295	лирических и	1	1
296	литературных явлений	1	1
297	в сущности	2	1
298	совпадает с	2	1
299	говорить о	2	1
300	смысловые и	1	1
301	эстетики и	1	1
302	на тему	2	1
303	из того	1	1
304	этого термина	1	1
305	как не	2	1
306	так а	1	1
307	одного слова	1	1
308	в каждой	1	1
309	литературы и	3	1
310	еще не	6	1
311	оценок и	2	1
312	конечно это	2	1
313	всякого исторического	1	1
314	своей работе	1	1
315	совсем не	5	1
316	от характера	1	1
317	темой и	1	1
318	в сторону	2	1
319	по отношению	3	1
320	одни и	3	1
321	себе и	1	1
322	не просто	1	1
323	чем же	2	1
324	же цели	1	1
325	независимо от	5	1
326	вот как	2	1
327	что как	1	1
328	противоречие в	1	1
329	традиция в	2	1
330	в творчестве	1	1
331	для поэтической	1	1
332	нового и	3	1
333	именно эта	1	1
334	действительностью в	2	1
335	значения как	1	1
336	роман а	1	1
337	к другому	2	1
338	в литературном	1	1
339	видеть что	1	1
340	формы в	3	1
341	так или	1	1
342	перестал быть	1	1
343	из этих	2	1
344	с их	1	1
345	данном контексте	1	1
346	им в	1	1
347	и тот	1	1
348	зависимости от	5	1
349	только один	2	1
350	говорят о	2	1
351	иначе и	1	1
352	приемов с	1	1
353	и если	1	1
354	что она	2	1
355	не следует	3	1
356	в определенном	1	1
357	а то	1	1
358	своей статьи	1	1
359	вследствие этого	3	1
360	перестает быть	2	1
361	то нужно	1	1
362	в первую	1	1
363	в принципе	1	1
364	к одному	1	1
365	этого вопроса	1	1
366	не как	2	1
367	ни была	1	1
368	почвы для	1	1
369	его от	2	1
370	на этом	2	1
371	одно и	1	1
372	в основу	2	1
373	интонаций в	2	1
374	так называемым	1	1
375	он просто	1	1
376	значение в	1	1
377	же касается	1	1
378	те же	3	1
379	зрения на	1	1
380	и интонаций	1	1
381	с другими	1	1
382	действительности в	3	1
383	евгения онегина	1	1
384	известно что	1	1
385	этом смысле	2	1
386	роль в	4	1
387	и тем	3	1
388	томашевский в	1	1
389	еще одно	1	1
390	для них	7	1
391	но уже	2	1
392	нет в	1	1
393	это положение	1	1
394	в высшей	2	1
395	для чего	2	1
396	мы видели	4	1
397	с такой	2	1
398	в развитии	1	1
399	можно считать	1	1
400	этого произведения	1	1
401	такой же	2	1
402	они делают	1	1
403	на речь	1	1
404	та что	1	1
405	но если	2	1
406	совершенно независимо	1	1
407	полностью в	1	1
408	и их	5	1
409	одним и	2	1
410	что свое	1	1
411	рядом других	1	1
412	место в	10	1
413	то его	2	1
414	в условиях	3	1
415	о языке	1	1
416	значение для	1	1
417	и той	1	1
418	и эти	1	1
419	условием для	1	1
420	и почти	1	1
421	освободиться от	1	1
422	и очень	2	1
423	какие бы	2	1
424	она не	4	1
425	виду что	2	1
426	силе как	1	1
427	принадлежат к	2	1
428	который был	2	1
429	одна из	2	1
430	первая часть	1	1
431	на него	1	1
432	в основе	3	1
433	материала в	5	1
434	этому слову	1	1
435	и снова	2	1
436	но только	1	1
437	для всего	1	1
438	не поняли	1	1
439	элемент в	1	1
440	больше чем	1	1
441	или другие	1	1
442	же время	7	1
443	и лишь	2	1
444	таким путем	1	1
445	существование и	1	1
446	совершенно неправильно	1	1
447	как она	1	1
448	предполагать что	1	1
449	развивается в	1	1
450	звучит в	1	1
451	на все	2	1
452	п в	2	1
453	в момент	1	1
454	качестве мотивировки	1	1
455	из элементов	2	1
456	нельзя действительно	1	1
457	и вместе	1	1
458	не могут	10	1
459	он и	3	1
460	отличается от	2	1
461	с полной	1	1
462	а что	3	1
463	что является	1	1
464	не встречается	1	1
465	введенных в	1	1
466	остановиться на	1	1
467	они и	3	1
468	слова с	1	1
469	что при	1	1
470	для кого	1	1
471	эпохи как	1	1
472	быть конечно	1	1
473	как мы	8	1
474	от реальной	1	1
475	правом можно	2	1
476	здесь не	2	1
477	данном случае	4	1
478	в в	1	1
479	общения между	1	1
480	только при	1	1
481	х годов	1	1
482	реальной действительности	3	1
483	в пределах	8	1
484	так в	2	1
485	и совершенно	1	1
486	котором мы	1	1
487	можно было	1	1
488	не так	1	1
489	не с	1	1
490	не ради	2	1
491	поэтому в	2	1
492	жанра в	2	1
493	в эпоху	3	1
494	еще так	1	1
495	в построении	1	1
496	со всех	1	1
497	именно потому	2	1
498	столь же	3	1
499	настоящее время	1	1
500	этом произведении	1	1
501	входя в	2	1
502	одного из	1	1
503	можно сказать	3	1
504	отчета в	1	1
505	и во	2	1
506	внешней формы	1	1
507	те или	1	1
508	связь между	4	1
509	или иначе	1	1
510	от них	1	1
511	нуждается в	3	1
512	в форме	1	1
513	от этих	2	1
514	но столь	1	1
515	в середине	1	1
516	все время	6	1
517	каких бы	1	1
518	могло в	1	1
519	для самого	1	1
520	стиха и	1	1
521	говорит в	2	1
522	конце концов	2	1
523	смысл если	1	1
524	ни к	1	1
525	не совпадает	1	1
526	один из	1	1
527	в двух	1	1
528	что только	1	1
529	романа и	2	1
530	тот же	1	1
531	недаром и	1	1
532	и действительно	2	1
533	с какой-то	1	1
534	поэтому и	2	1
535	в самое	2	1
536	который в	1	1
537	это же	1	1
538	и жизни	1	1
539	в общий	1	1
540	не будет	1	1
541	конечно не	4	1
542	да еще	1	1
543	уже в	4	1
544	только на	4	1
545	указаний на	1	1
546	в поэзии	3	1
547	языка как	2	1
548	поэзии но	1	1
549	выбирает не	1	1
550	от других	2	1
551	е не	1	1
552	же лицо	1	1
553	лишенным всякого	1	1
554	одно из	1	1
555	совсем другое	2	1
556	себе в	1	1
557	ведь это	1	1
558	могло бы	1	1
559	а в	1	1
560	не о	3	1
561	мы можем	4	1
562	как его	9	1
563	смысле слова	2	1
564	в каждом	5	1
565	форму и	1	1
566	начале своей	1	1
567	е в	1	1
568	с общим	1	1
569	даже не	1	1
570	а на	2	1
571	был действительно	1	1
572	язык в	1	1
573	за пределы	2	1
574	что человек	1	1
575	строится в	1	1
576	в каких	2	1
577	к которому	2	1
578	такого понимания	1	1
579	и быть	1	1
580	романа в	3	1
581	что для	1	1
582	связано с	2	1
583	то и	1	1
584	ничем не	1	1
585	мы и	3	1
586	в ту	1	1
587	в руках	1	1
588	одну из	2	1
589	жизнь в	1	1
590	не те	1	1
591	в связи	4	1
592	но оно	2	1
593	иной способ	1	1
594	и теми	1	1
595	на который	1	1
596	своеобразия и	1	1
597	характера и	1	1
598	не дают	1	1
599	которые являются	1	1
600	а другое	1	1
601	пишет в	1	1
602	всю глубину	1	1
603	что же	5	1
604	и всей	1	1
605	со всею	2	1
606	да и	4	1
607	слов в	1	1
608	бы его	1	1
609	жизни в	3	1
610	действительно ли	1	1
611	выйти за	1	1
612	самый жанр	1	1
613	который он	1	1
614	быть не	1	1
615	не создает	1	1
616	в контексте	1	1
617	он чувствует	1	1
618	этом случае	1	1
619	все дано	1	1
620	ни для	2	1
621	но для	2	1
622	нисколько не	2	1
623	при всем	1	1
624	виде как	1	1
625	поэта как	1	1
626	за его	1	1
627	становится понятным	1	1
628	и для	6	1
629	и сами	2	1
630	и от	11	1
631	видим и	1	1
632	материал при	1	1
633	в настоящее	1	1
634	свою историческую	1	1
635	к одной	2	1
636	пр в	1	1
637	для нас	3	1
638	от него	2	1
639	и все	8	1
640	существенным в	1	1
641	идет не	2	1
642	бы в	6	1
643	понимал и	1	1
644	в наши	1	1
645	все они	1	1
646	не выдерживает	1	1
647	и роста	1	1
648	же в	1	1
649	на слушателей	1	1
650	в стихах	2	1
651	к самому	2	1
652	между ними	15	1
653	лишь что	1	1
654	и внутренне	1	1
655	эпохой в	1	1
656	обычно не	1	1
657	к его	3	1
658	языка на	1	1
659	но этот	1	1
660	является и	2	1
661	никакой связи	1	1
662	в последнем	2	1
663	отношению к	3	1
664	из этого	4	1
665	героя в	3	1
666	полной силе	2	1
667	стиля и	1	1
668	жизни и	4	1
669	как результат	1	1
670	не давала	1	1
671	как слово	1	1
672	в своих	6	1
673	каждое слово	1	1
674	доступ к	1	1
675	можно назвать	1	1
676	в таком	2	1
677	том числе	1	1
