N	2gram	Bakhtin_Pr_3	Hudozhes
1	и в	34	28
2	в рассказе	1	21
3	том что	3	19
4	в ее	3	18
5	и не	29	18
6	своего рода	2	16
7	в том	3	15
8	а не	9	14
9	в этом	16	13
10	не в	9	13
11	о том	2	12
12	перед нами	1	11
13	не только	10	11
14	при этом	4	11
15	как и	18	11
16	в его	22	11
17	уже не	2	10
18	не случайно	1	10
19	в себе	6	9
20	но и	12	9
21	так и	6	8
22	между тем	3	8
23	что он	23	8
24	себя в	1	8
25	в жизни	2	8
26	в душе	2	8
27	может быть	19	8
28	о чем	2	8
29	я не	7	7
30	по отношению	5	7
31	в мире	4	7
32	об этом	1	7
33	к тому	5	7
34	и все	19	7
35	с ним	8	7
36	отношению к	6	7
37	я и	2	6
38	в котором	3	6
39	то же	14	6
40	не было	2	6
41	и с	15	6
42	в своей	3	6
43	в то	12	6
44	тем что	4	6
45	для себя	6	6
46	если бы	4	6
47	сводится к	3	6
48	можно сказать	1	6
49	это не	5	6
50	а в	5	6
51	то что	11	6
52	жизни и	3	6
53	с его	6	5
54	в этой	1	5
55	как в	4	5
56	в самом	8	5
57	что это	5	5
58	не могла	1	5
59	рядом с	4	5
60	в своем	2	5
61	не менее	3	5
62	у него	4	5
63	никогда не	8	5
64	ничего не	4	5
65	и его	16	5
66	она не	1	5
67	и сам	5	5
68	только на	4	5
69	для него	13	5
70	как бы	27	5
71	да и	4	5
72	с ее	3	5
73	что в	7	5
74	а между	3	4
75	и т	8	4
76	но не	4	4
77	то в	2	4
78	подобно тому	2	4
79	человека в	1	4
80	он не	15	4
81	в других	1	4
82	тем не	2	4
83	для нее	1	4
84	тому что	2	4
85	же время	12	4
86	внутренней жизни	2	4
87	как будто	7	4
88	и о	1	4
89	того чтобы	1	4
90	что они	6	4
91	только в	6	4
92	что и	5	4
93	как раз	4	4
94	для того	1	4
95	говорит о	2	4
96	не может	19	4
97	тому как	2	4
98	рассказа в	8	4
99	у вас	2	4
100	о своем	1	4
101	бы и	4	4
102	чтобы не	1	3
103	человека и	1	3
104	по преимуществу	1	3
105	по его	1	3
106	на себя	1	3
107	и он	2	3
108	в ней	3	3
109	но при	1	3
110	еще не	4	3
111	и на	6	3
112	столь же	2	3
113	в ответ	1	3
114	для других	3	3
115	не все	1	3
116	бы не	2	3
117	раз в	2	3
118	как он	3	3
119	в нем	19	3
120	можно было	1	3
121	что все	4	3
122	мы уже	6	3
123	с другими	4	3
124	было бы	2	3
125	в них	2	3
126	все было	1	3
127	несмотря на	1	3
128	этого произведения	1	3
129	в этих	1	3
130	пока еще	2	3
131	любви и	1	3
132	на него	7	3
133	о них	2	3
134	со своим	1	3
135	ни о	1	3
136	к себе	17	3
137	в человеке	2	3
138	и это	4	3
139	не могу	3	3
140	ни слова	1	3
141	что у	6	3
142	и ему	2	3
143	внимание на	1	3
144	героя не	1	3
145	все его	2	3
146	к нему	14	3
147	одной из	1	3
148	с ними	6	3
149	деле не	1	3
150	и ее	2	3
151	с одной	1	3
152	теперь же	2	3
153	характерно что	1	3
154	в одном	5	3
155	что на	1	3
156	с другой	4	3
157	и тех	1	3
158	все время	5	3
159	а с	3	3
160	прежде всего	15	3
161	человек в	2	3
162	среди других	2	3
163	так же	8	3
164	все это	16	3
165	ли в	1	3
166	или в	1	3
167	к чужому	4	3
168	будто бы	2	3
169	все они	1	3
170	на фоне	1	3
171	героя и	9	3
172	о себе	18	3
173	самом деле	13	3
174	и то	3	2
175	характера а	1	2
176	но тем	1	2
177	в первом	1	2
178	той же	2	2
179	а как	2	2
180	он знает	2	2
181	говорить о	3	2
182	они были	1	2
183	одного слова	1	2
184	он сам	5	2
185	нам представляется	1	2
186	тем как	1	2
187	ответ на	1	2
188	отношение к	6	2
189	тоже не	1	2
190	говорит то	1	2
191	похоже было	1	2
192	все же	7	2
193	и к	12	2
194	но в	16	2
195	та же	2	2
196	бы с	2	2
197	и становится	1	2
198	тому же	2	2
199	роли в	1	2
200	т д	2	2
201	но именно	2	2
202	не как	3	2
203	на этом	4	2
204	оно не	1	2
205	однако в	2	2
206	же не	2	2
207	зрения на	1	2
208	не с	2	2
209	лишь в	5	2
210	его в	4	2
211	это было	3	2
212	характер и	3	2
213	личности не	1	2
214	и было	1	2
215	же я	3	2
216	в г	1	2
217	с точки	4	2
218	она в	2	2
219	знает и	7	2
220	не столько	1	2
221	что я	15	2
222	с такою	2	2
223	ибо в	2	2
224	одна из	1	2
225	только не	1	2
226	к ней	2	2
227	тогда в	2	2
228	в основе	1	2
229	к той	1	2
230	и мне	1	2
231	мысли о	2	2
232	они и	1	2
