N	3gram	Bakhtin_Fr_6	Analitik
1	о том что	5	6
2	в том что	2	6
3	в данном случае	2	5
4	по отношению к	1	4
5	с одной стороны	4	4
6	в этом отношении	3	3
7	той или иной	1	3
8	в обоих случаях	1	2
9	с точки зрения	2	2
10	в то же	5	2
11	и то что	2	2
12	то есть в	2	2
13	в значительной степени	1	2
14	не только в	1	2
15	с другой стороны	2	2
16	то же время	5	2
17	можно сказать что	1	1
18	еще и до	1	1
19	сказать что в	2	1
20	одним и тем	1	1
21	более или менее	1	1
22	никак не может	2	1
23	свидетельствует о том	1	1
24	как это было	1	1
25	но и в	2	1
26	между тем как	1	1
27	во всех этих	2	1
28	мы узнаем из	1	1
29	жизни включая и	1	1
30	на этот вопрос	1	1
31	дело только с	1	1
32	и даже в	1	1
33	со всех сторон	1	1
34	не мог найти	1	1
35	до известной степени	1	1
36	не совпадает с	1	1
37	мы видим как	1	1
38	и т.п и	2	1
39	и тем же	1	1
40	и тот же	2	1
41	как один из	2	1
42	в связи с	1	1
43	в целом ряде	1	1
44	только то что	1	1
45	пространственных и временных	1	1
46	не может быть	1	1
47	заключается в том	1	1
48	во всех языках	2	1
49	как и всякий	1	1
50	но и для	1	1
51	в самом деле	4	1
52	и ничему не	1	1
53	жизнью и смертью	1	1
54	мы уже отмечали	2	1
55	с самим собой	1	1
