N	2gram	Tiupa_Narr_2	Problema
1	и в	13	44
2	вовсе не	2	37
3	и не	14	35
4	то есть	9	34
5	может быть	10	28
6	потому что	2	25
7	не просто	1	23
8	то что	8	23
9	в том	14	21
10	только в	11	19
11	а не	17	18
12	в этом	13	17
13	также и	1	16
14	для нас	2	16
15	сказать что	3	16
16	не только	26	14
17	и даже	3	14
18	и т	2	13
19	то же	4	13
20	не в	8	13
21	но в	6	12
22	том что	13	12
23	той или	3	12
24	так что	1	12
25	не является	4	11
26	отнюдь не	4	10
27	так и	9	10
28	как и	4	10
29	тем не	5	10
30	не менее	4	10
31	у нас	2	10
32	в виду	1	10
33	но и	15	10
34	не имеет	2	9
35	в нем	5	9
36	и с	1	9
37	это не	3	9
38	и тем	5	9
39	в то	5	9
40	никак не	3	9
41	в его	6	9
42	что и	2	9
43	что он	5	9
44	как нечто	1	9
45	в данном	10	9
46	как бы	6	9
47	же самое	1	9
48	таким образом	5	9
49	и от	1	9
50	во всяком	1	9
51	у гоголя	1	8
52	перед нами	4	8
53	в себе	8	8
54	он не	5	8
55	было бы	2	8
56	ни в	1	8
57	но это	2	8
58	как раз	3	8
59	связи с	1	8
60	как мы	1	8
61	здесь не	2	8
62	того что	6	8
63	или иной	3	8
64	а именно	1	8
65	что же	1	8
66	что мы	1	8
67	что в	4	8
68	это и	1	7
69	мы не	2	7
70	в связи	1	7
71	на самом	2	7
72	все эти	3	7
73	мы должны	1	7
74	данном случае	6	7
75	с ним	4	7
76	и что	2	7
77	с другой	5	7
78	уже не	4	7
79	не может	8	7
80	и потому	1	7
81	в целом	3	6
82	все же	6	6
83	и к	6	6
84	о том	5	6
85	ясно что	1	6
86	того или	3	6
87	никогда не	6	6
88	другими словами	1	6
89	можно сказать	6	6
90	всяком случае	1	6
91	такого рода	12	6
92	в виде	2	6
93	жизни и	4	6
94	едва ли	3	5
95	есть не	1	5
96	определенного рода	1	5
97	еще не	2	5
98	за пределы	1	5
99	что они	3	5
100	в своем	6	5
101	хотя и	5	5
102	в нашем	2	5
103	и сам	3	5
104	точки зрения	5	5
105	в своей	4	5
106	тем самым	5	5
107	как о	2	5
108	и его	3	5
109	и вполне	1	5
110	и о	1	5
111	в ней	2	5
112	и здесь	2	5
113	с той	1	5
114	только на	2	5
115	то и	3	5
116	гораздо более	1	5
117	или даже	3	5
118	в конце	4	5
119	так же	2	5
120	как в	5	5
121	да и	3	5
122	все это	1	5
123	собственно говоря	2	5
124	а в	9	5
125	в таком	3	5
126	таком случае	1	4
127	не что	1	4
128	время как	1	4
129	что иное	1	4
130	он сам	2	4
131	иное как	1	4
132	в чем	2	4
133	чем же	1	4
134	могли бы	2	4
135	для которой	1	4
136	то время	1	4
137	при этом	14	4
138	на первый	1	4
139	и без	1	4
140	тому что	3	4
141	раз и	1	4
142	нет никакого	1	4
143	можно ли	1	4
144	и притом	1	4
145	только с	1	4
146	есть только	1	4
147	в ее	4	4
148	языка и	1	4
149	можно было	2	4
150	тем что	1	4
151	на этот	1	4
152	дело здесь	1	4
153	или в	1	4
154	а также	6	4
155	же самой	1	4
156	в каком	1	4
157	отношения к	1	3
158	же как	2	3
159	то в	1	3
160	здесь и	1	3
161	говорить о	2	3
162	но не	3	3
163	в настоящем	2	3
164	и как	1	3
165	в самом	2	3
166	что это	4	3
167	в этой	4	3
168	на то	2	3
169	свой собственный	1	3
170	что у	2	3
171	оно всегда	1	3
172	об этом	4	3
173	том смысле	1	3
174	но уже	1	3
175	он является	3	3
176	в которых	1	3
177	человека но	1	3
178	иной раз	1	3
179	чем не	1	3
180	ничего не	6	3
181	находятся в	1	3
182	как будто	1	3
183	как только	1	3
184	только еще	1	3
185	взятый в	1	3
186	если же	1	3
187	она не	1	3
188	у чехова	9	3
189	с собой	1	3
190	когда в	1	3
191	если бы	4	3
192	уж во	1	3
193	том или	1	3
194	во всей	1	3
195	может иметь	1	3
196	быть и	1	3
197	этот вопрос	1	3
198	в качестве	14	3
199	самом деле	3	3
200	есть в	1	3
201	указания на	1	3
202	а то	2	3
203	для него	4	3
204	могло бы	2	3
205	отличие от	5	3
206	жизни а	1	3
207	очень много	1	3
208	прежде всего	6	3
209	его как	1	3
210	ни о	1	3
211	если не	2	3
212	но оно	1	3
213	в той	5	3
214	это за	1	3
215	с этой	3	3
216	слова и	1	3
217	и все	4	3
218	тем более	2	3
219	хотя бы	2	3
220	будто бы	1	3
221	же в	4	3
